;Latitude;Longitude;sum;uncert
2737;"45°13'0.0""";"134°56'25.0""";99,83;1
2738;"53°59'50.0""";"118°38'0.0""";100,23;1
2739;"56°20'30.0""";"118°17'0.0""";99,81;1
2740;"52°50'0.0""";"117°20'30.0""";99,38;3
2741;"50°1'0.0""";"112°14'0.0""";99,96;1
2742;"54°44'40.0""";"118°1'5.0""";100,35;1
2743;"69°37'0.0""";"110°22'0.0""";99,65;2
2744;"50°18'0.0""";"108°33'0.0""";99,61;2
2745;"53°39'20.0""";"117°54'30.0""";100,09;1
2746;"52°36'50.0""";"118°31'20.0""";99,67;2
2747;"51°39'0.0""";"113°42'0.0""";99,96;1
2748;"51°56'0.0""";"113°0'0.0""";100,34;1
2749;"66°11'0.0""";"-173°14'0.0""";100,25;1
2750;"54°54'30.0""";"119°42'35.0""";100,29;1
2751;"44°27'50.0""";"135°11'0.0""";100,5;2
2752;"53°34'0.0""";"118°58'40.0""";99,52;2
2753;"67°28'12.0""";"177°38'48.0""";99,4;3
2754;"69°25'0.0""";"164°30'0.0""";100,23;1
2755;"53°33'0.0""";"119°0'20.0""";100,18;1
2756;"51°19'0.0""";"109°21'0.0""";100,03;1
2757;"50°2'30.0""";"143°5'0.0""";100,46;1
2758;"66°12'0.0""";"129°23'0.0""";99,62;2
2759;"60°13'0.0""";"144°53'0.0""";99,75;1
2760;"52°27'10.0""";"109°33'40.0""";99,96;1
2761;"63°20'0.0""";"144°45'0.0""";100,66;2
2762;"65°10'0.0""";"142°7'0.0""";99,61;2
2763;"66°23'0.0""";"-174°45'0.0""";99,82;1
2764;"52°43'30.0""";"110°59'20.0""";99,25;3
2765;"49°56'0.0""";"108°40'0.0""";99,89;1
2766;"51°19'0.0""";"109°21'0.0""";100,33;1
2767;"64°24'0.0""";"143°31'0.0""";100,28;1
2768;"61°30'0.0""";"150°1'0.0""";100,52;2
2769;"51°8'0.0""";"112°57'0.0""";100,41;1
2770;"51°30'40.0""";"110°13'0.0""";98,86;3
2771;"51°23'0.0""";"113°16'0.0""";99,95;1
2772;"43°6'55.0""";"134°20'10.0""";99,75;1
2773;"47°29'12.0""";"138°12'6.0""";100,13;1
2774;"65°2'0.0""";"141°46'0.0""";99,81;1
2775;"63°35'0.0""";"143°34'0.0""";100,3;1
2776;"55°3'0.0""";"130°45'0.0""";99,73;2
2777;"61°18'0.0""";"149°25'0.0""";99,86;1
2778;"51°8'0.0""";"110°37'0.0""";100,45;1
2779;"53°28'40.0""";"118°52'30.0""";99,41;3
2780;"60°14'0.0""";"144°31'0.0""";99,94;1
2781;"44°37'50.0""";"134°23'30.0""";99,99;1
2782;"67°5'0.0""";"149°35'0.0""";99,05;3
2783;"54°6'30.0""";"117°51'10.0""";99,68;2
2784;"52°26'0.0""";"115°42'15.0""";100,54;2
2785;"50°13'0.0""";"112°52'0.0""";99,58;2
2786;"71°48'0.0""";"140°54'0.0""";99,67;2
2787;"70°1'0.0""";"111°20'0.0""";100,1;1
2788;"66°8'0.0""";"129°14'0.0""";100,04;1
2789;"49°33'0.0""";"109°5'0.0""";100,09;1
2790;"62°37'0.0""";"140°47'0.0""";100,32;1
2791;"55°48'50.0""";"118°14'40.0""";99,55;2
2792;"52°1'0.0""";"112°40'0.0""";100,32;1
2793;"52°51'0.0""";"117°16'40.0""";99,45;3
2794;"66°12'0.0""";"129°20'0.0""";99,55;2
2795;"65°24'0.0""";"174°11'0.0""";100,64;2
2796;"53°0'30.0""";"116°2'50.0""";99,98;1
2797;"69°26'0.0""";"149°31'0.0""";99,76;1
2798;"49°44'0.0""";"111°7'0.0""";99,83;1
2799;"54°39'0.0""";"133°25'0.0""";99,4;3
2800;"66°10'0.0""";"129°20'0.0""";99,86;1
2801;"49°56'0.0""";"108°41'0.0""";100,16;1
2802;"49°29'0.0""";"110°48'0.0""";99,49;3
2803;"53°43'10.0""";"115°20'20.0""";100,07;1
2804;"43°50'0.0""";"135°28'35.0""";99,53;2
2805;"53°27'10.0""";"118°55'0.0""";99,51;2
2806;"53°0'30.0""";"116°2'50.0""";100,18;1
2807;"66°2'0.0""";"163°19'0.0""";99,54;2
2808;"49°39'0.0""";"110°27'0.0""";100,14;1
2809;"54°6'5.0""";"116°12'0.0""";99,7;2
2810;"43°49'40.0""";"135°28'20.0""";99,79;1
2811;"52°16'0.0""";"115°3'0.0""";100,29;1
2812;"63°15'0.0""";"144°17'0.0""";100,21;1
2813;"53°50'50.0""";"115°47'20.0""";99,98;1
2814;"52°57'0.0""";"119°36'0.0""";99,92;1
2815;"64°54'0.0""";"141°25'0.0""";100,26;1
2816;"54°57'0.0""";"122°42'0.0""";100,51;2
2817;"53°23'5.0""";"116°58'40.0""";99,61;2
2818;"46°5'0.0""";"110°7'0.0""";99,79;1
2819;"63°50'0.0""";"142°55'0.0""";99,6;2
2820;"46°14'50.0""";"135°41'0.0""";100,29;1
2821;"50°56'0.0""";"113°19'0.0""";100,31;1
2822;"55°51'0.0""";"117°42'0.0""";100,07;1
2823;"66°13'0.0""";"129°23'0.0""";99,75;1
2824;"69°29'0.0""";"149°35'0.0""";100,43;1
2825;"55°5'5.0""";"117°4'0.0""";100,56;2
2826;"53°56'40.0""";"115°39'30.0""";99,89;1
2827;"50°21'0.0""";"112°51'0.0""";99,94;1
2828;"51°23'0.0""";"113°27'0.0""";100,02;1
2829;"46°22'58.0""";"136°18'10.0""";99,61;2
2830;"47°22'25.0""";"139°0'30.0""";99,57;2
2831;"61°10'0.0""";"144°6'0.0""";100,14;1
2832;"52°59'0.0""";"113°14'0.0""";99,49;3
2833;"52°16'20.0""";"117°36'30.0""";100,03;1
2834;"51°22'0.0""";"108°34'40.0""";99,72;2
2835;"70°37'0.0""";"162°32'0.0""";100,12;1
2836;"69°35'0.0""";"142°30'0.0""";100,26;1
2837;"50°57'0.0""";"110°47'0.0""";99,71;2
2838;"54°56'0.0""";"119°48'0.0""";100,28;1
2839;"52°29'20.0""";"111°23'40.0""";99,57;2
2840;"47°22'0.0""";"138°26'36.0""";99,32;3
2841;"55°12'20.0""";"118°5'0.0""";99,98;1
2842;"50°20'0.0""";"135°29'0.0""";100,26;1
2843;"53°45'40.0""";"115°17'30.0""";100,24;1
2844;"54°6'0.0""";"117°57'50.0""";99,78;1
2845;"66°8'0.0""";"129°13'0.0""";99,87;1
2846;"49°38'0.0""";"112°19'0.0""";99,49;3
2847;"53°28'10.0""";"118°54'50.0""";99,5;2
2848;"43°37'55.0""";"135°12'40.0""";99,92;1
2849;"52°33'30.0""";"118°24'40.0""";99,98;1
2850;"46°41'0.0""";"134°19'5.0""";99,67;2
2851;"65°3'0.0""";"-174°52'0.0""";100,16;1
2852;"45°38'0.0""";"137°24'10.0""";99,91;1
2853;"66°2'0.0""";"141°20'0.0""";100,43;1
2854;"51°7'0.0""";"135°47'0.0""";100,23;1
2855;"66°38'0.0""";"-177°3'0.0""";100,08;1
2856;"67°57'0.0""";"-178°31'0.0""";100,2;1
2857;"51°28'0.0""";"110°10'0.0""";99,51;2
2858;"68°25'0.0""";"-179°50'0.0""";100,32;1
2859;"68°16'0.0""";"-178°17'0.0""";100,04;1
2860;"51°10'0.0""";"135°47'0.0""";100,19;1
2861;"69°36'0.0""";"145°3'0.0""";99,56;2
2862;"46°5'0.0""";"110°7'0.0""";100,48;1
2863;"46°54'0.0""";"105°51'0.0""";99,52;2
2864;"64°48'0.0""";"135°15'0.0""";100,36;1
2865;"52°26'40.0""";"109°30'30.0""";99,87;1
2866;"69°8'0.0""";"168°35'0.0""";100,34;1
2867;"53°30'50.0""";"118°53'30.0""";99,86;1
2868;"60°50'0.0""";"153°13'0.0""";99,84;1
2869;"63°19'0.0""";"148°12'0.0""";100,57;2
2870;"44°22'30.0""";"135°41'0.0""";99,82;1
2871;"67°41'18.0""";"177°48'6.0""";100,23;1
2872;"47°23'48.0""";"138°3'6.0""";99,6;2
2873;"68°13'0.0""";"-178°19'0.0""";100,1;1
2874;"66°13'0.0""";"129°29'0.0""";100,19;1
2875;"44°36'0.0""";"135°9'35.0""";99,66;2
2876;"53°45'30.0""";"117°37'30.0""";100,22;1
2877;"45°34'40.0""";"137°15'30.0""";100,6;2
2878;"52°11'40.0""";"115°38'0.0""";100,22;1
2879;"57°38'0.0""";"139°33'0.0""";100,21;1
2880;"44°29'50.0""";"134°23'10.0""";99,73;2
2881;"49°28'0.0""";"110°4'0.0""";99,97;1
2882;"63°45'0.0""";"143°30'0.0""";99,85;1
2883;"65°45'0.0""";"135°7'0.0""";99,69;2
2884;"52°31'0.0""";"115°19'0.0""";99,66;2
2885;"52°51'0.0""";"117°21'0.0""";99,35;3
2886;"51°44'0.0""";"135°36'0.0""";99,9;1
2887;"61°4'0.0""";"144°29'0.0""";99,5;2
2888;"55°3'0.0""";"118°28'15.0""";99,5;2
2889;"55°6'20.0""";"118°7'0.0""";100,24;1
2890;"54°44'0.0""";"122°30'0.0""";99,85;1
2891;"52°43'0.0""";"110°29'30.0""";99,58;2
2892;"67°33'0.0""";"179°15'0.0""";99,95;1
2893;"69°28'0.0""";"149°58'0.0""";100,04;1
2894;"66°20'0.0""";"137°50'0.0""";100,47;1
2895;"60°13'0.0""";"144°55'0.0""";100,06;1
2896;"46°5'0.0""";"110°7'0.0""";99,8;1
2897;"49°46'0.0""";"109°40'0.0""";100,31;1
2898;"50°19'0.0""";"108°38'0.0""";100,14;1
2899;"64°20'0.0""";"143°30'0.0""";99,95;1
2900;"48°7'0.0""";"137°40'30.0""";100,59;2
2901;"44°28'0.0""";"135°13'30.0""";100,51;2
2902;"69°21'0.0""";"176°50'0.0""";99,75;1
2903;"69°37'0.0""";"141°40'0.0""";99,57;2
2904;"66°13'0.0""";"129°28'0.0""";99,61;2
2905;"53°30'5.0""";"157°10'0.0""";100,14;1
2906;"50°17'0.0""";"112°35'0.0""";99,93;1
2907;"60°50'0.0""";"153°18'0.0""";100,02;1
2908;"67°44'42.0""";"177°50'24.0""";100,81;3
2909;"43°48'35.0""";"135°27'35.0""";100,32;1
2910;"44°16'0.0""";"132°47'0.0""";99,57;2
2911;"42°44'0.0""";"109°15'0.0""";100;1
2912;"48°8'10.0""";"137°38'40.0""";100,27;1
2913;"68°3'0.0""";"136°50'0.0""";99,61;2
2914;"65°40'0.0""";"-174°21'0.0""";100,09;1
2915;"52°26'25.0""";"115°26'40.0""";99,66;2
2916;"44°25'30.0""";"135°48'20.0""";100,19;1
2917;"50°20'0.0""";"135°29'0.0""";100,66;2
2918;"66°13'0.0""";"129°15'0.0""";100,07;1
2919;"50°3'5.0""";"143°4'40.0""";100,43;1
2920;"61°50'0.0""";"162°12'0.0""";100,34;1
2921;"68°1'0.0""";"136°41'0.0""";99,73;2
2922;"52°21'30.0""";"115°23'20.0""";100,09;1
2923;"52°23'15.0""";"114°15'40.0""";100,16;1
2924;"46°13'0.0""";"137°30'0.0""";100,56;2
2925;"66°8'0.0""";"129°14'0.0""";99,55;2
2926;"66°6'0.0""";"129°16'0.0""";99,71;2
2927;"53°51'0.0""";"125°3'0.0""";99,67;2
2928;"54°9'50.0""";"116°17'10.0""";100,04;1
2929;"51°15'0.0""";"113°28'0.0""";99,62;2
2930;"66°7'0.0""";"129°13'0.0""";99,93;1
2931;"69°25'0.0""";"145°36'0.0""";99,59;2
2932;"47°50'0.0""";"138°21'30.0""";100,18;1
2933;"51°30'0.0""";"110°13'0.0""";99,75;1
2934;"66°9'0.0""";"129°18'0.0""";99,51;2
2935;"69°35'0.0""";"150°18'0.0""";100;1
2936;"47°4'0.0""";"134°26'10.0""";100,18;1
2937;"50°3'0.0""";"143°5'15.0""";99,75;1
2938;"52°16'5.0""";"117°35'10.0""";99,72;2
2939;"61°25'0.0""";"150°15'0.0""";99,28;3
2940;"53°37'0.0""";"118°31'0.0""";100,51;2
2941;"53°57'30.0""";"119°8'0.0""";100,12;1
2942;"68°15'0.0""";"136°12'0.0""";100,44;1
2943;"47°15'0.0""";"138°41'0.0""";99,56;2
2944;"52°11'10.0""";"115°34'20.0""";99,79;1
2945;"47°27'0.0""";"138°43'0.0""";100,33;1
2946;"52°31'0.0""";"115°41'15.0""";100,17;1
2947;"66°24'0.0""";"172°23'0.0""";99,84;1
2948;"63°15'0.0""";"144°17'0.0""";100,35;1
2949;"47°46'40.0""";"134°20'0.0""";100,51;2
2950;"63°19'0.0""";"144°33'0.0""";99,97;1
2951;"50°43'0.0""";"136°14'0.0""";100,25;1
2952;"50°52'0.0""";"108°27'0.0""";100,12;1
2953;"50°9'0.0""";"119°17'0.0""";100,4;1
2954;"53°29'10.0""";"118°52'20.0""";99,95;1
2955;"50°12'0.0""";"108°17'0.0""";100,29;1
2956;"54°51'0.0""";"122°33'0.0""";99,52;2
2957;"66°13'0.0""";"134°35'0.0""";100,05;1
2958;"69°25'0.0""";"149°25'0.0""";100,26;1
2959;"60°59'0.0""";"148°28'0.0""";100,15;1
2960;"50°42'0.0""";"136°13'0.0""";99,39;3
2961;"66°10'0.0""";"129°18'0.0""";99,53;2
2962;"50°47'0.0""";"110°22'0.0""";99,45;3
2963;"60°28'0.0""";"148°20'0.0""";99,79;1
2964;"67°51'0.0""";"135°6'0.0""";99,91;1
2965;"54°41'0.0""";"119°4'50.0""";99,84;1
2966;"69°50'0.0""";"174°38'0.0""";100,47;1
2967;"62°37'0.0""";"140°46'0.0""";100,63;2
2968;"60°39'0.0""";"138°28'0.0""";99,46;3
2969;"54°11'10.0""";"116°15'40.0""";99,75;1
2970;"47°15'28.0""";"137°47'55.0""";100,4;1
2971;"67°18'0.0""";"156°32'0.0""";99,84;1
2972;"67°3'50.0""";"149°26'0.0""";99,75;1
2973;"63°45'0.0""";"143°30'0.0""";99,15;3
2974;"46°15'0.0""";"135°50'50.0""";99,21;3
2975;"67°56'30.0""";"179°20'0.0""";99,93;1
2976;"50°36'0.0""";"113°53'0.0""";100,34;1
2977;"64°1'30.0""";"163°1'25.0""";99,48;3
2978;"53°43'40.0""";"114°58'0.0""";100,46;1
2979;"48°3'45.0""";"108°22'0.0""";100,5;2
2980;"49°38'0.0""";"112°7'0.0""";99,83;1
2981;"49°32'0.0""";"110°56'0.0""";100,52;2
2982;"62°1'0.0""";"141°2'0.0""";99,79;1
2983;"51°1'0.0""";"112°41'0.0""";99,86;1
2984;"52°30'30.0""";"110°24'30.0""";99,28;3
2985;"53°35'0.0""";"119°13'0.0""";99,56;2
2986;"50°34'0.0""";"112°20'0.0""";100,24;1
2987;"68°3'0.0""";"-178°7'0.0""";100,65;2
2988;"68°42'0.0""";"169°21'0.0""";100,12;1
2989;"49°27'0.0""";"137°58'0.0""";99,77;1
2990;"61°25'0.0""";"150°16'0.0""";100,53;2
2991;"64°11'0.0""";"156°35'0.0""";100,16;1
2992;"50°17'0.0""";"107°33'45.0""";99,51;2
2993;"69°31'0.0""";"149°50'0.0""";100,45;1
2994;"54°23'0.0""";"123°14'0.0""";100,4;1
2995;"65°41'0.0""";"143°48'0.0""";100,46;1
2996;"45°9'10.0""";"135°7'30.0""";99,87;1
2997;"46°17'9.0""";"135°52'15.0""";99,61;2
2998;"44°36'5.0""";"134°20'50.0""";100,08;1
2999;"62°33'0.0""";"151°18'0.0""";100,63;2
3000;"50°11'0.0""";"109°9'0.0""";99,58;2
3001;"60°8'20.0""";"141°46'0.0""";100,3;1
3002;"45°3'40.0""";"135°22'40.0""";99,78;1
3003;"66°7'0.0""";"129°14'0.0""";99,52;2
3004;"51°17'0.0""";"134°10'0.0""";100,11;1
3005;"66°3'0.0""";"163°19'0.0""";99,66;2
3006;"53°44'50.0""";"115°19'0.0""";99,63;2
3007;"66°25'0.0""";"-174°30'0.0""";99,51;2
3008;"54°40'0.0""";"122°53'0.0""";100,44;1
3009;"44°18'50.0""";"135°27'2.0""";100,55;2
3010;"66°8'0.0""";"-169°42'0.0""";100,28;1
3011;"50°50'0.0""";"108°24'0.0""";99,64;2
3012;"46°39'56.0""";"143°29'50.0""";100,08;1
3013;"49°23'0.0""";"110°4'0.0""";99,93;1
3014;"66°4'0.0""";"129°17'0.0""";99,57;2
3015;"53°22'40.0""";"119°30'0.0""";99,7;2
3016;"53°46'0.0""";"117°35'50.0""";100,45;1
3017;"60°39'0.0""";"144°49'0.0""";99,71;2
3018;"65°2'0.0""";"169°15'0.0""";100,56;2
3019;"65°30'0.0""";"139°33'0.0""";100,25;1
3020;"55°43'0.0""";"135°45'0.0""";100,68;2
3021;"53°2'0.0""";"117°2'40.0""";99,52;2
3022;"62°31'30.0""";"173°34'0.0""";99,83;1
3023;"69°37'0.0""";"141°44'0.0""";100,24;1
3024;"52°58'20.0""";"119°33'0.0""";99,68;2
3025;"68°25'0.0""";"-179°50'0.0""";100,01;1
3026;"69°55'0.0""";"142°10'0.0""";100,69;2
3027;"65°39'0.0""";"135°2'0.0""";100,6;2
3028;"50°51'0.0""";"108°19'0.0""";99,58;2
3029;"66°15'0.0""";"139°45'0.0""";99,85;1
3030;"65°51'0.0""";"135°21'0.0""";100,25;1
3031;"64°13'30.0""";"168°5'30.0""";100,15;1
3032;"48°36'30.0""";"103°30'0.0""";99,63;2
3033;"69°10'0.0""";"141°4'0.0""";99,63;2
3034;"61°50'0.0""";"156°57'0.0""";99,91;1
3035;"54°1'0.0""";"135°18'0.0""";100,21;1
3036;"62°9'0.0""";"139°17'0.0""";100,32;1
3037;"69°48'0.0""";"136°38'0.0""";99,58;2
3038;"47°19'0.0""";"134°55'0.0""";99,58;2
3039;"50°51'0.0""";"108°25'0.0""";100,34;1
3040;"54°19'40.0""";"116°57'40.0""";100,47;1
3041;"66°27'0.0""";"-175°23'0.0""";99,58;2
3042;"50°10'0.0""";"108°18'0.0""";99,48;3
3043;"43°50'0.0""";"134°23'0.0""";99,72;2
3044;"61°48'0.0""";"152°34'0.0""";99,8;1
3045;"51°9'0.0""";"109°22'0.0""";100,06;1
3046;"65°49'0.0""";"174°38'0.0""";100,29;1
3047;"62°23'36.0""";"178°39'0.0""";99,51;2
3048;"49°15'0.0""";"109°51'0.0""";99,9;1
3049;"53°55'30.0""";"115°39'30.0""";100,33;1
3050;"53°44'50.0""";"115°23'20.0""";100,17;1
3051;"50°58'0.0""";"113°19'0.0""";100,2;1
3052;"52°0'0.0""";"134°21'0.0""";99,97;1
3053;"51°17'0.0""";"112°8'0.0""";99,64;2
3054;"52°6'0.0""";"112°46'0.0""";100,5;2
3055;"54°9'40.0""";"116°17'20.0""";100,45;1
3056;"64°53'0.0""";"164°48'0.0""";100,21;1
3057;"60°55'0.0""";"153°37'0.0""";100,68;2
3058;"48°15'0.0""";"136°33'0.0""";99,75;1
3059;"53°15'0.0""";"116°28'10.0""";100,23;1
3060;"69°25'0.0""";"149°37'0.0""";99,93;1
3061;"53°50'35.0""";"119°8'30.0""";99,46;3
3062;"69°20'0.0""";"141°56'30.0""";100,2;1
3063;"47°27'0.0""";"138°43'0.0""";100,08;1
3064;"63°12'0.0""";"148°4'0.0""";100,1;1
3065;"53°8'0.0""";"116°52'30.0""";100,3;1
3066;"49°30'0.0""";"138°52'0.0""";99,34;3
3067;"47°16'25.0""";"137°8'0.0""";100,39;1
3068;"69°2'0.0""";"174°14'0.0""";99,86;1
3069;"51°45'0.0""";"134°55'0.0""";100,16;1
3070;"56°22'25.0""";"118°16'40.0""";99,59;2
3071;"50°16'0.0""";"108°12'0.0""";100,31;1
3072;"52°1'0.0""";"112°35'0.0""";100,31;1
3073;"69°25'0.0""";"145°27'0.0""";99,55;2
3074;"69°24'0.0""";"149°28'0.0""";100,03;1
3075;"51°4'0.0""";"113°20'0.0""";100,55;2
3076;"50°56'0.0""";"113°16'0.0""";99,51;2
3077;"44°44'55.0""";"135°54'5.0""";99,66;2
3078;"43°10'5.0""";"133°4'10.0""";100,49;1
3079;"53°37'0.0""";"118°40'50.0""";99,96;1
3080;"56°18'0.0""";"122°26'0.0""";100,3;1
3081;"51°47'0.0""";"135°29'0.0""";100,83;3
3082;"64°48'0.0""";"135°14'0.0""";99,83;1
3083;"52°43'30.0""";"116°47'10.0""";99,53;2
3084;"50°35'0.0""";"139°30'0.0""";99,48;3
3085;"55°56'10.0""";"118°42'0.0""";99,46;3
3086;"69°24'0.0""";"145°33'0.0""";99,57;2
3087;"63°46'0.0""";"143°31'0.0""";99,8;1
3088;"43°40'0.0""";"135°10'0.0""";99,77;1
3089;"69°27'0.0""";"145°35'0.0""";99,56;2
3090;"67°40'0.0""";"-175°20'0.0""";99,66;2
3091;"53°41'30.0""";"115°10'30.0""";100,03;1
3092;"65°8'0.0""";"134°53'0.0""";99,79;1
3093;"66°8'0.0""";"129°27'0.0""";99,96;1
3094;"66°9'0.0""";"129°14'0.0""";99,66;2
3095;"65°4'0.0""";"134°28'0.0""";99,88;1
3096;"47°25'25.0""";"138°57'40.0""";99,82;1
3097;"63°56'0.0""";"147°6'0.0""";100,56;2
3098;"52°15'0.0""";"139°3'0.0""";100,55;2
3099;"52°47'30.0""";"114°29'50.0""";99,98;1
3100;"52°57'40.0""";"114°2'30.0""";99,72;2
3101;"69°25'0.0""";"145°30'0.0""";99,72;2
3102;"68°42'0.0""";"169°21'0.0""";99,87;1
3103;"65°45'0.0""";"165°23'0.0""";100,33;1
3104;"64°3'0.0""";"144°15'0.0""";99,79;1
3105;"62°48'0.0""";"139°25'0.0""";100,44;1
3106;"67°0'0.0""";"-176°5'0.0""";99,87;1
3107;"63°11'30.0""";"163°0'20.0""";99,84;1
3108;"53°50'30.0""";"117°38'20.0""";100,11;1
3109;"53°44'50.0""";"115°18'0.0""";99,88;1
3110;"51°23'0.0""";"109°31'0.0""";99,95;1
3111;"50°2'50.0""";"143°2'50.0""";99,93;1
3112;"44°55'40.0""";"136°33'30.0""";100,05;1
3113;"53°45'20.0""";"115°23'30.0""";100,09;1
3114;"50°51'0.0""";"108°19'0.0""";99,8;1
3115;"51°7'0.0""";"113°4'0.0""";99,84;1
3116;"47°14'0.0""";"135°13'0.0""";100,11;1
3117;"61°47'0.0""";"148°17'0.0""";99,96;1
3118;"47°15'0.0""";"138°41'0.0""";100,15;1
3119;"48°41'36.0""";"104°48'15.0""";99,75;1
3120;"62°24'0.0""";"156°9'0.0""";99,5;2
3121;"53°29'10.0""";"118°56'0.0""";99,53;2
3122;"48°32'0.0""";"138°21'0.0""";99,54;2
3123;"53°31'20.0""";"119°25'20.0""";99,85;1
3124;"68°7'0.0""";"-178°9'0.0""";100,37;1
3125;"51°46'0.0""";"134°20'0.0""";100,36;1
3126;"50°22'0.0""";"107°37'10.0""";100,27;1
3127;"63°5'57.0""";"166°0'48.0""";99,87;1
3128;"45°39'50.0""";"134°46'40.0""";100,37;1
3129;"44°16'0.0""";"132°47'0.0""";100,43;1
3130;"63°41'0.0""";"144°8'0.0""";100,03;1
3131;"69°55'0.0""";"140°23'0.0""";99,72;2
3132;"67°43'0.0""";"178°10'0.0""";100,87;3
3133;"52°16'10.0""";"117°42'20.0""";100,08;1
3134;"43°4'10.0""";"132°42'0.0""";100,59;2
3135;"61°1'0.0""";"148°6'0.0""";99,11;3
3136;"54°55'20.0""";"119°49'50.0""";99,99;1
3137;"60°52'0.0""";"148°35'0.0""";99,87;1
3138;"47°15'25.0""";"137°47'55.0""";99,48;3
3139;"63°41'0.0""";"144°8'0.0""";100,02;1
3140;"63°41'0.0""";"143°49'0.0""";100,37;1
3141;"68°47'0.0""";"142°5'0.0""";99,8;1
3142;"49°41'0.0""";"112°18'0.0""";99,91;1
3143;"52°26'55.0""";"115°25'0.0""";99,44;3
3144;"47°52'0.0""";"136°14'0.0""";100,28;1
3145;"46°59'25.0""";"137°32'25.0""";100,03;1
3146;"63°30'56.0""";"166°0'48.0""";99,52;2
3147;"55°25'40.0""";"118°55'10.0""";99,72;2
3148;"53°14'0.0""";"117°25'20.0""";99,85;1
3149;"53°11'5.0""";"117°4'0.0""";99,68;2
3150;"62°36'0.0""";"150°52'0.0""";100,14;1
3151;"53°48'30.0""";"117°37'40.0""";99,83;1
3152;"52°32'0.0""";"112°58'0.0""";100,17;1
3153;"69°38'0.0""";"150°28'0.0""";100,23;1
3154;"61°18'0.0""";"152°27'0.0""";100,32;1
3155;"49°21'0.0""";"111°6'0.0""";99,6;2
3156;"44°16'0.0""";"132°47'0.0""";100,82;3
3157;"61°21'0.0""";"145°16'0.0""";99,81;1
3158;"67°18'0.0""";"157°55'0.0""";100,49;1
3159;"50°4'0.0""";"112°13'0.0""";100,26;1
3160;"63°40'35.0""";"143°50'0.0""";99,65;2
3161;"68°30'0.0""";"162°28'0.0""";100,34;1
3162;"64°58'0.0""";"133°58'0.0""";99,93;1
3163;"53°9'30.0""";"117°1'55.0""";100,16;1
3164;"54°43'30.0""";"118°42'0.0""";100,42;1
3165;"50°24'0.0""";"112°19'0.0""";100,01;1
3166;"53°32'0.0""";"118°59'50.0""";99,94;1
3167;"63°26'0.0""";"142°2'0.0""";99,68;2
3168;"61°21'0.0""";"143°52'0.0""";100,3;1
3169;"62°22'0.0""";"145°5'0.0""";99,64;2
3170;"66°10'0.0""";"129°14'0.0""";100,04;1
3171;"49°48'0.0""";"110°56'0.0""";99,8;1
3172;"45°59'10.0""";"135°16'30.0""";100,29;1
3173;"66°10'0.0""";"129°17'0.0""";100,47;1
3174;"62°48'0.0""";"134°25'0.0""";100,48;1
3175;"50°9'0.0""";"108°53'0.0""";99,71;2
3176;"61°10'0.0""";"156°25'0.0""";100,07;1
3177;"54°11'30.0""";"119°56'0.0""";99,67;2
3178;"49°38'0.0""";"110°28'0.0""";100,31;1
3179;"62°16'0.0""";"151°9'0.0""";99,53;2
3180;"65°10'0.0""";"134°24'0.0""";99,71;2
3181;"43°48'20.0""";"135°27'20.0""";99,76;1
3182;"66°13'0.0""";"139°41'0.0""";99,93;1
3183;"50°12'0.0""";"112°14'0.0""";99,64;2
3184;"53°19'0.0""";"135°11'0.0""";99,55;2
3185;"53°6'30.0""";"112°52'40.0""";99,42;3
3186;"64°4'0.0""";"142°30'0.0""";99,68;2
3187;"66°27'0.0""";"138°30'0.0""";100,3;1
3188;"60°52'0.0""";"153°29'0.0""";100,4;1
3189;"55°31'0.0""";"135°59'0.0""";99,7;2
3190;"60°35'0.0""";"138°29'0.0""";99,31;3
3191;"54°55'20.0""";"118°38'20.0""";99,71;2
3192;"69°28'0.0""";"145°40'0.0""";100,51;2
3193;"50°12'0.0""";"109°31'0.0""";100,11;1
3194;"52°52'0.0""";"117°20'20.0""";99,53;2
3195;"66°9'0.0""";"129°18'0.0""";99,65;2
3196;"49°37'0.0""";"112°16'0.0""";100,37;1
3197;"63°55'0.0""";"144°8'0.0""";99,91;1
3198;"50°52'0.0""";"108°27'0.0""";100,19;1
3199;"67°0'0.0""";"136°20'0.0""";100,41;1
3200;"61°19'0.0""";"152°24'0.0""";99,51;2
3201;"68°26'0.0""";"-179°49'0.0""";100,31;1
3202;"67°4'0.0""";"-177°38'0.0""";100,48;1
3203;"62°48'0.0""";"139°25'0.0""";100,16;1
3204;"61°19'0.0""";"149°25'0.0""";100,02;1
3205;"65°31'0.0""";"179°5'0.0""";100,15;1
3206;"48°57'0.0""";"132°17'0.0""";100,67;2
3207;"45°49'36.0""";"136°43'10.0""";99,43;3
3208;"50°14'0.0""";"110°5'0.0""";99,86;1
3209;"54°21'0.0""";"118°5'0.0""";99,7;2
3210;"65°51'0.0""";"142°19'0.0""";99,96;1
3211;"44°28'30.0""";"134°45'40.0""";100,48;1
3212;"69°26'0.0""";"145°28'0.0""";99,57;2
3213;"68°54'0.0""";"172°19'0.0""";100,57;2
3214;"69°21'0.0""";"162°42'0.0""";99,98;1
3215;"50°42'0.0""";"136°15'0.0""";100,26;1
3216;"51°27'0.0""";"108°42'0.0""";99,5;2
3217;"45°10'0.0""";"136°13'0.0""";100,55;2
