;Latitude;Longitude;sum;uncert
1168;"52°6'50.0""";"115°58'30.0""";99,61;2
1169;"43°50'20.0""";"134°8'0.0""";100,14;1
1170;"50°18'0.0""";"110°2'0.0""";99,9;1
1171;"49°45'0.0""";"112°22'0.0""";99,43;3
1172;"61°23'0.0""";"151°48'0.0""";99,79;1
1173;"69°25'0.0""";"176°39'0.0""";100,43;1
1174;"61°21'0.0""";"151°49'0.0""";100,63;2
1175;"51°22'0.0""";"108°21'0.0""";99,98;1
1176;"52°54'30.0""";"110°6'0.0""";100,45;1
1177;"66°25'0.0""";"-174°55'0.0""";100,04;1
1178;"52°33'45.0""";"115°38'0.0""";99,67;2
1179;"69°58'0.0""";"171°3'0.0""";100,27;1
1180;"53°41'50.0""";"115°6'10.0""";99,86;1
1181;"60°46'0.0""";"153°48'0.0""";100,06;1
1182;"63°39'0.0""";"175°40'0.0""";100,19;1
1183;"61°2'0.0""";"150°8'0.0""";99,83;1
1184;"48°17'0.0""";"104°35'46.0""";100,04;1
1185;"60°30'41.0""";"165°35'4.0""";99,62;2
1186;"49°39'0.0""";"112°56'0.0""";100,44;1
1187;"47°45'0.0""";"109°13'24.0""";99,83;1
1188;"61°19'0.0""";"149°10'0.0""";100,24;1
1189;"51°38'0.0""";"113°15'0.0""";100,08;1
1190;"50°37'0.0""";"113°36'0.0""";99,91;1
1191;"52°3'30.0""";"114°20'50.0""";100,19;1
1192;"51°34'0.0""";"113°16'0.0""";100,01;1
1193;"54°27'0.0""";"135°15'0.0""";99,98;1
1194;"43°37'30.0""";"135°12'20.0""";99,53;2
1195;"69°50'0.0""";"171°55'0.0""";99,96;1
1196;"59°30'0.0""";"144°17'0.0""";100,15;1
1197;"45°41'50.0""";"134°5'0.0""";99,05;3
1198;"44°35'28.0""";"135°59'40.0""";100,77;3
1199;"48°7'0.0""";"107°42'0.0""";99,69;2
1200;"66°14'0.0""";"139°45'0.0""";100,29;1
1201;"63°59'0.0""";"147°13'0.0""";100,28;1
1202;"63°13'0.0""";"148°26'0.0""";100,13;1
1203;"55°12'0.0""";"126°9'0.0""";100,51;2
1204;"50°50'0.0""";"108°23'0.0""";99,57;2
1205;"46°50'0.0""";"105°35'0.0""";99,81;1
1206;"69°58'0.0""";"134°6'0.0""";100,22;1
1207;"68°3'0.0""";"136°30'0.0""";99,52;2
1208;"60°47'0.0""";"153°1'0.0""";100,73;2
1209;"53°43'0.0""";"115°12'10.0""";100,04;1
1210;"43°48'35.0""";"135°27'35.0""";99,68;2
1211;"51°44'0.0""";"113°0'0.0""";99,94;1
1212;"46°50'0.0""";"106°10'0.0""";99,77;1
1213;"49°8'50.0""";"113°3'0.0""";99,39;3
1214;"49°37'0.0""";"111°3'0.0""";99,64;2
1215;"52°22'35.0""";"109°32'15.0""";99,82;1
1216;"45°48'0.0""";"137°40'0.0""";99,75;1
1217;"52°47'0.0""";"116°35'0.0""";99,79;1
1218;"53°55'20.0""";"115°46'0.0""";99,61;2
1219;"68°12'0.0""";"-178°28'0.0""";100,18;1
1220;"61°56'0.0""";"140°25'0.0""";99,73;2
1221;"46°3'0.0""";"115°40'0.0""";99,61;2
1222;"67°51'0.0""";"-179°20'0.0""";99,63;2
1223;"50°58'0.0""";"110°25'0.0""";99,75;1
1224;"62°24'0.0""";"158°42'0.0""";100,47;1
1225;"45°21'0.0""";"136°20'0.0""";99,84;1
1226;"53°11'45.0""";"117°50'20.0""";100,07;1
1227;"49°27'0.0""";"112°3'0.0""";100,45;1
1228;"47°27'24.0""";"138°17'12.0""";100,37;1
1229;"45°5'15.0""";"136°47'50.0""";99,86;1
1230;"50°42'0.0""";"110°23'0.0""";100,42;1
1231;"50°40'0.0""";"113°40'0.0""";99,49;3
1232;"53°41'50.0""";"115°4'30.0""";99,6;2
1233;"68°27'0.0""";"138°40'0.0""";100,01;1
1234;"60°44'0.0""";"150°32'0.0""";100,01;1
1235;"66°33'0.0""";"138°21'0.0""";100,19;1
1236;"51°15'0.0""";"113°37'0.0""";100,21;1
1237;"69°3'0.0""";"174°10'0.0""";100,58;2
1238;"51°31'0.0""";"113°18'0.0""";100;1
1239;"50°13'7.0""";"143°1'0.0""";100,09;1
1240;"53°33'50.0""";"119°59'0.0""";99,95;1
1241;"54°8'40.0""";"119°26'0.0""";100,15;1
1242;"44°27'40.0""";"136°2'0.0""";100,04;1
1243;"50°7'0.0""";"110°11'0.0""";99,52;2
1244;"59°27'0.0""";"150°55'0.0""";99,71;2
1245;"43°6'55.0""";"134°20'10.0""";99,96;1
1246;"46°51'0.0""";"105°45'0.0""";99,66;2
1247;"52°21'10.0""";"115°17'30.0""";99,88;1
1248;"52°44'0.0""";"115°33'0.0""";99,81;1
1249;"45°34'30.0""";"136°59'30.0""";100,31;1
1250;"52°47'0.0""";"110°13'20.0""";99,38;3
1251;"69°55'0.0""";"134°0'0.0""";100,65;2
1252;"47°0'0.0""";"105°10'0.0""";99,46;3
1253;"45°32'30.0""";"135°18'30.0""";99,97;1
1254;"43°42'0.0""";"133°56'0.0""";100,02;1
1255;"58°53'0.0""";"151°46'0.0""";100,46;1
1256;"46°30'0.0""";"104°15'0.0""";99,9;1
1257;"44°48'0.0""";"133°30'35.0""";100,4;1
1258;"66°16'0.0""";"139°47'0.0""";100,02;1
1259;"45°53'0.0""";"135°1'10.0""";99,71;2
1260;"49°58'0.0""";"112°58'0.0""";99,64;2
1261;"45°30'20.0""";"135°25'30.0""";99,96;1
1262;"48°58'0.0""";"132°17'0.0""";99,99;1
1263;"53°55'50.0""";"115°46'0.0""";100,03;1
1264;"67°24'0.0""";"157°39'0.0""";100,38;1
1265;"43°39'40.0""";"135°13'20.0""";100,41;1
1266;"68°1'0.0""";"137°11'0.0""";99,52;2
1267;"51°28'0.0""";"111°12'0.0""";99,7;2
1268;"46°33'25.0""";"135°55'10.0""";100,26;1
1269;"64°45'0.0""";"141°19'0.0""";99,88;1
1270;"68°1'0.0""";"137°4'0.0""";99,6;2
1271;"69°42'0.0""";"171°26'0.0""";99,67;2
1272;"49°49'0.0""";"111°48'0.0""";100,08;1
1273;"46°53'0.0""";"102°8'0.0""";100,07;1
1274;"50°8'0.0""";"109°54'0.0""";100,12;1
1275;"63°45'0.0""";"157°57'0.0""";100,03;1
1276;"53°8'0.0""";"119°2'30.0""";100,06;1
1277;"45°59'25.0""";"136°12'40.0""";100,04;1
1278;"51°7'0.0""";"112°54'0.0""";99,91;1
1279;"50°50'0.0""";"108°22'0.0""";100;1
1280;"51°6'0.0""";"113°14'0.0""";99,98;1
1281;"52°16'50.0""";"115°56'40.0""";99,66;2
1282;"45°21'40.0""";"135°48'30.0""";99,6;2
1283;"52°45'30.0""";"116°40'16.0""";99,69;2
1284;"51°2'0.0""";"112°30'0.0""";100,37;1
1285;"67°25'0.0""";"134°53'0.0""";100,6;2
1286;"51°12'0.0""";"110°37'0.0""";99,77;1
1287;"47°13'13.0""";"138°14'45.0""";100,48;1
1288;"51°27'0.0""";"108°20'0.0""";99,89;1
1289;"51°21'30.0""";"108°29'30.0""";100,09;1
1290;"49°23'0.0""";"109°27'0.0""";100,23;1
1291;"51°47'0.0""";"113°53'0.0""";99,47;3
1292;"44°28'28.0""";"134°15'50.0""";99,79;1
1293;"62°23'0.0""";"155°54'0.0""";100,43;1
1294;"52°29'55.0""";"115°36'50.0""";99,53;2
1295;"69°58'0.0""";"134°6'0.0""";100,49;1
1296;"53°34'40.0""";"113°13'0.0""";100,73;2
1297;"48°6'18.0""";"104°23'24.0""";99,89;1
1298;"45°54'0.0""";"107°43'0.0""";99,53;2
1299;"50°18'0.0""";"108°56'0.0""";99,75;1
1300;"49°36'0.0""";"112°19'0.0""";100,08;1
1301;"51°41'0.0""";"135°40'0.0""";100,04;1
1302;"52°18'0.0""";"113°0'0.0""";99,78;1
1303;"50°17'0.0""";"139°48'0.0""";100,67;2
1304;"62°32'0.0""";"155°48'0.0""";99,52;2
1305;"69°35'0.0""";"150°30'0.0""";99,3;3
1306;"68°2'0.0""";"-179°40'0.0""";100,29;1
1307;"53°40'50.0""";"115°9'30.0""";99,68;2
1308;"63°38'35.0""";"142°57'30.0""";99,72;2
1309;"49°40'0.0""";"112°15'0.0""";99,82;1
1310;"51°59'20.0""";"114°56'40.0""";99,6;2
1311;"45°5'40.0""";"134°41'40.0""";99,36;3
1312;"62°37'0.0""";"140°46'0.0""";100,34;1
1313;"51°20'0.0""";"109°25'0.0""";99,75;1
1314;"49°44'0.0""";"112°22'0.0""";99,71;2
1315;"50°16'30.0""";"107°30'0.0""";99,71;2
1316;"49°45'0.0""";"112°21'0.0""";100,31;1
1317;"52°11'40.0""";"114°37'20.0""";99,62;2
1318;"62°8'0.0""";"173°44'0.0""";99,64;2
1319;"53°45'10.0""";"115°18'10.0""";100,56;2
1320;"50°7'0.0""";"110°7'0.0""";99,6;2
1321;"60°53'0.0""";"153°38'0.0""";99,7;2
1322;"60°31'40.0""";"141°21'0.0""";99,76;1
1323;"49°58'0.0""";"113°2'0.0""";99,99;1
1324;"53°43'0.0""";"115°12'0.0""";100,34;1
1325;"69°42'0.0""";"134°28'0.0""";100,43;1
1326;"50°36'0.0""";"113°53'0.0""";99,67;2
1327;"47°28'0.0""";"138°11'36.0""";100,27;1
1328;"51°26'0.0""";"113°27'0.0""";99,82;1
1329;"52°20'40.0""";"114°19'0.0""";99,98;1
1330;"64°39'0.0""";"146°29'0.0""";100,46;1
1331;"60°46'0.0""";"149°31'0.0""";99,55;2
1332;"54°49'25.0""";"117°45'0.0""";99,97;1
1333;"52°21'0.0""";"112°57'0.0""";99,61;2
1334;"52°51'0.0""";"117°21'0.0""";99,4;3
1335;"52°41'30.0""";"118°23'35.0""";100,29;1
1336;"50°18'0.0""";"108°37'0.0""";100,3;1
1337;"52°3'20.0""";"114°20'50.0""";100,16;1
1338;"47°40'0.0""";"107°39'40.0""";99,32;3
1339;"66°9'0.0""";"129°13'0.0""";99,54;2
1340;"44°29'15.0""";"136°7'10.0""";99,73;2
1341;"47°16'50.0""";"137°3'20.0""";99,96;1
1342;"46°35'14.0""";"133°57'25.0""";100,27;1
1343;"43°7'0.0""";"134°20'10.0""";100,68;2
1344;"50°10'0.0""";"112°25'0.0""";100,55;2
1345;"67°53'0.0""";"-178°35'0.0""";100,04;1
1346;"50°33'0.0""";"111°12'0.0""";99,76;1
1347;"61°26'0.0""";"153°22'0.0""";100,26;1
1348;"53°30'25.0""";"116°45'20.0""";100,79;3
1349;"47°40'0.0""";"112°7'0.0""";99,69;2
1350;"61°31'0.0""";"156°21'0.0""";99,48;3
1351;"65°59'0.0""";"170°14'0.0""";100,36;1
1352;"47°57'0.0""";"114°20'0.0""";99,52;2
1353;"51°23'0.0""";"109°27'0.0""";99,41;3
1354;"50°3'0.0""";"109°42'0.0""";99,84;1
1355;"53°51'40.0""";"117°39'20.0""";99,67;2
1356;"44°29'15.0""";"136°7'10.0""";99,81;1
1357;"52°31'0.0""";"109°42'40.0""";99,46;3
1358;"54°19'40.0""";"119°59'0.0""";99,6;2
1359;"52°45'52.0""";"116°45'50.0""";100,18;1
1360;"51°22'0.0""";"108°21'45.0""";100,27;1
1361;"43°56'20.0""";"135°30'25.0""";99,92;1
1362;"47°49'13.0""";"138°8'10.0""";99,54;2
1363;"47°12'35.0""";"137°33'10.0""";100,05;1
1364;"50°18'0.0""";"103°25'0.0""";100,81;3
1365;"49°47'0.0""";"106°59'0.0""";99,62;2
1366;"49°5'0.0""";"131°17'0.0""";99,89;1
1367;"50°33'0.0""";"111°11'0.0""";99,58;2
1368;"64°51'0.0""";"-175°6'0.0""";100,22;1
1369;"45°11'0.0""";"135°6'35.0""";99,93;1
1370;"51°24'0.0""";"113°28'0.0""";99,96;1
1371;"52°51'0.0""";"140°58'0.0""";99,64;2
1372;"63°15'0.0""";"152°11'0.0""";99,63;2
1373;"53°51'40.0""";"117°39'20.0""";99,83;1
1374;"53°27'0.0""";"116°49'0.0""";99,48;3
1375;"53°40'0.0""";"113°16'30.0""";100,13;1
1376;"68°5'0.0""";"136°34'0.0""";99,53;2
1377;"43°52'10.0""";"135°27'0.0""";100,21;1
1378;"70°8'0.0""";"134°49'0.0""";100,12;1
1379;"46°25'55.0""";"135°49'25.0""";100,14;1
1380;"52°23'55.0""";"109°30'20.0""";100,48;1
1381;"49°41'0.0""";"109°46'0.0""";99,69;2
1382;"54°2'0.0""";"135°8'0.0""";99,84;1
1383;"48°7'0.0""";"114°30'0.0""";99,53;2
1384;"62°24'0.0""";"149°16'0.0""";100,43;1
1385;"45°7'10.0""";"136°45'50.0""";100,61;2
1386;"46°50'10.0""";"136°55'5.0""";100,08;1
1387;"51°30'0.0""";"113°15'0.0""";99,88;1
1388;"53°54'20.0""";"115°30'0.0""";99,6;2
1389;"67°48'0.0""";"-178°52'0.0""";99,85;1
1390;"50°56'0.0""";"113°18'0.0""";100,25;1
1391;"69°53'0.0""";"133°45'0.0""";100,6;2
1392;"43°37'20.0""";"135°11'35.0""";99,56;2
1393;"49°54'0.0""";"112°55'0.0""";100,01;1
1394;"45°15'0.0""";"133°50'0.0""";99,77;1
1395;"51°24'0.0""";"109°27'0.0""";100,53;2
1396;"55°51'0.0""";"118°58'0.0""";100,59;2
1397;"53°29'50.0""";"116°32'15.0""";99,59;2
1398;"51°27'0.0""";"108°20'0.0""";99,44;3
1399;"51°30'0.0""";"113°17'0.0""";99,6;2
1400;"51°20'0.0""";"109°30'0.0""";100,07;1
1401;"49°49'0.0""";"110°51'0.0""";99,92;1
1402;"50°56'0.0""";"113°18'0.0""";100,31;1
1403;"53°36'50.0""";"114°29'0.0""";100,29;1
1404;"49°27'0.0""";"108°51'0.0""";100,07;1
1405;"53°56'15.0""";"116°15'40.0""";100,17;1
1406;"48°5'0.0""";"107°42'0.0""";100,42;1
1407;"52°2'0.0""";"114°23'30.0""";100,28;1
1408;"50°17'10.0""";"107°21'40.0""";99,87;1
1409;"63°17'0.0""";"175°24'0.0""";99,96;1
1410;"67°40'0.0""";"177°54'12.0""";100,11;1
1411;"46°50'0.0""";"105°55'0.0""";99,82;1
1412;"43°38'30.0""";"135°15'0.0""";100,52;2
1413;"53°43'30.0""";"115°12'40.0""";100,01;1
1414;"51°22'0.0""";"109°30'0.0""";99,48;3
1415;"44°11'0.0""";"135°21'0.0""";99,54;2
1416;"52°5'0.0""";"134°52'0.0""";99,65;2
1417;"50°56'0.0""";"113°19'0.0""";99,85;1
1418;"50°10'0.0""";"112°25'0.0""";99,89;1
1419;"51°16'0.0""";"113°39'0.0""";100,4;1
1420;"46°50'0.0""";"105°59'0.0""";99,97;1
1421;"52°38'0.0""";"115°45'20.0""";99,52;2
1422;"53°14'48.0""";"116°22'50.0""";99,84;1
1423;"65°42'0.0""";"-170°55'0.0""";99,79;1
1424;"63°25'0.0""";"148°59'0.0""";100,18;1
1425;"59°54'0.0""";"144°1'0.0""";100,34;1
1426;"49°35'0.0""";"139°5'0.0""";99,33;3
1427;"52°9'0.0""";"112°39'0.0""";100,57;2
1428;"51°42'0.0""";"111°12'0.0""";100,04;1
1429;"68°1'0.0""";"136°30'0.0""";100,07;1
1430;"63°16'30.0""";"174°42'0.0""";100,03;1
1431;"60°27'0.0""";"150°32'0.0""";99,96;1
1432;"45°54'50.0""";"135°32'5.0""";100,03;1
1433;"69°22'0.0""";"148°12'0.0""";99,71;2
1434;"50°13'37.0""";"143°1'37.0""";99,96;1
1435;"50°13'0.0""";"112°51'0.0""";99,81;1
1436;"51°0'0.0""";"112°32'0.0""";99,55;2
1437;"53°43'30.0""";"115°10'0.0""";99,58;2
1438;"69°37'0.0""";"171°20'0.0""";99,54;2
1439;"55°55'20.0""";"118°42'30.0""";100,51;2
1440;"50°12'0.0""";"107°27'0.0""";99,49;3
1441;"69°7'0.0""";"178°28'0.0""";99,93;1
1442;"62°16'30.0""";"174°6'0.0""";99,93;1
1443;"49°56'0.0""";"111°16'0.0""";99,81;1
1444;"61°27'0.0""";"155°20'0.0""";100,59;2
1445;"43°16'40.0""";"133°4'10.0""";100,52;2
1446;"50°16'20.0""";"103°28'20.0""";99,95;1
1447;"44°50'50.0""";"135°4'10.0""";100,23;1
1448;"65°29'48.0""";"178°52'0.0""";99,17;3
1449;"45°5'10.0""";"136°44'0.0""";100,43;1
1450;"66°7'0.0""";"139°33'0.0""";99,91;1
1451;"47°38'0.0""";"138°11'0.0""";100,29;1
1452;"43°38'0.0""";"135°13'25.0""";100,61;2
1453;"68°3'0.0""";"136°33'0.0""";99,52;2
1454;"49°30'0.0""";"113°13'0.0""";99,63;2
1455;"53°32'0.0""";"125°35'0.0""";99,5;2
1456;"51°5'0.0""";"134°24'0.0""";99,47;3
1457;"53°29'50.0""";"116°32'15.0""";100,54;2
1458;"68°1'0.0""";"137°18'0.0""";99,87;1
1459;"60°59'0.0""";"150°3'0.0""";100,07;1
1460;"69°56'0.0""";"170°50'0.0""";100,24;1
1461;"59°7'0.0""";"152°55'0.0""";99,64;2
1462;"52°59'20.0""";"116°58'0.0""";99,48;3
1463;"53°56'10.0""";"115°36'40.0""";99,94;1
1464;"52°16'15.0""";"117°44'20.0""";99,48;3
1465;"62°12'0.0""";"154°45'0.0""";100,09;1
1466;"51°38'0.0""";"113°55'0.0""";99,61;2
1467;"49°42'0.0""";"109°46'0.0""";100,04;1
1468;"50°44'0.0""";"113°36'0.0""";99,98;1
1469;"54°30'25.0""";"116°53'0.0""";99,64;2
1470;"50°34'0.0""";"139°50'0.0""";99,74;2
1471;"45°37'0.0""";"134°49'0.0""";99,67;2
1472;"66°25'0.0""";"138°33'0.0""";100,04;1
1473;"53°39'0.0""";"119°9'0.0""";100,18;1
1474;"67°56'0.0""";"178°6'0.0""";100,31;1
1475;"68°2'0.0""";"137°10'0.0""";99,5;2
1476;"50°55'0.0""";"112°54'0.0""";100,55;2
1477;"53°42'20.0""";"115°5'0.0""";100,07;1
1478;"50°24'0.0""";"112°38'0.0""";99,55;2
1479;"53°34'10.0""";"113°20'0.0""";99,68;2
1480;"45°12'40.0""";"134°24'0.0""";99,68;2
1481;"43°47'5.0""";"135°26'5.0""";99,78;1
1482;"68°57'0.0""";"136°34'0.0""";100,87;3
1483;"45°59'15.0""";"135°53'30.0""";99,64;2
1484;"51°19'0.0""";"109°21'0.0""";99,83;1
1485;"66°31'0.0""";"-179°1'0.0""";99,96;1
1486;"69°22'0.0""";"176°58'0.0""";99,98;1
1487;"51°23'0.0""";"109°27'0.0""";99,62;2
1488;"67°59'12.0""";"177°23'0.0""";99,76;1
1489;"51°9'0.0""";"112°55'0.0""";100,46;1
1490;"51°27'0.0""";"108°20'0.0""";99,65;2
1491;"47°20'0.0""";"104°40'0.0""";100,64;2
1492;"53°44'20.0""";"115°10'30.0""";100,35;1
1493;"64°10'0.0""";"156°35'0.0""";100,47;1
1494;"60°41'0.0""";"149°46'0.0""";99,78;1
1495;"69°10'0.0""";"164°20'0.0""";100,26;1
1496;"69°42'0.0""";"164°2'0.0""";99,94;1
1497;"70°48'0.0""";"160°40'0.0""";99,97;1
1498;"48°5'0.0""";"107°42'0.0""";100,49;1
1499;"54°12'10.0""";"119°25'0.0""";99,61;2
1500;"47°14'0.0""";"138°45'0.0""";100,53;2
1501;"43°48'35.0""";"135°27'35.0""";99,67;2
1502;"52°19'0.0""";"112°58'0.0""";100,08;1
1503;"53°47'20.0""";"115°26'30.0""";99,61;2
1504;"56°21'30.0""";"118°17'10.0""";99,73;2
1505;"51°30'0.0""";"113°23'0.0""";100,16;1
1506;"45°55'30.0""";"135°54'30.0""";99,45;3
1507;"63°55'0.0""";"150°2'0.0""";99,98;1
1508;"62°5'0.0""";"149°13'0.0""";99,71;2
1509;"65°48'0.0""";"-177°48'0.0""";99,61;2
1510;"63°24'0.0""";"153°33'0.0""";99,95;1
1511;"69°22'0.0""";"149°30'0.0""";99,7;2
1512;"52°9'20.0""";"116°15'0.0""";100,3;1
1513;"45°53'35.0""";"135°21'0.0""";100,15;1
1514;"44°29'20.0""";"133°14'10.0""";100,42;1
1515;"51°29'30.0""";"110°10'0.0""";99,74;2
1516;"47°20'0.0""";"106°55'0.0""";99,65;2
1517;"47°9'20.0""";"134°44'15.0""";99,85;1
1518;"61°49'0.0""";"146°40'0.0""";100,03;1
1519;"43°37'15.0""";"135°11'22.0""";99,99;1
1520;"44°29'5.0""";"136°7'20.0""";99,68;2
1521;"52°31'0.0""";"134°9'0.0""";99,84;1
1522;"45°58'30.0""";"114°20'0.0""";100,41;1
1523;"68°10'0.0""";"-178°20'0.0""";100,55;2
1524;"67°51'0.0""";"-178°52'0.0""";100,14;1
1525;"69°54'0.0""";"133°44'0.0""";100,03;1
1526;"49°37'0.0""";"112°22'0.0""";99,82;1
1527;"50°24'0.0""";"112°34'0.0""";99,64;2
1528;"53°29'30.0""";"118°52'10.0""";99,65;2
1529;"55°32'0.0""";"119°8'0.0""";99,95;1
1530;"47°38'0.0""";"138°11'0.0""";99,7;2
1531;"53°6'30.0""";"119°12'20.0""";99,93;1
1532;"56°4'30.0""";"118°46'30.0""";99,98;1
1533;"65°39'0.0""";"-176°26'0.0""";100,25;1
1534;"53°11'0.0""";"114°31'50.0""";99,44;3
1535;"66°19'0.0""";"137°57'0.0""";99,56;2
1536;"50°24'0.0""";"110°44'0.0""";100,15;1
1537;"68°25'0.0""";"-179°49'0.0""";100,32;1
1538;"52°21'0.0""";"134°13'0.0""";100,14;1
1539;"46°49'45.0""";"136°59'25.0""";99,52;2
1540;"67°20'30.0""";"177°41'36.0""";99,75;1
1541;"66°18'0.0""";"177°59'0.0""";99,77;1
1542;"55°23'20.0""";"118°46'40.0""";99,98;1
1543;"53°15'40.0""";"111°57'0.0""";100,42;1
1544;"50°36'0.0""";"113°54'0.0""";99,97;1
1545;"63°0'50.0""";"163°57'30.0""";99,68;2
1546;"61°39'0.0""";"154°36'0.0""";100,1;1
1547;"46°17'40.0""";"135°54'25.0""";99,75;1
1548;"63°15'0.0""";"152°12'0.0""";99,45;3
1549;"66°25'0.0""";"-178°55'0.0""";99,68;2
1550;"68°3'0.0""";"130°5'0.0""";99,6;2
1551;"66°53'0.0""";"176°48'0.0""";100,57;2
1552;"66°19'0.0""";"-172°25'0.0""";100,45;1
1553;"66°39'0.0""";"-178°37'0.0""";99,43;3
1554;"51°29'30.0""";"110°13'30.0""";99,23;3
1555;"45°43'30.0""";"135°5'0.0""";100,16;1
1556;"65°46'0.0""";"-179°58'0.0""";99,75;1
1557;"53°43'0.0""";"115°10'0.0""";99,67;2
1558;"43°7'30.0""";"134°20'10.0""";99,47;3
1559;"64°51'0.0""";"-175°6'0.0""";99,85;1
1560;"48°57'0.0""";"105°40'40.0""";99,97;1
1561;"69°52'0.0""";"134°16'0.0""";100,33;1
1562;"44°27'50.0""";"136°4'30.0""";100,5;2
1563;"62°25'0.0""";"149°14'0.0""";99,84;1
1564;"69°28'0.0""";"145°25'0.0""";100,07;1
1565;"51°9'0.0""";"112°57'0.0""";100,33;1
1566;"52°24'10.0""";"109°34'0.0""";100,58;2
1567;"64°15'0.0""";"143°30'0.0""";99,24;3
1568;"50°19'0.0""";"112°7'0.0""";100,46;1
1569;"66°53'0.0""";"175°28'0.0""";99,61;2
1570;"53°41'30.0""";"115°16'30.0""";100,3;1
1571;"46°53'0.0""";"105°59'0.0""";100,07;1
1572;"54°57'30.0""";"117°40'50.0""";100,12;1
1573;"53°49'30.0""";"119°52'0.0""";100,06;1
1574;"52°21'0.0""";"114°55'0.0""";99,8;1
1575;"53°27'20.0""";"116°32'40.0""";99,71;2
1576;"51°36'0.0""";"134°52'0.0""";100,13;1
1577;"52°53'10.0""";"114°4'0.0""";100,25;1
1578;"44°29'40.0""";"136°8'30.0""";99,9;1
1579;"50°2'0.0""";"112°35'0.0""";99,41;3
1580;"49°33'0.0""";"112°37'0.0""";100,54;2
1581;"60°38'0.0""";"149°32'0.0""";99,89;1
1582;"49°50'0.0""";"110°2'0.0""";99,8;1
1583;"53°2'20.0""";"119°3'40.0""";99,88;1
1584;"50°43'0.0""";"136°14'0.0""";100,19;1
1585;"47°15'0.0""";"138°41'0.0""";99,73;2
1586;"45°38'0.0""";"135°20'0.0""";99,73;2
1587;"49°13'0.0""";"104°45'0.0""";100,05;1
1588;"50°59'0.0""";"112°54'0.0""";99,55;2
1589;"51°48'0.0""";"135°37'0.0""";100,34;1
1590;"49°36'0.0""";"108°25'0.0""";99,68;2
1591;"45°52'30.0""";"115°45'0.0""";100,59;2
1592;"50°18'0.0""";"107°20'0.0""";99,85;1
1593;"67°59'0.0""";"177°31'0.0""";100,4;1
1594;"52°26'0.0""";"134°3'0.0""";99,93;1
1595;"50°0'0.0""";"112°32'0.0""";99,48;3
1596;"54°52'0.0""";"157°28'0.0""";100,01;1
1597;"66°14'0.0""";"-171°20'0.0""";99,77;1
1598;"50°15'0.0""";"138°32'0.0""";100,1;1
1599;"55°16'30.0""";"118°24'30.0""";100,11;1
1600;"51°19'0.0""";"109°26'0.0""";99,85;1
1601;"45°54'0.0""";"107°58'30.0""";99,54;2
1602;"45°40'0.0""";"135°9'30.0""";99,39;3
1603;"51°19'0.0""";"109°26'0.0""";99,96;1
1604;"53°15'40.0""";"111°56'0.0""";99,57;2
1605;"46°27'10.0""";"138°11'0.0""";99,71;2
1606;"64°55'0.0""";"141°30'0.0""";100,08;1
1607;"69°7'0.0""";"178°16'0.0""";100,59;2
1608;"45°17'20.0""";"134°38'25.0""";100,58;2
1609;"53°43'10.0""";"115°12'0.0""";99,54;2
1610;"66°35'0.0""";"-178°55'0.0""";99,65;2
1611;"67°19'0.0""";"-179°28'0.0""";100,67;2
1612;"53°41'10.0""";"115°5'20.0""";99,83;1
1613;"52°28'35.0""";"109°37'30.0""";99,65;2
1614;"51°11'0.0""";"113°20'0.0""";99,42;3
1615;"50°45'0.0""";"105°17'20.0""";99,92;1
1616;"69°13'0.0""";"139°54'0.0""";99,77;1
1617;"49°22'0.0""";"107°47'30.0""";99,79;1
1618;"59°50'0.0""";"143°59'0.0""";99,71;2
1619;"53°45'40.0""";"115°18'30.0""";99,84;1
1620;"50°17'15.0""";"107°20'0.0""";99,82;1
1621;"53°7'10.0""";"119°5'20.0""";99,73;2
1622;"72°53'0.0""";"143°39'0.0""";99,42;3
1623;"50°36'0.0""";"100°16'30.0""";100,2;1
1624;"64°24'0.0""";"141°15'0.0""";100,42;1
1625;"66°18'0.0""";"137°48'0.0""";99,61;2
1626;"53°43'50.0""";"115°10'30.0""";99,74;2
1627;"63°55'53.0""";"166°0'30.0""";100,3;1
1628;"43°42'0.0""";"135°15'5.0""";99,62;2
1629;"55°20'0.0""";"118°51'40.0""";99,53;2
1630;"48°37'30.0""";"108°1'30.0""";99,62;2
1631;"44°29'15.0""";"136°7'10.0""";100,02;1
1632;"60°28'0.0""";"143°36'0.0""";100,43;1
1633;"67°25'0.0""";"135°21'0.0""";100,31;1
1634;"54°11'10.0""";"117°47'30.0""";99,94;1
1635;"52°20'40.0""";"114°19'0.0""";100,13;1
1636;"65°36'0.0""";"-170°37'0.0""";99,01;3
1637;"66°31'0.0""";"-179°1'0.0""";99,91;1
1638;"43°40'50.0""";"135°10'50.0""";99,67;2
1639;"56°20'0.0""";"118°15'40.0""";99,95;1
1640;"63°52'45.0""";"167°43'15.0""";99,98;1
1641;"60°23'0.0""";"144°55'0.0""";100,28;1
1642;"69°27'0.0""";"145°30'0.0""";99,61;2
1643;"66°29'0.0""";"-172°23'0.0""";99,77;1
1644;"47°40'0.0""";"112°7'0.0""";100,25;1
1645;"67°58'0.0""";"178°2'0.0""";100,69;2
1646;"47°21'18.0""";"138°27'12.0""";99,52;2
1647;"51°42'0.0""";"110°39'50.0""";99,54;2
1648;"49°45'0.0""";"112°37'0.0""";100,47;1
