;Latitude;Longitude;QAPF
2552;"57ø22'0.0""";"139ø7'0.0""";monzo granite
2553;"50ø11'0.0""";"112ø7'0.0""";monzo granite
2554;"51ø7'0.0""";"135ø47'0.0""";monzo granite
2555;"67ø4'0.0""";"158ø32'0.0""";monzo granite
2556;"47ø29'40.0""";"138ø53'4.0""";monzo granite
2557;"52ø28'10.0""";"114ø30'30.0""";monzo granite
2558;"53ø32'25.0""";"119ø1'0.0""";monzo granite
2559;"52ø48'0.0""";"116ø39'30.0""";monzo granite
2560;"52ø19'0.0""";"114ø44'40.0""";monzo granite
2561;"62ø23'0.0""";"150ø3'0.0""";monzo granite
2562;"44ø18'25.0""";"135ø28'0.0""";monzo granite
2563;"44ø21'0.0""";"135ø10'0.0""";monzo granite
2564;"43ø6'53.0""";"133ø25'10.0""";monzo granite
2565;"53ø58'0.0""";"140ø10'0.0""";monzo granite
2566;"46ø54'0.0""";"105ø51'0.0""";monzo granite
2567;"64ø17'40.0""";"163ø40'30.0""";monzo granite
2568;"46ø8'25.0""";"136ø3'0.0""";monzo granite
2569;"50ø10'0.0""";"136ø21'0.0""";monzo granite
2570;"50ø57'0.0""";"110ø17'0.0""";monzo granite
2571;"51ø47'0.0""";"135ø37'0.0""";monzo granite
2572;"47ø27'0.0""";"138ø43'0.0""";monzo granite
2573;"66ø8'0.0""";"129ø18'0.0""";monzo granite
2574;"55ø23'0.0""";"135ø14'0.0""";monzo granite
2575;"49ø25'0.0""";"107ø50'0.0""";monzo granite
2576;"55ø11'55.0""";"118ø58'30.0""";monzo granite
2577;"55ø45'40.0""";"117ø50'5.0""";monzo granite
2578;"44ø29'15.0""";"136ø7'10.0""";monzo granite
2579;"53ø32'30.0""";"119ø25'50.0""";monzo granite
2580;"46ø15'45.0""";"137ø36'40.0""";monzo granite
2581;"49ø57'0.0""";"112ø37'0.0""";monzo granite
2582;"53ø44'30.0""";"115ø19'10.0""";quartz monzonite
2583;"60ø37'0.0""";"143ø9'0.0""";monzo granite
2584;"64ø50'25.0""";"168ø30'40.0""";granodiorite
2585;"53ø8'35.0""";"116ø55'0.0""";granodiorite
2586;"49ø39'0.0""";"110ø28'0.0""";monzo granite
2587;"52ø42'43.0""";"116ø48'50.0""";monzo granite
2588;"45ø51'30.0""";"107ø45'30.0""";monzo granite
2589;"67ø40'0.0""";"160ø0'0.0""";monzo granite
2590;"62ø12'0.0""";"158ø20'0.0""";monzo granite
2591;"52ø49'45.0""";"114ø31'50.0""";monzo granite
2592;"67ø28'0.0""";"178ø37'0.0""";monzo granite
2593;"54ø50'40.0""";"117ø22'0.0""";monzo granite
2594;"64ø56'0.0""";"140ø22'0.0""";monzo granite
2595;"46ø32'50.0""";"135ø53'0.0""";monzo granite
2596;"63ø16'0.0""";"159ø14'0.0""";monzo granite
2597;"52ø38'20.0""";"114ø2'10.0""";monzo granite
2598;"63ø19'0.0""";"148ø10'0.0""";monzo granite
2599;"50ø18'0.0""";"108ø34'0.0""";monzo granite
2600;"50ø23'0.0""";"110ø4'0.0""";monzo granite
2601;"50ø59'0.0""";"113ø24'0.0""";monzo granite
2602;"46ø18'50.0""";"135ø30'0.0""";monzo granite
2603;"55ø23'0.0""";"135ø14'0.0""";monzo granite
2604;"53ø5'30.0""";"119ø11'30.0""";monzo granite
2605;"50ø1'0.0""";"111ø44'0.0""";monzo granite
2606;"53ø33'50.0""";"118ø56'0.0""";granodiorite
2607;"43ø55'0.0""";"135ø28'0.0""";monzo granite
2608;"47ø2'45.0""";"137ø45'5.0""";monzo granite
2609;"67ø57'0.0""";"179ø27'0.0""WW";monzo granite
2610;"70ø36'0.0""";"162ø28'0.0""";monzo granite
2611;"53ø41'10.0""";"115ø5'20.0""";monzo granite
2612;"43ø38'25.0""";"135ø13'30.0""";monzo granite
2613;"66ø10'0.0""";"129ø28'0.0""";monzo granite
2614;"65ø33'0.0""";"171ø38'0.0""WW";monzo granite
2615;"54ø4'0.0""";"136ø57'0.0""";monzo granite
2616;"60ø43'0.0""";"149ø25'0.0""";monzo granite
2617;"68ø18'0.0""";"178ø12'0.0""WW";monzo granite
2618;"69ø27'0.0""";"163ø36'0.0""";monzo granite
2619;"69ø22'0.0""";"162ø41'0.0""";monzo granite
2620;"66ø4'0.0""";"172ø21'0.0""WW";monzo granite
2621;"68ø50'0.0""";"137ø50'0.0""";monzo granite
2622;"51ø55'0.0""";"111ø52'0.0""";quartz monzonite
2623;"52ø40'20.0""";"116ø55'30.0""";monzo granite
2624;"66ø9'0.0""";"129ø18'0.0""";granodiorite
2625;"52ø44'40.0""";"116ø46'0.0""";monzo granite
2626;"66ø10'0.0""";"129ø23'0.0""";monzo granite
2627;"53ø32'10.0""";"118ø58'0.0""";monzo granite
2628;"66ø9'0.0""";"129ø22'0.0""";monzo granite
2629;"46ø32'0.0""";"108ø50'0.0""";monzo granite
2630;"55ø18'30.0""";"119ø17'5.0""";quartz monzonite
2631;"62ø37'0.0""";"150ø50'0.0""";monzo granite
2632;"60ø29'0.0""";"151ø18'0.0""";granodiorite
2633;"69ø58'0.0""";"140ø42'0.0""";monzo granite
2634;"51ø56'0.0""";"111ø53'0.0""";monzo granite
2635;"51ø19'0.0""";"109ø21'0.0""";monzo granite
2636;"52ø19'0.0""";"139ø12'0.0""";monzo granite
2637;"53ø56'40.0""";"115ø38'0.0""";monzo granite
2638;"65ø27'0.0""";"142ø20'0.0""";monzo granite
2639;"53ø1'0.0""";"116ø32'25.0""";monzo granite
2640;"66ø28'0.0""";"179ø20'0.0""WW";monzo granite
2641;"52ø22'5.0""";"117ø57'50.0""";monzo granite
2642;"43ø39'30.0""";"135ø13'20.0""";monzo granite
2643;"64ø27'0.0""";"143ø8'0.0""";monzo granite
2644;"43ø48'35.0""";"135ø27'40.0""";monzo granite
2645;"68ø11'0.0""";"178ø20'0.0""WW";monzo granite
2646;"49ø21'0.0""";"138ø59'0.0""";monzo granite
2647;"51ø12'0.0""";"108ø38'0.0""";monzo granite
2648;"62ø18'0.0""";"159ø13'0.0""";monzo granite
2649;"53ø58'0.0""";"119ø53'20.0""";monzo granite
2650;"66ø13'0.0""";"129ø27'0.0""";granodiorite
2651;"43ø34'0.0""";"133ø56'0.0""";monzo granite
2652;"49ø35'0.0""";"112ø40'0.0""";monzo granite
2653;"62ø21'0.0""";"140ø23'0.0""";monzo granite
2654;"72ø44'0.0""";"140ø45'0.0""";monzo granite
2655;"62ø16'0.0""";"174ø9'0.0""";granodiorite
2656;"54ø20'30.0""";"116ø59'0.0""";monzo granite
2657;"43ø16'30.0""";"133ø3'50.0""";monzo granite
2658;"63ø18'0.0""";"151ø4'0.0""";monzo granite
2659;"51ø19'0.0""";"109ø21'0.0""";monzo granite
2660;"49ø30'0.0""";"111ø22'0.0""";monzo granite
2661;"52ø6'0.0""";"112ø6'0.0""";granodiorite
2662;"51ø13'0.0""";"113ø16'0.0""";monzo granite
2663;"48ø44'0.0""";"138ø29'0.0""";monzo granite
2664;"65ø8'0.0""";"134ø58'0.0""";monzo granite
2665;"67ø30'12.0""";"176ø39'48.0""";monzo granite
2666;"52ø29'20.0""";"117ø30'30.0""";granodiorite
2667;"50ø35'0.0""";"103ø52'40.0""";monzo granite
2668;"53ø43'40.0""";"115ø17'30.0""";quartz monzonite
2669;"54ø12'50.0""";"117ø55'50.0""";monzo granite
2670;"43ø52'0.0""";"135ø8'0.0""";monzo granite
2671;"54ø5'30.0""";"117ø52'10.0""";monzo granite
2672;"43ø48'35.0""";"135ø24'40.0""";monzo granite
2673;"49ø29'0.0""";"108ø45'0.0""";monzo granite
2674;"52ø14'40.0""";"117ø39'45.0""";monzo granite
2675;"64ø4'0.0""";"168ø3'0.0""";granodiorite
2676;"52ø35'0.0""";"134ø5'0.0""";granodiorite
2677;"50ø3'10.0""";"143ø4'48.0""";monzo granite
2678;"47ø46'30.0""";"138ø9'35.0""";monzo granite
2679;"44ø36'45.0""";"135ø11'0.0""";monzo granite
2680;"69ø42'0.0""";"141ø41'0.0""";monzo granite
2681;"63ø8'0.0""";"155ø8'0.0""";monzo granite
2682;"73ø25'0.0""";"139ø45'0.0""";monzo granite
2683;"52ø46'35.0""";"114ø35'20.0""";quartz monzonite
2684;"60ø32'0.0""";"150ø1'0.0""";monzo granite
2685;"46ø18'45.0""";"135ø34'25.0""";monzo granite
2686;"52ø8'40.0""";"114ø10'30.0""";monzo granite
2687;"53ø34'40.0""";"118ø59'0.0""";granodiorite
2688;"58ø10'0.0""";"138ø16'0.0""";monzo granite
2689;"64ø16'40.0""";"164ø4'0.0""";monzo granite
2690;"62ø37'0.0""";"140ø46'0.0""";monzo granite
2691;"47ø12'5.0""";"137ø27'0.0""";monzo granite
2692;"61ø31'0.0""";"153ø32'0.0""";monzo granite
2693;"43ø38'30.0""";"135ø13'20.0""";granodiorite
2694;"72ø6'0.0""";"141ø6'0.0""";monzo granite
2695;"69ø24'0.0""";"145ø28'0.0""";monzo granite
2696;"67ø39'12.0""";"177ø23'0.0""";monzo granite
2697;"68ø40'0.0""";"150ø25'0.0""";granodiorite
2698;"69ø35'0.0""";"150ø15'0.0""";monzo granite
2699;"50ø13'27.0""";"143ø1'15.0""";granodiorite
2700;"47ø13'45.0""";"137ø51'20.0""";monzo granite
2701;"53ø35'0.0""";"119ø11'0.0""";monzo granite
2702;"67ø53'48.0""";"176ø5'12.0""";monzo granite
2703;"73ø38'0.0""";"142ø12'0.0""";monzo granite
2704;"61ø45'0.0""";"150ø9'0.0""";granodiorite
2705;"52ø24'0.0""";"134ø19'0.0""";monzo granite
2706;"51ø36'0.0""";"112ø55'0.0""";monzo granite
2707;"50ø42'0.0""";"136ø14'0.0""";monzo granite
2708;"52ø49'30.0""";"114ø29'0.0""";monzo granite
2709;"50ø18'0.0""";"108ø34'0.0""";monzo granite
2710;"54ø0'20.0""";"119ø10'50.0""";monzo granite
2711;"58ø55'0.0""";"151ø54'0.0""";monzo granite
2712;"69ø55'0.0""";"170ø50'0.0""";monzo granite
2713;"68ø12'0.0""";"178ø22'0.0""WW";monzo granite
2714;"53ø36'0.0""";"119ø11'0.0""";monzo granite
2715;"50ø57'0.0""";"110ø53'0.0""";monzo granite
2716;"52ø36'30.0""";"115ø16'50.0""";monzo granite
2717;"49ø30'0.0""";"111ø4'0.0""";granodiorite
2718;"53ø0'40.0""";"115ø12'50.0""";monzo granite
2719;"62ø7'0.0""";"173ø49'0.0""";tonalite
2720;"54ø35'0.0""";"136ø48'0.0""";granodiorite
2721;"67ø40'0.0""";"138ø50'0.0""";monzo granite
2722;"65ø24'0.0""";"179ø51'0.0""WW";monzo granite
2723;"49ø14'0.0""";"109ø52'0.0""";monzo granite
2724;"60ø35'0.0""";"143ø8'0.0""";monzo granite
2725;"51ø58'0.0""";"111ø51'0.0""";quartz monzonite
2726;"63ø19'0.0""";"151ø16'0.0""";monzo granite
2727;"66ø8'0.0""";"129ø23'0.0""";monzo granite
2728;"54ø25'0.0""";"123ø16'0.0""";monzo granite
2729;"54ø0'10.0""";"119ø12'30.0""";monzo granite
2730;"66ø12'0.0""";"129ø28'0.0""";monzo granite
2731;"64ø51'0.0""";"161ø46'0.0""";monzo granite
2732;"44ø18'20.0""";"135ø27'40.0""";monzo granite
2733;"64ø56'0.0""";"141ø30'0.0""";monzo granite
2734;"50ø21'0.0""";"108ø13'0.0""";monzo granite
2735;"45ø7'50.0""";"136ø7'50.0""";monzo granite
2736;"60ø17'0.0""";"144ø31'0.0""";monzo granite
2737;"45ø13'0.0""";"134ø56'25.0""";monzo granite
2738;"53ø59'50.0""";"118ø38'0.0""";monzo granite
2739;"56ø20'30.0""";"118ø17'0.0""";monzo granite
2740;"52ø50'0.0""";"117ø20'30.0""";monzo granite
2741;"50ø1'0.0""";"112ø14'0.0""";monzo granite
2742;"54ø44'40.0""";"118ø1'5.0""";monzo granite
2743;"69ø37'0.0""";"110ø22'0.0""";monzo granite
2744;"50ø18'0.0""";"108ø33'0.0""";monzo granite
2745;"53ø39'20.0""";"117ø54'30.0""";monzo granite
2746;"52ø36'50.0""";"118ø31'20.0""";monzo granite
2747;"51ø39'0.0""";"113ø42'0.0""";granodiorite
2748;"51ø56'0.0""";"113ø0'0.0""";monzo granite
2749;"66ø11'0.0""";"173ø14'0.0""WW";monzo granite
2750;"54ø54'30.0""";"119ø42'35.0""";monzo granite
2751;"44ø27'50.0""";"135ø11'0.0""";monzo granite
2752;"53ø34'0.0""";"118ø58'40.0""";monzo granite
2753;"67ø28'12.0""";"177ø38'48.0""";monzo granite
2754;"69ø25'0.0""";"164ø30'0.0""";monzo granite
2755;"53ø33'0.0""";"119ø0'20.0""";monzo granite
2756;"51ø19'0.0""";"109ø21'0.0""";monzo granite
2757;"50ø2'30.0""";"143ø5'0.0""";granodiorite
2758;"66ø12'0.0""";"129ø23'0.0""";granodiorite
2759;"60ø13'0.0""";"144ø53'0.0""";monzo granite
2760;"52ø27'10.0""";"109ø33'40.0""";monzo granite
2761;"63ø20'0.0""";"144ø45'0.0""";monzo granite
2762;"65ø10'0.0""";"142ø7'0.0""";monzo granite
2763;"66ø23'0.0""";"174ø45'0.0""WW";monzo granite
2764;"52ø43'30.0""";"110ø59'20.0""";quartz monzonite
2765;"49ø56'0.0""";"108ø40'0.0""";monzo granite
2766;"51ø19'0.0""";"109ø21'0.0""";monzo granite
2767;"64ø24'0.0""";"143ø31'0.0""";monzo granite
2768;"61ø30'0.0""";"150ø1'0.0""";monzo granite
2769;"51ø8'0.0""";"112ø57'0.0""";monzo granite
2770;"51ø30'40.0""";"110ø13'0.0""";monzo granite
2771;"51ø23'0.0""";"113ø16'0.0""";monzo granite
2772;"43ø6'55.0""";"134ø20'10.0""";monzo granite
2773;"47ø29'12.0""";"138ø12'6.0""";monzo granite
2774;"65ø2'0.0""";"141ø46'0.0""";monzo granite
2775;"63ø35'0.0""";"143ø34'0.0""";monzo granite
2776;"55ø3'0.0""";"130ø45'0.0""";monzo granite
2777;"61ø18'0.0""";"149ø25'0.0""";monzo granite
2778;"51ø8'0.0""";"110ø37'0.0""";monzo granite
2779;"53ø28'40.0""";"118ø52'30.0""";monzo granite
2780;"60ø14'0.0""";"144ø31'0.0""";monzo granite
2781;"44ø37'50.0""";"134ø23'30.0""";monzo granite
2782;"67ø5'0.0""";"149ø35'0.0""";granodiorite
2783;"54ø6'30.0""";"117ø51'10.0""";monzo granite
2784;"52ø26'0.0""";"115ø42'15.0""";monzo granite
2785;"50ø13'0.0""";"112ø52'0.0""";monzo granite
2786;"71ø48'0.0""";"140ø54'0.0""";monzo granite
2787;"70ø1'0.0""";"111ø20'0.0""";monzo granite
2788;"66ø8'0.0""";"129ø14'0.0""";monzo granite
2789;"49ø33'0.0""";"109ø5'0.0""";monzo granite
2790;"62ø37'0.0""";"140ø47'0.0""";monzo granite
2791;"55ø48'50.0""";"118ø14'40.0""";monzo granite
2792;"52ø1'0.0""";"112ø40'0.0""";monzo granite
2793;"52ø51'0.0""";"117ø16'40.0""";monzo granite
2794;"66ø12'0.0""";"129ø20'0.0""";monzo granite
2795;"65ø24'0.0""";"174ø11'0.0""";granodiorite
2796;"53ø0'30.0""";"116ø2'50.0""";monzo granite
2797;"69ø26'0.0""";"149ø31'0.0""";monzo granite
2798;"49ø44'0.0""";"111ø7'0.0""";monzo granite
2799;"54ø39'0.0""";"133ø25'0.0""";granodiorite
2800;"66ø10'0.0""";"129ø20'0.0""";monzo granite
2801;"49ø56'0.0""";"108ø41'0.0""";monzo granite
2802;"49ø29'0.0""";"110ø48'0.0""";monzo granite
2803;"53ø43'10.0""";"115ø20'20.0""";quartz monzonite
2804;"43ø50'0.0""";"135ø28'35.0""";granodiorite
2805;"53ø27'10.0""";"118ø55'0.0""";monzo granite
2806;"53ø0'30.0""";"116ø2'50.0""";monzo granite
2807;"66ø2'0.0""";"163ø19'0.0""";monzo granite
2808;"49ø39'0.0""";"110ø27'0.0""";monzo granite
2809;"54ø6'5.0""";"116ø12'0.0""";monzo granite
2810;"43ø49'40.0""";"135ø28'20.0""";monzo granite
2811;"52ø16'0.0""";"115ø3'0.0""";monzo granite
2812;"63ø15'0.0""";"144ø17'0.0""";monzo granite
2813;"53ø50'50.0""";"115ø47'20.0""";monzo granite
2814;"52ø57'0.0""";"119ø36'0.0""";granodiorite
2815;"64ø54'0.0""";"141ø25'0.0""";monzo granite
2816;"54ø57'0.0""";"122ø42'0.0""";quartz monzonite
2817;"53ø23'5.0""";"116ø58'40.0""";quartz monzonite
2818;"46ø5'0.0""";"110ø7'0.0""";monzo granite
2819;"63ø50'0.0""";"142ø55'0.0""";monzo granite
2820;"46ø14'50.0""";"135ø41'0.0""";monzo granite
2821;"50ø56'0.0""";"113ø19'0.0""";monzo granite
2822;"55ø51'0.0""";"117ø42'0.0""";monzo granite
2823;"66ø13'0.0""";"129ø23'0.0""";granodiorite
2824;"69ø29'0.0""";"149ø35'0.0""";monzo granite
2825;"55ø5'5.0""";"117ø4'0.0""";monzo granite
2826;"53ø56'40.0""";"115ø39'30.0""";monzo granite
2827;"50ø21'0.0""";"112ø51'0.0""";monzo granite
2828;"51ø23'0.0""";"113ø27'0.0""";monzo granite
2829;"46ø22'58.0""";"136ø18'10.0""";monzo granite
2830;"47ø22'25.0""";"139ø0'30.0""";granodiorite
2831;"61ø10'0.0""";"144ø6'0.0""";monzo granite
2832;"52ø59'0.0""";"113ø14'0.0""";monzo granite
2833;"52ø16'20.0""";"117ø36'30.0""";monzo granite
2834;"51ø22'0.0""";"108ø34'40.0""";monzo granite
2835;"70ø37'0.0""";"162ø32'0.0""";monzo granite
2836;"69ø35'0.0""";"142ø30'0.0""";monzo granite
2837;"50ø57'0.0""";"110ø47'0.0""";monzo granite
2838;"54ø56'0.0""";"119ø48'0.0""";granodiorite
2839;"52ø29'20.0""";"111ø23'40.0""";monzo granite
2840;"47ø22'0.0""";"138ø26'36.0""";monzo granite
2841;"55ø12'20.0""";"118ø5'0.0""";monzo granite
2842;"50ø20'0.0""";"135ø29'0.0""";monzo granite
2843;"53ø45'40.0""";"115ø17'30.0""";quartz monzonite
2844;"54ø6'0.0""";"117ø57'50.0""";monzo granite
2845;"66ø8'0.0""";"129ø13'0.0""";monzo granite
2846;"49ø38'0.0""";"112ø19'0.0""";monzo granite
2847;"53ø28'10.0""";"118ø54'50.0""";granodiorite
2848;"43ø37'55.0""";"135ø12'40.0""";granodiorite
2849;"52ø33'30.0""";"118ø24'40.0""";monzo granite
2850;"46ø41'0.0""";"134ø19'5.0""";monzo granite
2851;"65ø3'0.0""";"174ø52'0.0""WW";monzo granite
2852;"45ø38'0.0""";"137ø24'10.0""";monzo granite
2853;"66ø2'0.0""";"141ø20'0.0""";monzo granite
2854;"51ø7'0.0""";"135ø47'0.0""";granodiorite
2855;"66ø38'0.0""";"177ø3'0.0""WW";monzo granite
2856;"67ø57'0.0""";"178ø31'0.0""WW";monzo granite
2857;"51ø28'0.0""";"110ø10'0.0""";monzo granite
2858;"68ø25'0.0""";"179ø50'0.0""WW";monzo granite
2859;"68ø16'0.0""";"178ø17'0.0""WW";monzo granite
2860;"51ø10'0.0""";"135ø47'0.0""";monzo granite
2861;"69ø36'0.0""";"145ø3'0.0""";monzo granite
2862;"46ø5'0.0""";"110ø7'0.0""";monzo granite
2863;"46ø54'0.0""";"105ø51'0.0""";monzo granite
2864;"64ø48'0.0""";"135ø15'0.0""";granodiorite
2865;"52ø26'40.0""";"109ø30'30.0""";quartz monzonite
2866;"69ø8'0.0""";"168ø35'0.0""";monzo granite
2867;"53ø30'50.0""";"118ø53'30.0""";granodiorite
2868;"60ø50'0.0""";"153ø13'0.0""";monzo granite
2869;"63ø19'0.0""";"148ø12'0.0""";monzo granite
2870;"44ø22'30.0""";"135ø41'0.0""";granodiorite
2871;"67ø41'18.0""";"177ø48'6.0""";granodiorite
2872;"47ø23'48.0""";"138ø3'6.0""";monzo granite
2873;"68ø13'0.0""";"178ø19'0.0""WW";monzo granite
2874;"66ø13'0.0""";"129ø29'0.0""";monzo granite
2875;"44ø36'0.0""";"135ø9'35.0""";monzo granite
2876;"53ø45'30.0""";"117ø37'30.0""";monzo granite
2877;"45ø34'40.0""";"137ø15'30.0""";granodiorite
2878;"52ø11'40.0""";"115ø38'0.0""";monzo granite
2879;"57ø38'0.0""";"139ø33'0.0""";granodiorite
2880;"44ø29'50.0""";"134ø23'10.0""";monzo granite
2881;"49ø28'0.0""";"110ø4'0.0""";quartz monzonite
2882;"63ø45'0.0""";"143ø30'0.0""";granodiorite
2883;"65ø45'0.0""";"135ø7'0.0""";monzo granite
2884;"52ø31'0.0""";"115ø19'0.0""";monzo granite
2885;"52ø51'0.0""";"117ø21'0.0""";monzo granite
2886;"51ø44'0.0""";"135ø36'0.0""";monzo granite
2887;"61ø4'0.0""";"144ø29'0.0""";granodiorite
2888;"55ø3'0.0""";"118ø28'15.0""";monzo granite
2889;"55ø6'20.0""";"118ø7'0.0""";monzo granite
2890;"54ø44'0.0""";"122ø30'0.0""";monzo granite
2891;"52ø43'0.0""";"110ø29'30.0""";quartz monzonite
2892;"67ø33'0.0""";"179ø15'0.0""";monzo granite
2893;"69ø28'0.0""";"149ø58'0.0""";granodiorite
2894;"66ø20'0.0""";"137ø50'0.0""";monzo granite
2895;"60ø13'0.0""";"144ø55'0.0""";monzo granite
2896;"46ø5'0.0""";"110ø7'0.0""";monzo granite
2897;"49ø46'0.0""";"109ø40'0.0""";monzo granite
2898;"50ø19'0.0""";"108ø38'0.0""";monzo granite
2899;"64ø20'0.0""";"143ø30'0.0""";monzo granite
2900;"48ø7'0.0""";"137ø40'30.0""";monzo granite
2901;"44ø28'0.0""";"135ø13'30.0""";monzo granite
2902;"69ø21'0.0""";"176ø50'0.0""";monzo granite
2903;"69ø37'0.0""";"141ø40'0.0""";monzo granite
2904;"66ø13'0.0""";"129ø28'0.0""";granodiorite
2905;"53ø30'5.0""";"157ø10'0.0""";monzo granite
2906;"50ø17'0.0""";"112ø35'0.0""";monzo granite
2907;"60ø50'0.0""";"153ø18'0.0""";monzo granite
2908;"67ø44'42.0""";"177ø50'24.0""";monzo granite
2909;"43ø48'35.0""";"135ø27'35.0""";monzo granite
2910;"44ø16'0.0""";"132ø47'0.0""";monzo granite
2911;"42ø44'0.0""";"109ø15'0.0""";granodiorite
2912;"48ø8'10.0""";"137ø38'40.0""";monzo granite
2913;"68ø3'0.0""";"136ø50'0.0""";monzo granite
2914;"65ø40'0.0""";"174ø21'0.0""WW";granodiorite
2915;"52ø26'25.0""";"115ø26'40.0""";monzo granite
2916;"44ø25'30.0""";"135ø48'20.0""";granodiorite
2917;"50ø20'0.0""";"135ø29'0.0""";monzo granite
2918;"66ø13'0.0""";"129ø15'0.0""";monzo granite
2919;"50ø3'5.0""";"143ø4'40.0""";granodiorite
2920;"61ø50'0.0""";"162ø12'0.0""";monzo granite
2921;"68ø1'0.0""";"136ø41'0.0""";monzo granite
2922;"52ø21'30.0""";"115ø23'20.0""";monzo granite
2923;"52ø23'15.0""";"114ø15'40.0""";quartz monzonite
2924;"46ø13'0.0""";"137ø30'0.0""";monzo granite
2925;"66ø8'0.0""";"129ø14'0.0""";granodiorite
2926;"66ø6'0.0""";"129ø16'0.0""";monzo granite
2927;"53ø51'0.0""";"125ø3'0.0""";monzo granite
2928;"54ø9'50.0""";"116ø17'10.0""";monzo granite
2929;"51ø15'0.0""";"113ø28'0.0""";monzo granite
2930;"66ø7'0.0""";"129ø13'0.0""";monzo granite
2931;"69ø25'0.0""";"145ø36'0.0""";monzo granite
2932;"47ø50'0.0""";"138ø21'30.0""";monzo granite
2933;"51ø30'0.0""";"110ø13'0.0""";monzo granite
2934;"66ø9'0.0""";"129ø18'0.0""";monzo granite
2935;"69ø35'0.0""";"150ø18'0.0""";monzo granite
2936;"47ø4'0.0""";"134ø26'10.0""";monzo granite
2937;"50ø3'0.0""";"143ø5'15.0""";monzo granite
2938;"52ø16'5.0""";"117ø35'10.0""";monzo granite
2939;"61ø25'0.0""";"150ø15'0.0""";granodiorite
2940;"53ø37'0.0""";"118ø31'0.0""";monzo granite
2941;"53ø57'30.0""";"119ø8'0.0""";monzo granite
2942;"68ø15'0.0""";"136ø12'0.0""";granodiorite
2943;"47ø15'0.0""";"138ø41'0.0""";monzo granite
2944;"52ø11'10.0""";"115ø34'20.0""";monzo granite
2945;"47ø27'0.0""";"138ø43'0.0""";monzo granite
2946;"52ø31'0.0""";"115ø41'15.0""";monzo granite
2947;"66ø24'0.0""";"172ø23'0.0""";monzo granite
2948;"63ø15'0.0""";"144ø17'0.0""";monzo granite
2949;"47ø46'40.0""";"134ø20'0.0""";monzo granite
2950;"63ø19'0.0""";"144ø33'0.0""";monzo granite
2951;"50ø43'0.0""";"136ø14'0.0""";monzo granite
2952;"50ø52'0.0""";"108ø27'0.0""";monzo granite
2953;"50ø9'0.0""";"119ø17'0.0""";monzo granite
2954;"53ø29'10.0""";"118ø52'20.0""";monzo granite
2955;"50ø12'0.0""";"108ø17'0.0""";quartz monzonite
2956;"54ø51'0.0""";"122ø33'0.0""";granodiorite
2957;"66ø13'0.0""";"134ø35'0.0""";granodiorite
2958;"69ø25'0.0""";"149ø25'0.0""";monzo granite
2959;"60ø59'0.0""";"148ø28'0.0""";granodiorite
2960;"50ø42'0.0""";"136ø13'0.0""";monzo granite
2961;"66ø10'0.0""";"129ø18'0.0""";monzo granite
2962;"50ø47'0.0""";"110ø22'0.0""";granodiorite
2963;"60ø28'0.0""";"148ø20'0.0""";monzo granite
2964;"67ø51'0.0""";"135ø6'0.0""";monzo granite
2965;"54ø41'0.0""";"119ø4'50.0""";monzo granite
2966;"69ø50'0.0""";"174ø38'0.0""";monzo granite
2967;"62ø37'0.0""";"140ø46'0.0""";monzo granite
2968;"60ø39'0.0""";"138ø28'0.0""";monzo granite
2969;"54ø11'10.0""";"116ø15'40.0""";monzo granite
2970;"47ø15'28.0""";"137ø47'55.0""";monzo granite
2971;"67ø18'0.0""";"156ø32'0.0""";monzo granite
2972;"67ø3'50.0""";"149ø26'0.0""";granodiorite
2973;"63ø45'0.0""";"143ø30'0.0""";granodiorite
2974;"46ø15'0.0""";"135ø50'50.0""";monzo granite
2975;"67ø56'30.0""";"179ø20'0.0""";monzo granite
2976;"50ø36'0.0""";"113ø53'0.0""";monzo granite
2977;"64ø1'30.0""";"163ø1'25.0""";monzo granite
2978;"53ø43'40.0""";"114ø58'0.0""";monzo granite
2979;"48ø3'45.0""";"108ø22'0.0""";monzo granite
2980;"49ø38'0.0""";"112ø7'0.0""";monzo granite
2981;"49ø32'0.0""";"110ø56'0.0""";monzo granite
2982;"62ø1'0.0""";"141ø2'0.0""";monzo granite
2983;"51ø1'0.0""";"112ø41'0.0""";monzo granite
2984;"52ø30'30.0""";"110ø24'30.0""";quartz monzonite
2985;"53ø35'0.0""";"119ø13'0.0""";monzo granite
2986;"50ø34'0.0""";"112ø20'0.0""";monzo granite
2987;"68ø3'0.0""";"178ø7'0.0""WW";monzo granite
2988;"68ø42'0.0""";"169ø21'0.0""";monzo granite
2989;"49ø27'0.0""";"137ø58'0.0""";monzo granite
2990;"61ø25'0.0""";"150ø16'0.0""";monzo granite
2991;"64ø11'0.0""";"156ø35'0.0""";monzo granite
2992;"50ø17'0.0""";"107ø33'45.0""";monzo granite
2993;"69ø31'0.0""";"149ø50'0.0""";monzo granite
2994;"54ø23'0.0""";"123ø14'0.0""";granodiorite
2995;"65ø41'0.0""";"143ø48'0.0""";monzo granite
2996;"45ø9'10.0""";"135ø7'30.0""";monzo granite
2997;"46ø17'9.0""";"135ø52'15.0""";monzo granite
2998;"44ø36'5.0""";"134ø20'50.0""";monzo granite
2999;"62ø33'0.0""";"151ø18'0.0""";monzo granite
