;Latitude;Longitude;QAPF
1669;"49ø38'0.0""";"112ø14'0.0""";monzo granite
1670;"66ø6'0.0""";"129ø23'0.0""";monzo granite
1671;"66ø4'0.0""";"172ø29'0.0""WW";monzo granite
1672;"44ø59'30.0""";"135ø56'40.0""";monzo granite
1673;"50ø3'0.0""";"139ø43'0.0""";monzo granite
1674;"48ø37'30.0""";"111ø56'0.0""";monzo granite
1675;"69ø23'0.0""";"145ø40'0.0""";monzo granite
1676;"50ø38'0.0""";"136ø9'0.0""";monzo granite
1677;"67ø23'0.0""";"169ø14'0.0""";monzo granite
1678;"45ø21'40.0""";"134ø38'55.0""";monzo granite
1679;"52ø50'30.0""";"114ø14'0.0""";monzo granite
1680;"50ø16'10.0""";"107ø30'10.0""";monzo granite
1681;"44ø30'30.0""";"135ø11'25.0""";monzo granite
1682;"42ø57'40.0""";"134ø1'40.0""";monzo granite
1683;"65ø16'0.0""";"174ø23'0.0""WW";monzo granite
1684;"67ø50'0.0""";"178ø53'0.0""WW";monzo granite
1685;"53ø43'30.0""";"115ø19'40.0""";monzo granite
1686;"46ø35'0.0""";"135ø55'0.0""";monzo granite
1687;"54ø6'30.0""";"116ø36'5.0""";monzo granite
1688;"50ø16'30.0""";"107ø29'40.0""";monzo granite
1689;"59ø49'0.0""";"144ø28'0.0""";granodiorite
1690;"50ø36'0.0""";"113ø54'0.0""";monzo granite
1691;"61ø3'0.0""";"150ø7'0.0""";monzo granite
1692;"61ø48'0.0""";"146ø33'0.0""";monzo granite
1693;"61ø43'0.0""";"156ø29'0.0""";monzo granite
1694;"43ø18'0.0""";"133ø3'30.0""";monzo granite
1695;"52ø42'30.0""";"112ø46'30.0""";monzo granite
1696;"66ø12'0.0""";"139ø35'0.0""";monzo granite
1697;"53ø43'0.0""";"115ø12'10.0""";monzo granite
1698;"63ø37'0.0""";"175ø38'0.0""";granodiorite
1699;"60ø6'0.0""";"144ø44'0.0""";monzo granite
1700;"43ø6'45.0""";"134ø20'20.0""";monzo granite
1701;"67ø18'0.0""";"134ø31'0.0""";monzo granite
1702;"53ø46'0.0""";"115ø27'40.0""";monzo granite
1703;"64ø16'0.0""";"168ø48'25.0""";granodiorite
1704;"55ø7'20.0""";"115ø41'30.0""";monzo granite
1705;"45ø48'0.0""";"111ø16'0.0""";monzo granite
1706;"69ø20'0.0""";"142ø0'0.0""";monzo granite
1707;"66ø7'0.0""";"141ø5'0.0""";monzo granite
1708;"51ø19'0.0""";"109ø22'0.0""";monzo granite
1709;"50ø16'30.0""";"107ø30'0.0""";monzo granite
1710;"66ø10'0.0""";"129ø22'0.0""";granodiorite
1711;"54ø53'40.0""";"117ø33'0.0""";monzo granite
1712;"62ø9'0.0""";"149ø17'0.0""";monzo granite
1713;"49ø40'0.0""";"111ø6'0.0""";quartz-rich granitoid
1714;"51ø44'0.0""";"107ø33'50.0""";syeno granite
1715;"52ø49'20.0""";"117ø20'40.0""";monzo granite
1716;"44ø29'15.0""";"136ø7'10.0""";monzo granite
1717;"44ø42'10.0""";"135ø10'50.0""";monzo granite
1718;"64ø22'0.0""";"144ø58'0.0""";monzo granite
1719;"47ø29'54.0""";"138ø14'58.0""";monzo granite
1720;"46ø56'30.0""";"137ø20'40.0""";monzo granite
1721;"67ø19'0.0""";"134ø23'0.0""";monzo granite
1722;"61ø25'0.0""";"155ø40'0.0""";monzo granite
1723;"53ø9'50.0""";"119ø20'30.0""";monzo granite
1724;"65ø7'0.0""";"175ø33'0.0""WW";monzo granite
1725;"51ø18'0.0""";"112ø7'0.0""";monzo granite
1726;"51ø20'0.0""";"110ø22'0.0""";monzo granite
1727;"69ø58'0.0""";"134ø6'0.0""";monzo granite
1728;"44ø31'5.0""";"135ø9'40.0""";monzo granite
1729;"50ø17'0.0""";"107ø20'0.0""";monzo granite
1730;"52ø26'40.0""";"109ø35'0.0""";monzo granite
1731;"47ø27'24.0""";"138ø17'12.0""";monzo granite
1732;"45ø38'30.0""";"134ø47'0.0""";monzo granite
1733;"62ø34'0.0""";"141ø17'0.0""";granodiorite
1734;"69ø39'30.0""";"141ø38'0.0""";monzo granite
1735;"66ø7'0.0""";"129ø22'0.0""";monzo granite
1736;"43ø37'30.0""";"135ø12'20.0""";monzo granite
1737;"51ø1'0.0""";"110ø11'0.0""";monzo granite
1738;"55ø1'25.0""";"119ø56'50.0""";monzo granite
1739;"49ø57'0.0""";"112ø40'0.0""";monzo granite
1740;"43ø37'12.0""";"135ø11'20.0""";monzo granite
1741;"51ø55'0.0""";"113ø41'0.0""";monzo granite
1742;"53ø12'30.0""";"119ø1'10.0""";monzo granite
1743;"53ø57'40.0""";"115ø34'10.0""";monzo granite
1744;"45ø50'0.0""";"111ø12'30.0""";monzo granite
1745;"66ø59'0.0""";"157ø50'30.0""";monzo granite
1746;"69ø56'0.0""";"134ø3'0.0""";monzo granite
1747;"53ø47'20.0""";"115ø26'30.0""";monzo granite
1748;"51ø1'0.0""";"112ø56'0.0""";monzo granite
1749;"60ø37'0.0""";"138ø59'0.0""";monzo granite
1750;"51ø0'0.0""";"112ø33'0.0""";monzo granite
1751;"43ø48'50.0""";"135ø28'20.0""";monzo granite
1752;"52ø42'30.0""";"112ø46'30.0""";monzo granite
1753;"66ø15'0.0""";"138ø12'0.0""";monzo granite
1754;"53ø57'40.0""";"115ø34'10.0""";monzo granite
1755;"61ø18'0.0""";"144ø27'0.0""";monzo granite
1756;"56ø20'0.0""";"118ø16'20.0""";monzo granite
1757;"53ø40'0.0""";"115ø6'40.0""";monzo granite
1758;"44ø29'15.0""";"136ø7'10.0""";monzo granite
1759;"52ø10'0.0""";"112ø45'0.0""";monzo granite
1760;"50ø46'0.0""";"111ø25'0.0""";monzo granite
1761;"50ø16'0.0""";"112ø53'0.0""";monzo granite
1762;"53ø31'0.0""";"118ø55'15.0""";monzo granite
1763;"51ø44'0.0""";"107ø33'50.0""";monzo granite
1764;"52ø28'0.0""";"140ø19'0.0""";monzo granite
1765;"43ø17'40.0""";"133ø3'30.0""";monzo granite
1766;"49ø38'0.0""";"111ø2'0.0""";monzo granite
1767;"68ø57'0.0""";"142ø0'0.0""";monzo granite
1768;"52ø30'0.0""";"140ø19'0.0""";monzo granite
1769;"69ø9'0.0""";"142ø2'0.0""";monzo granite
1770;"69ø26'0.0""";"145ø28'0.0""";monzo granite
1771;"66ø8'0.0""";"139ø43'0.0""";monzo granite
1772;"43ø1'30.0""";"134ø8'20.0""";monzo granite
1773;"52ø40'45.0""";"110ø53'50.0""";monzo granite
1774;"50ø17'0.0""";"138ø6'0.0""";monzo granite
1775;"51ø23'0.0""";"109ø31'0.0""";monzo granite
1776;"51ø45'0.0""";"111ø39'0.0""";monzo granite
1777;"69ø8'0.0""";"178ø11'0.0""";monzo granite
1778;"68ø34'0.0""";"138ø15'0.0""";monzo granite
1779;"63ø50'56.0""";"166ø15'56.0""";monzo granite
1780;"45ø59'25.0""";"136ø12'40.0""";monzo granite
1781;"54ø13'20.0""";"117ø45'0.0""";monzo granite
1782;"63ø51'40.0""";"167ø42'0.0""";granodiorite
1783;"50ø5'0.0""";"109ø35'0.0""";monzo granite
1784;"47ø16'40.0""";"138ø45'45.0""";monzo granite
1785;"43ø48'35.0""";"135ø27'35.0""";monzo granite
1786;"66ø22'0.0""";"176ø36'0.0""WW";monzo granite
1787;"46ø52'30.0""";"105ø43'0.0""";monzo granite
1788;"67ø58'0.0""";"179ø20'0.0""WW";monzo granite
1789;"62ø50'0.0""";"155ø31'0.0""";monzo granite
1790;"51ø20'0.0""";"110ø22'0.0""";monzo granite
1791;"68ø2'0.0""";"136ø44'0.0""";monzo granite
1792;"54ø52'50.0""";"117ø31'50.0""";monzo granite
1793;"64ø41'0.0""";"175ø29'0.0""WW";monzo granite
1794;"70ø7'0.0""";"134ø52'0.0""";monzo granite
1795;"53ø31'0.0""";"118ø49'30.0""";monzo granite
1796;"54ø18'0.0""";"138ø42'0.0""";granodiorite
1797;"45ø38'30.0""";"134ø46'30.0""";monzo granite
1798;"69ø53'0.0""";"133ø44'0.0""";monzo granite
1799;"43ø17'30.0""";"133ø3'30.0""";monzo granite
1800;"51ø23'0.0""";"109ø27'0.0""";monzo granite
1801;"53ø41'0.0""";"115ø8'30.0""";monzo granite
1802;"47ø38'0.0""";"138ø11'0.0""";monzo granite
1803;"51ø26'0.0""";"113ø27'0.0""";monzo granite
1804;"43ø47'0.0""";"135ø26'10.0""";monzo granite
1805;"68ø48'0.0""";"165ø18'0.0""";monzo granite
1806;"44ø28'30.0""";"136ø5'50.0""";monzo granite
1807;"52ø27'0.0""";"115ø24'55.0""";monzo granite
1808;"69ø58'0.0""";"137ø58'0.0""";monzo granite
1809;"64ø24'0.0""";"141ø16'0.0""";monzo granite
1810;"47ø27'0.0""";"138ø4'30.0""";monzo granite
1811;"69ø27'0.0""";"145ø56'0.0""";monzo granite
1812;"50ø21'0.0""";"136ø11'0.0""";monzo granite
1813;"51ø19'0.0""";"109ø21'0.0""";monzo granite
1814;"43ø56'50.0""";"135ø29'40.0""";monzo granite
1815;"62ø14'0.0""";"174ø16'0.0""";granodiorite
1816;"65ø26'0.0""";"174ø8'0.0""WW";monzo granite
1817;"50ø23'0.0""";"112ø40'0.0""";monzo granite
1818;"63ø16'0.0""";"158ø58'0.0""";monzo granite
1819;"49ø37'0.0""";"108ø43'0.0""";monzo granite
1820;"51ø10'0.0""";"112ø58'0.0""";monzo granite
1821;"47ø11'35.0""";"137ø27'30.0""";monzo granite
1822;"69ø40'0.0""";"170ø24'0.0""";monzo granite
1823;"57ø43'0.0""";"139ø32'0.0""";monzo granite
1824;"49ø29'0.0""";"139ø6'0.0""";monzo granite
1825;"55ø22'0.0""";"118ø27'30.0""";monzo granite
1826;"47ø27'24.0""";"138ø17'12.0""";monzo granite
1827;"50ø9'0.0""";"110ø28'0.0""";monzo granite
1828;"45ø39'15.0""";"135ø21'15.0""";monzo granite
1829;"67ø23'0.0""";"167ø17'0.0""";granodiorite
1830;"66ø11'0.0""";"129ø20'0.0""";monzo granite
1831;"59ø38'0.0""";"150ø33'0.0""";monzo granite
1832;"55ø24'0.0""";"118ø48'30.0""";monzo granite
1833;"53ø46'0.0""";"115ø24'40.0""";monzo granite
1834;"47ø5'0.0""";"137ø41'20.0""";monzo granite
1835;"43ø56'20.0""";"135ø30'25.0""";monzo granite
1836;"53ø47'20.0""";"115ø28'0.0""";monzo granite
1837;"62ø8'0.0""";"146ø10'0.0""";monzo granite
1838;"60ø18'0.0""";"143ø17'0.0""";monzo granite
1839;"60ø59'0.0""";"150ø3'0.0""";monzo granite
1840;"60ø13'0.0""";"144ø30'0.0""";monzo granite
1841;"51ø37'0.0""";"111ø36'0.0""";monzo granite
1842;"55ø21'20.0""";"118ø45'0.0""";monzo granite
1843;"53ø26'6.0""";"114ø19'30.0""";monzo granite
1844;"43ø40'20.0""";"135ø13'30.0""";monzo granite
1845;"63ø33'0.0""";"164ø20'0.0""";monzo granite
1846;"51ø48'0.0""";"135ø36'0.0""";monzo granite
1847;"50ø7'0.0""";"110ø1'0.0""";monzo granite
1848;"69ø52'0.0""";"134ø18'0.0""";monzo granite
1849;"52ø50'30.0""";"117ø22'20.0""";monzo granite
1850;"62ø18'0.0""";"149ø19'0.0""";monzo granite
1851;"53ø31'20.0""";"118ø56'30.0""";monzo granite
1852;"51ø23'0.0""";"109ø31'0.0""";monzo granite
1853;"45ø35'50.0""";"135ø30'30.0""";monzo granite
1854;"53ø34'0.0""";"113ø17'10.0""";monzo granite
1855;"69ø55'0.0""";"133ø47'0.0""";monzo granite
1856;"60ø37'0.0""";"149ø37'0.0""";monzo granite
1857;"64ø16'0.0""";"172ø42'0.0""";granodiorite
1858;"49ø55'0.0""";"110ø11'0.0""";monzo granite
1859;"69ø52'0.0""";"134ø1'0.0""";monzo granite
1860;"49ø36'0.0""";"139ø12'0.0""";monzo granite
1861;"49ø41'0.0""";"110ø51'0.0""";monzo granite
1862;"50ø36'0.0""";"113ø54'0.0""";monzo granite
1863;"46ø9'15.0""";"136ø2'15.0""";monzo granite
1864;"68ø0'0.0""";"137ø0'0.0""";monzo granite
1865;"43ø6'53.0""";"133ø25'10.0""";monzo granite
1866;"63ø2'0.0""";"149ø30'0.0""";monzo granite
1867;"67ø32'0.0""";"168ø59'0.0""";monzo granite
1868;"65ø20'0.0""";"142ø58'0.0""";monzo granite
1869;"44ø49'40.0""";"135ø57'30.0""";monzo granite
1870;"49ø10'0.0""";"104ø50'0.0""";monzo granite
1871;"66ø42'0.0""";"171ø50'0.0""WW";monzo granite
1872;"50ø34'0.0""";"111ø11'0.0""";monzo granite
1873;"63ø50'29.0""";"165ø15'30.0""";monzo granite
1874;"50ø1'0.0""";"111ø11'0.0""";monzo granite
1875;"51ø6'0.0""";"113ø18'0.0""";monzo granite
1876;"51ø19'0.0""";"109ø22'0.0""";monzo granite
1877;"45ø38'30.0""";"135ø3'30.0""";monzo granite
1878;"60ø42'0.0""";"138ø30'0.0""";monzo granite
1879;"61ø8'0.0""";"151ø12'0.0""";granodiorite
1880;"45ø30'0.0""";"135ø53'0.0""";monzo granite
1881;"69ø24'0.0""";"176ø47'0.0""";monzo granite
1882;"69ø57'0.0""";"171ø17'0.0""";monzo granite
1883;"45ø58'15.0""";"135ø53'30.0""";monzo granite
1884;"53ø32'0.0""";"125ø49'0.0""";monzo granite
1885;"68ø59'0.0""";"139ø56'0.0""";monzo granite
1886;"53ø45'0.0""";"115ø13'30.0""";monzo granite
1887;"48ø7'0.0""";"137ø48'40.0""";monzo granite
1888;"55ø44'50.0""";"117ø53'0.0""";monzo granite
1889;"47ø14'20.0""";"113ø54'7.0""";monzo granite
1890;"50ø10'0.0""";"108ø54'0.0""";granodiorite
1891;"46ø56'30.0""";"105ø32'5.0""";monzo granite
1892;"68ø0'0.0""";"136ø29'0.0""";monzo granite
1893;"69ø33'0.0""";"162ø21'0.0""";granodiorite
1894;"55ø9'0.0""";"156ø55'30.0""";monzo granite
1895;"45ø13'35.0""";"134ø25'40.0""";monzo granite
1896;"68ø16'0.0""";"166ø24'0.0""";monzo granite
1897;"53ø40'50.0""";"116ø0'20.0""";monzo granite
1898;"55ø49'0.0""";"118ø57'50.0""";monzo granite
1899;"49ø38'0.0""";"111ø3'0.0""";monzo granite
1900;"64ø17'30.0""";"168ø30'50.0""";granodiorite
1901;"64ø17'30.0""";"168ø30'50.0""";granodiorite
1902;"50ø19'0.0""";"112ø47'0.0""";monzo granite
1903;"69ø29'0.0""";"141ø43'0.0""";monzo granite
1904;"50ø59'0.0""";"112ø53'0.0""";monzo granite
1905;"69ø26'0.0""";"149ø20'0.0""";monzo granite
1906;"45ø34'0.0""";"108ø40'0.0""";monzo granite
1907;"67ø51'0.0""";"179ø37'0.0""";monzo granite
1908;"50ø24'0.0""";"138ø46'0.0""";monzo granite
1909;"68ø58'0.0""";"137ø58'0.0""";monzo granite
1910;"63ø16'0.0""";"151ø5'0.0""";monzo granite
1911;"53ø55'20.0""";"115ø50'50.0""";monzo granite
1912;"51ø20'50.0""";"110ø26'0.0""";monzo granite
1913;"51ø21'0.0""";"108ø32'40.0""";monzo granite
1914;"50ø14'0.0""";"111ø6'0.0""";monzo granite
1915;"68ø1'0.0""";"170ø17'0.0""";monzo granite
1916;"51ø21'0.0""";"108ø32'0.0""";monzo granite
1917;"49ø35'0.0""";"109ø32'0.0""";monzo granite
1918;"43ø48'35.0""";"135ø27'35.0""";granodiorite
1919;"52ø2'30.0""";"114ø22'30.0""";monzo granite
1920;"47ø52'0.0""";"136ø0'0.0""";monzo granite
1921;"52ø59'40.0""";"110ø9'30.0""";monzo granite
1922;"60ø28'0.0""";"144ø41'0.0""";monzo granite
1923;"53ø42'50.0""";"115ø22'0.0""";monzo granite
1924;"69ø36'0.0""";"170ø22'0.0""";monzo granite
1925;"60ø13'0.0""";"142ø44'0.0""";monzo granite
1926;"70ø46'0.0""";"160ø51'0.0""";monzo granite
1927;"69ø38'0.0""";"170ø55'0.0""";monzo granite
1928;"53ø14'0.0""";"140ø56'0.0""";monzo granite
1929;"53ø31'30.0""";"118ø58'0.0""";monzo granite
1930;"49ø35'0.0""";"134ø7'0.0""";monzo granite
1931;"52ø15'25.0""";"115ø40'45.0""";monzo granite
1932;"53ø47'20.0""";"115ø26'50.0""";monzo granite
1933;"49ø31'0.0""";"109ø20'0.0""";monzo granite
1934;"61ø21'0.0""";"148ø21'0.0""";monzo granite
1935;"46ø57'40.0""";"137ø4'37.0""";monzo granite
1936;"66ø15'0.0""";"139ø48'0.0""";monzo granite
1937;"53ø14'30.0""";"111ø56'20.0""";monzo granite
1938;"53ø41'20.0""";"115ø9'0.0""";monzo granite
1939;"45ø11'40.0""";"134ø37'20.0""";monzo granite
1940;"66ø21'0.0""";"137ø50'0.0""";monzo granite
1941;"50ø7'0.0""";"110ø55'0.0""";monzo granite
1942;"69ø20'0.0""";"149ø10'0.0""";granodiorite
1943;"51ø23'0.0""";"109ø31'0.0""";monzo granite
1944;"69ø51'0.0""";"133ø54'0.0""";monzo granite
1945;"45ø52'30.0""";"134ø59'10.0""";monzo granite
1946;"50ø1'0.0""";"111ø10'0.0""";monzo granite
1947;"53ø15'30.0""";"111ø56'50.0""";monzo granite
1948;"51ø8'0.0""";"112ø56'0.0""";monzo granite
1949;"52ø46'40.0""";"114ø30'40.0""";monzo granite
1950;"53ø45'10.0""";"115ø17'10.0""";monzo granite
1951;"42ø59'42.0""";"134ø5'42.0""";monzo granite
1952;"47ø20'36.0""";"138ø26'48.0""";monzo granite
1953;"68ø48'0.0""";"137ø59'0.0""";monzo granite
1954;"51ø16'0.0""";"113ø39'0.0""";monzo granite
1955;"69ø43'0.0""";"164ø5'0.0""";monzo granite
1956;"51ø7'0.0""";"113ø5'0.0""";syeno granite
1957;"52ø58'0.0""";"110ø13'0.0""";monzo granite
1958;"49ø56'0.0""";"112ø26'0.0""";monzo granite
1959;"56ø4'35.0""";"118ø47'30.0""";monzo granite
1960;"50ø42'0.0""";"136ø14'0.0""";monzo granite
1961;"68ø25'0.0""";"179ø50'0.0""WW";monzo granite
1962;"43ø48'30.0""";"135ø27'40.0""";monzo granite
1963;"51ø9'0.0""";"112ø57'0.0""";monzo granite
1964;"51ø12'0.0""";"112ø51'0.0""";monzo granite
1965;"52ø24'30.0""";"114ø17'0.0""";monzo granite
1966;"50ø20'0.0""";"112ø50'0.0""";monzo granite
1967;"54ø9'50.0""";"116ø17'30.0""";monzo granite
1968;"43ø42'5.0""";"135ø16'20.0""";monzo granite
1969;"66ø6'0.0""";"129ø23'0.0""";monzo granite
1970;"51ø21'50.0""";"110ø28'15.0""";monzo granite
1971;"53ø37'30.0""";"118ø41'0.0""";monzo granite
1972;"53ø30'30.0""";"157ø9'30.0""";monzo granite
1973;"67ø28'18.0""";"177ø42'6.0""";monzo granite
1974;"60ø15'30.0""";"141ø59'50.0""";monzo granite
1975;"47ø51'0.0""";"136ø10'0.0""";monzo granite
1976;"48ø38'0.0""";"138ø28'0.0""";monzo granite
1977;"44ø48'40.0""";"135ø7'10.0""";monzo granite
1978;"54ø42'0.0""";"117ø48'30.0""";monzo granite
1979;"43ø8'50.0""";"134ø25'0.0""";monzo granite
1980;"62ø51'0.0""";"149ø48'0.0""";syeno granite
1981;"59ø37'0.0""";"150ø38'0.0""";monzo granite
1982;"49ø43'0.0""";"109ø48'0.0""";monzo granite
1983;"43ø3'30.0""";"132ø45'40.0""";monzo granite
1984;"50ø56'0.0""";"113ø18'0.0""";monzo granite
1985;"66ø25'0.0""";"178ø55'0.0""WW";monzo granite
1986;"50ø26'0.0""";"109ø17'0.0""";monzo granite
1987;"69ø59'0.0""";"137ø59'0.0""";monzo granite
1988;"69ø19'0.0""";"171ø30'0.0""";monzo granite
1989;"55ø57'45.0""";"117ø13'25.0""";monzo granite
1990;"44ø39'20.0""";"134ø22'30.0""";monzo granite
1991;"54ø58'0.0""";"126ø2'0.0""";syeno granite
1992;"47ø23'48.0""";"138ø3'6.0""";monzo granite
1993;"51ø43'20.0""";"107ø41'0.0""";monzo granite
1994;"68ø14'0.0""";"166ø24'0.0""";monzo granite
1995;"67ø20'18.0""";"177ø45'18.0""";monzo granite
1996;"66ø33'0.0""";"178ø58'0.0""WW";monzo granite
1997;"51ø55'10.0""";"115ø20'30.0""";monzo granite
1998;"64ø40'36.0""";"165ø0'18.0""";monzo granite
1999;"53ø55'30.0""";"115ø45'30.0""";monzo granite
2000;"52ø29'15.0""";"117ø29'0.0""";monzo granite
2001;"51ø19'0.0""";"109ø22'0.0""";monzo granite
2002;"43ø57'30.0""";"135ø5'30.0""";monzo granite
2003;"64ø27'30.0""";"163ø16'0.0""";monzo granite
2004;"61ø41'0.0""";"150ø27'0.0""";monzo granite
2005;"47ø2'30.0""";"105ø25'0.0""";monzo granite
2006;"61ø32'0.0""";"144ø4'0.0""";monzo granite
2007;"66ø30'0.0""";"179ø5'0.0""WW";monzo granite
2008;"50ø27'0.0""";"108ø38'0.0""";monzo granite
2009;"65ø17'0.0""";"172ø12'0.0""WW";monzo granite
2010;"61ø45'0.0""";"151ø44'0.0""";monzo granite
2011;"52ø23'20.0""";"109ø31'45.0""";monzo granite
2012;"45ø45'0.0""";"135ø28'0.0""";monzo granite
2013;"52ø47'7.0""";"116ø39'57.0""";monzo granite
2014;"50ø26'0.0""";"135ø19'0.0""";monzo granite
2015;"66ø25'0.0""";"138ø35'0.0""";monzo granite
2016;"46ø56'2.0""";"137ø21'10.0""";monzo granite
2017;"66ø15'0.0""";"139ø45'0.0""";monzo granite
2018;"62ø7'0.0""";"149ø23'0.0""";monzo granite
2019;"50ø56'0.0""";"113ø18'0.0""";monzo granite
2020;"49ø30'0.0""";"109ø30'0.0""";monzo granite
2021;"54ø4'30.0""";"117ø50'0.0""";monzo granite
2022;"65ø55'0.0""";"135ø45'0.0""";monzo granite
2023;"70ø29'0.0""";"141ø34'0.0""";monzo granite
2024;"47ø0'0.0""";"105ø20'0.0""";monzo granite
2025;"51ø7'0.0""";"113ø9'0.0""";monzo granite
2026;"46ø50'0.0""";"118ø21'0.0""";monzo granite
2027;"62ø17'0.0""";"159ø11'0.0""";monzo granite
2028;"49ø37'12.0""";"107ø40'0.0""";monzo granite
2029;"69ø56'0.0""";"171ø5'0.0""";monzo granite
2030;"46ø50'0.0""";"105ø59'0.0""";monzo granite
2031;"52ø44'0.0""";"110ø55'40.0""";monzo granite
2032;"52ø15'30.0""";"114ø25'35.0""";monzo granite
2033;"43ø40'0.0""";"135ø13'30.0""";monzo granite
2034;"66ø38'0.0""";"153ø28'0.0""";monzo granite
2035;"69ø36'0.0""";"170ø24'0.0""";monzo granite
2036;"43ø42'5.0""";"135ø16'20.0""";monzo granite
2037;"46ø48'45.0""";"136ø55'50.0""";monzo granite
2038;"43ø40'36.0""";"135ø16'50.0""";monzo granite
2039;"53ø59'40.0""";"119ø17'30.0""";monzo granite
2040;"46ø38'10.0""";"105ø44'40.0""";monzo granite
2041;"52ø1'45.0""";"114ø20'55.0""";granodiorite
2042;"51ø4'0.0""";"113ø13'0.0""";monzo granite
2043;"51ø59'0.0""";"114ø42'35.0""";monzo granite
2044;"50ø57'0.0""";"113ø19'0.0""";monzo granite
2045;"46ø3'0.0""";"135ø31'20.0""";monzo granite
2046;"49ø0'0.0""";"114ø30'0.0""";monzo granite
2047;"69ø12'0.0""";"171ø33'0.0""";monzo granite
2048;"61ø50'0.0""";"146ø34'0.0""";monzo granite
2049;"43ø49'10.0""";"135ø13'0.0""";monzo granite
2050;"43ø6'53.0""";"133ø25'10.0""";monzo granite
2051;"68ø41'0.0""";"142ø3'0.0""";monzo granite
2052;"65ø51'0.0""";"170ø38'0.0""WW";monzo granite
2053;"50ø0'0.0""";"110ø7'0.0""";granodiorite
2054;"64ø53'0.0""";"174ø55'0.0""WW";monzo granite
2055;"50ø31'0.0""";"135ø46'0.0""";granodiorite
2056;"61ø30'0.0""";"149ø57'0.0""";monzo granite
2057;"47ø37'15.0""";"138ø7'7.0""";monzo granite
2058;"70ø48'0.0""";"160ø40'0.0""";monzo granite
2059;"44ø31'35.0""";"136ø11'28.0""";monzo granite
2060;"61ø32'0.0""";"156ø22'0.0""";monzo granite
2061;"61ø46'0.0""";"156ø25'0.0""";monzo granite
2062;"46ø15'35.0""";"137ø37'30.0""";monzo granite
2063;"53ø22'30.0""";"157ø53'0.0""";granodiorite
2064;"66ø29'0.0""";"179ø7'0.0""WW";monzo granite
2065;"51ø17'0.0""";"113ø39'0.0""";monzo granite
2066;"45ø38'35.0""";"135ø5'0.0""";granodiorite
2067;"53ø55'50.0""";"116ø1'40.0""";monzo granite
2068;"51ø37'0.0""";"135ø41'0.0""";monzo granite
2069;"66ø6'0.0""";"129ø19'0.0""";monzo granite
2070;"50ø30'30.0""";"103ø50'0.0""";monzo granite
2071;"69ø37'0.0""";"170ø14'0.0""";monzo granite
2072;"54ø4'30.0""";"117ø50'0.0""";monzo granite
2073;"50ø17'0.0""";"108ø23'0.0""";monzo granite
2074;"68ø6'0.0""";"179ø14'0.0""";monzo granite
2075;"66ø20'0.0""";"171ø8'0.0""WW";monzo granite
2076;"52ø41'30.0""";"110ø16'50.0""";monzo granite
2077;"44ø32'15.0""";"136ø13'12.0""";monzo granite
2078;"69ø54'0.0""";"139ø47'0.0""";monzo granite
2079;"68ø50'0.0""";"137ø58'0.0""";monzo granite
2080;"62ø58'0.0""";"150ø8'0.0""";monzo granite
2081;"46ø48'20.0""";"137ø2'30.0""";monzo granite
2082;"43ø48'30.0""";"135ø27'40.0""";monzo granite
2083;"44ø18'10.0""";"135ø43'7.0""";monzo granite
2084;"66ø46'0.0""";"178ø22'0.0""WW";monzo granite
2085;"46ø48'30.0""";"137ø2'35.0""";monzo granite
2086;"47ø45'0.0""";"109ø20'0.0""";monzo granite
2087;"53ø40'50.0""";"115ø9'0.0""";monzo granite
2088;"61ø50'0.0""";"151ø36'0.0""";monzo granite
2089;"53ø44'10.0""";"115ø19'0.0""";monzo granite
2090;"44ø48'50.0""";"135ø1'0.0""";monzo granite
2091;"53ø47'30.0""";"115ø27'30.0""";monzo granite
2092;"52ø45'0.0""";"114ø10'30.0""";monzo granite
2093;"67ø26'30.0""";"177ø37'30.0""";monzo granite
2094;"54ø4'30.0""";"117ø50'0.0""";monzo granite
2095;"47ø9'45.0""";"138ø4'30.0""";monzo granite
