;Lat_deg;Lat_min;Lat_sec;Long_deg;Long_min;Long_sec;Latitude;Longitude;past_mer;type_granite;time;massif;sampler;others;sampler+year
2604;53;5;30;119;11;30;"53ø5'30.0""";"119ø11'30.0""";;Granite leucocratic;Tr;;N.I.Serebryakova;;V.V.Gol'bert,1965
2605;50;1;;111;44;;"50ø1'0.0""";"111ø44'0.0""";;Hb-Bt granite(granodiorite);J;;I.A.Stolyarov;;N.I.Tikhomirov,1964
2606;53;33;50;118;56;;"53ø33'50.0""";"118ø56'0.0""";;Granite porphyraceous;Tr;Amudzhikan massif;N.A.Lebedeva;;S.P.Smelovsky,1968
2607;43;55;;135;28;;"43ø55'0.0""";"135ø28'0.0""";;Granodiorite;Pg;Vladimirsky massif;G.A.Dyatl ova;;G.A.Valuy,1975
2608;47;2;45;137;45;5;"47ø2'45.0""";"137ø45'5.0""";;Granite;K;Central Sikhote-Alin massif;;Det:H2o+-0.14;A.N.Shapotin,1975
2609;67;57;;179;27;;"67ø57'0.0""";"179ø27'0.0""WW";W;Granite porphyraceous;K;Iul'tin massif;;Det.:H2o+-0.48;E.G.Bordyugov,1964
2610;70;36;;162;28;;"70ø36'0.0""";"162ø28'0.0""";;Granite porphyraceous coarse-grained;K;Chetyrekhstolbovoy Island massif;M.A.Kempi;;N.Vorob'ev's coll.,1977
2611;53;41;10;115;5;20;"53ø41'10.0""";"115ø5'20.0""";;Granite;Tr-J;Khuluglin massif;NP.Mel'nikova;;V.A.Popeko,1967
2612;43;38;25;135;13;30;"43ø38'25.0""";"135ø13'30.0""";;Granodiorite;Pg;Ol'gin massif;G.A.Dytlova;;G.A.Valuy,1975
2613;66;10;;129;28;;"66ø10'0.0""";"129ø28'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Det.:so3-0.04,co2-0.25;R.O.Galabala,1976
2614;65;33;;171;38;;"65ø33'0.0""";"171ø38'0.0""WW";W;Bt-Hb granite;K;Lavrent'evsky massif;V.V.Langvagen;;M.I.Rabkin,1941
2615;54;4;;136;57;;"54ø4'0.0""";"136ø57'0.0""";;Granodiorite;Pg;Ala massif;;;S.I.Gorokhov,1962
2616;60;43;;149;25;;"60ø43'0.0""";"149ø25'0.0""";;Granite-porphyry;K;Nebukhandzhin massif;A.KhFaytel'son;;V.I.Afanas'ev,1962
2617;68;18;;178;12;;"68ø18'0.0""";"178ø12'0.0""WW";W;Granodiorite;K;Metechyn massif;I.S.Ryabova;Det:H2o+-0.30;K.S.Sukhov,1962
2618;69;27;;163;36;;"69ø27'0.0""";"163ø36'0.0""";;Bt-Hb granite;K;Ichatka massif;;Oth.:S-0.02;V.A.Kasatkin,1963
2619;69;22;;162;41;;"69ø22'0.0""";"162ø41'0.0""";;Bt-Hb granite porphyraceous;K;Sukharnin massif;;Oth:S-0.01;V.A.Kasatkin,1963
2620;66;4;;172;21;;"66ø4'0.0""";"172ø21'0.0""WW";W;Granite;K;Teniany massif;;;S.E.Sinitsky,1957
2621;68;50;;137;50;;"68ø50'0.0""";"137ø50'0.0""";;Bt granite;K;Buorkat massif;;;V.P.Tolstopyatenko,1969
2622;51;55;;111;52;;"51ø55'0.0""";"111ø52'0.0""";;Granite-porphyry subalkaline;Tr-J;;L.S.Voronova;;V.V.Starchenko,1967
2623;52;40;20;116;55;30;"52ø40'20.0""";"116ø55'30.0""";;Granite-porphyry;J;Tungirikan stock;V.I.Zhigalova;;N.V.Kuzheleva,1968
2624;66;9;;129;18;;"66ø9'0.0""";"129ø18'0.0""";;Granodiorite;K;Khoboyotuu-Echiy massif;;;N.A.Tseydler,1969
2625;52;44;40;116;46;;"52ø44'40.0""";"116ø46'0.0""";;Granite;Tr;Medvezhkin massif;V.I.Zhigalova;;N.V.Kuzheleva,1968
2626;66;10;;129;23;;"66ø10'0.0""";"129ø23'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Det.:co2-0.66,so3-tr;R.O.Galabala,1976
2627;53;32;10;118;58;;"53ø32'10.0""";"118ø58'0.0""";;Granite porphyraceous;Tr;Amudzhikan massif;N.A.Lebedeva;;S.P.Smelovsky,1968
2628;66;9;;129;22;;"66ø9'0.0""";"129ø22'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Det.:co2-0.28,so3-tr;R.O.Galabala,1976
2629;46;32;;108;50;;"46ø32'0.0""";"108ø50'0.0""";;Granite;Tr-J;;;;E.V.Mikhaylov,1973
2630;55;18;30;119;17;5;"55ø18'30.0""";"119ø17'5.0""";;Granite leucogranitic;Tr;;;;A.F.Ozersky,1966
2631;62;37;;150;50;;"62ø37'0.0""";"150ø50'0.0""";;Quartz monzonite;K;Busugun'ya massif;V.Belen'kaya;Oth:Co2-0.04;N.M.Yanchuk,1951
2632;60;29;;151;18;;"60ø29'0.0""";"151ø18'0.0""";;Bt granite;K;;O.M.Sidorova;Det:H2o+-l.31;V.L.Yaskevich,1966
2633;69;58;;140;42;;"69ø58'0.0""";"140ø42'0.0""";;Granite;K;Bakyn massif;;;G.I.Mikheev,1965
2634;51;56;;111;53;;"51ø56'0.0""";"111ø53'0.0""";;Granite subalkaline;Tr;;N.PMel'nikova;;V.V.Starchenko,1968
2635;51;19;;109;21;;"51ø19'0.0""";"109ø21'0.0""";;Granite porphyraceous;J;Bom-Gorkhon massif;L.S.Voronova;;V.I.Sizykh,1967
2636;52;19;;139;12;;"52ø19'0.0""";"139ø12'0.0""";;Granite;K;Bichin massif;;;A.F.Mayboroda,1961
2637;53;56;40;115;38;;"53ø56'40.0""";"115ø38'0.0""";;Granite;Tr;;;;V.A.Popeko,1966
2638;65;27;;142;20;;"65ø27'0.0""";"142ø20'0.0""";;Two mica granite;K;Porozhninsky massif;;;K.I.Sumdko,1949
2639;53;1;;116;32;25;"53ø1'0.0""";"116ø32'25.0""";;Granite;Tr;;T.I.Linnik;;O.V.Sosnitsky,1969
2640;66;28;;179;20;;"66ø28'0.0""";"179ø20'0.0""WW";W;Granite;K;Matachingay massif;;;G.I.Kremchukov,1936
2641;52;22;5;117;57;50;"52ø22'5.0""";"117ø57'50.0""";;Granite;J;;N.I.Serebryakova;;V.Yu.Shenfil,1962
2642;43;39;30;135;13;20;"43ø39'30.0""";"135ø13'20.0""";;Granite coarse-grained;Pg;Ol'gin massif;L.AAvdevnina;;G.A.Valuy,1975
2643;64;27;;143;8;;"64ø27'0.0""";"143ø8'0.0""";;Bt granite medium-grained;K;Nel'kan massif;E.N.Baranova;;V.M.Kalinin,1960
2644;43;48;35;135;27;40;"43ø48'35.0""";"135ø27'40.0""";;Granite;Pg;Vladimirsky massif;Zh.K.Scheka;;G.A.Valuy,1975
2645;68;11;;178;20;;"68ø11'0.0""";"178ø20'0.0""WW";W;Granite;K;Metechyn massif;I.S.Ryabova;Det:H2o+-0.37;K.S.Sukhov,1963
2646;49;21;;138;59;;"49ø21'0.0""";"138ø59'0.0""";;Bt-Cord granite;K;Sudulin massif;Butu;;S.L.Shteynberg,1966
2647;51;12;;108;38;;"51ø12'0.0""";"108ø38'0.0""";;Granite coarse-grained;Tr-J;;N.I.Ivanova;;V.I.Sizykh,1964
2648;62;18;;159;13;;"62ø18'0.0""";"159ø13'0.0""";;Granite;K;Dzhekdykan massif;O.M.Sidorova;Oth:co2-0.10;V.K.Politov,1967
2649;53;58;;119;53;20;"53ø58'0.0""";"119ø53'20.0""";;Granite alkaline;J;;;;E.M.Leyfman,1967
2650;66;13;;129;27;;"66ø13'0.0""";"129ø27'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Det.:so3-0.77,co2-0.19;R.O.Galabala,1976
2651;43;34;;133;56;;"43ø34'0.0""";"133ø56'0.0""";;Bt granite coarse-grained;K;;E.P.Komogorova;;Yu.P.Bidyuk,1962
2652;49;35;;112;40;;"49ø35'0.0""";"112ø40'0.0""";;Granite porphyraceous;J;Khalzan massif;L.S.Voronova;;N.K.Dmitrochenko,1964
2653;62;21;;140;23;;"62ø21'0.0""";"140ø23'0.0""";;Granite-porphyry;K;Upper-Emkyrchan massif;T.I.Falaleeva;;I.G.Volkodav,1966
2654;72;44;;140;45;;"72ø44'0.0""";"140ø45'0.0""";;Bt granodiorite-aplite;K;Svyatoy Nos massif;;Det.:F-0.05;S.M.Prokhorova,1968
2655;62;16;;174;9;;"62ø16'0.0""";"174ø9'0.0""";;Plagiogranite;K;;N.I.Bulymenko;;O.N.Ivanov,1977
2656;54;20;30;116;59;;"54ø20'30.0""";"116ø59'0.0""";;Granite;Tr-J;;N.A.Lebedeva;;V.A.Popeko,1965
2657;43;16;30;133;3;50;"43ø16'30.0""";"133ø3'50.0""";;Granite alkaline coarse-grained;K;Sitsin massif;T.A.Filippova;;B.L.Zalischak,1965
2658;63;18;;151;4;;"63ø18'0.0""";"151ø4'0.0""";;Bt granite;J;Big Kan'on massif;;Oth.:B2o3-0.40,Ba0-0.01,Cl-0.04,Sn02-0.02,F-0.01;I.V.Zolotova,1954
2659;51;19;;109;21;;"51ø19'0.0""";"109ø21'0.0""";;Granite;J;;;;N.A.Ageev,1964
2660;49;30;;111;22;;"49ø30'0.0""";"111ø22'0.0""";;Granite(granodiorite) fine-grained;J;;A.P.Tikhonova;;V.V.Starchenko,1961
2661;52;6;;112;6;;"52ø6'0.0""";"112ø6'0.0""";;Granite;Tr-J;;N.I.Serebryakova;;M.P.Bezverkhny,1964
2662;51;13;;113;16;;"51ø13'0.0""";"113ø16'0.0""";;Bt-Hb granite porphyraceous;J;;L.G.Kamentseva;Det:H2o+-0.32;E.N.Efimov,1959
2663;48;44;;138;29;;"48ø44'0.0""";"138ø29'0.0""";;Granite;Pg;;;;I.L.Boyko,1967
2664;65;8;;134;58;;"65ø8'0.0""";"134ø58'0.0""";;Granodiorite;K;Enach massif;;Oth.:Li20-0.02,F-0.06;S.A.Ivanov,1973
2665;67;30;12;176;39;48;"67ø30'12.0""";"176ø39'48.0""";;Granite-porphyry;K;;M.V.Kondrashina;;V.G.Zheltovsky,1972
2666;52;29;20;117;30;30;"52ø29'20.0""";"117ø30'30.0""";;Granite;Tr;;NISerebryakova;;V.Yu.Shenfil,1962
2667;50;35;;103;52;40;"50ø35'0.0""";"103ø52'40.0""";;Granite porphyraceous;Tr-J;;;;Ts.B.Tarchimaev,1962
2668;53;43;40;115;17;30;"53ø43'40.0""";"115ø17'30.0""";;Granite-porphyry;Tr-J;Gulanin massif;N.P.Mel'nikova;;V.A.Popeko,1967
2669;54;12;50;117;55;50;"54ø12'50.0""";"117ø55'50.0""";;Granite;J;;;;N.V.Kuzheleva,1959
2670;43;52;;135;8;;"43ø52'0.0""";"135ø8'0.0""";;Granite;K;Shirokopadinsky massif;F.T.Rynkova;Det:H2o+-0.03.Oth.:F-0.06;N.N.Kalyagina,1969
2671;54;5;30;117;52;10;"54ø5'30.0""";"117ø52'10.0""";;Granite;J;;;;Yu.V.Kazitsyn,1967
2672;43;48;35;135;24;40;"43ø48'35.0""";"135ø24'40.0""";;Granite;Pg;Vladimirsky massif;Zh.A.Scheka;;G.A.Valuy,1975
2673;49;29;;108;45;;"49ø29'0.0""";"108ø45'0.0""";;Granite porphyraceous;Tr;;;;N.P.Kostyakov,1965
2674;52;14;40;117;39;45;"52ø14'40.0""";"117ø39'45.0""";;Granite porphyraceous;J;;E.V.Saranina;;K.V.Varaksin,1968
2675;64;4;;168;3;;"64ø4'0.0""";"168ø3'0.0""";;Granodiorite;K;;G.I.Guzieva;Oth:so3-0.0l;S.P.Skuratovsky,1966
2676;52;35;;134;5;;"52ø35'0.0""";"134ø5'0.0""";;Granodiorite;K;;;;E.P.Khokhlov,1964
2677;50;3;10;143;4;48;"50ø3'10.0""";"143ø4'48.0""";;Granite;Pg;Langery intrusive;A.N.Slascheva;;V.I.Naryzhny's coll.,1963
2678;47;46;30;138;9;35;"47ø46'30.0""";"138ø9'35.0""";;Hb granite alkaline;K;Koin massif;;Det.:H2o+-0.38;A.V.Oleynikov,1972
2679;44;36;45;135;11;;"44ø36'45.0""";"135ø11'0.0""";;Granite-porphyry;Pg;;;;B.S.Nabrodov,1967
2680;69;42;;141;41;;"69ø42'0.0""";"141ø41'0.0""";;Bt granite porphyraceous;K;Omchikandin massif;R.A.Ovchinnikova;;V.I.Ushakov,1973
2681;63;8;;155;8;;"63ø8'0.0""";"155ø8'0.0""";;Granite-porphyry;K;Arylakh massif;N.I.Sergutina;Det:H2o+-0.47;S.I.Filatov,1962
2682;73;25;;139;45;;"73ø25'0.0""";"139ø45'0.0""";;Granite leucocratic coarse-grained;K;Kigilyakh massif;M.A.Kempi;;A.I.Samusin,1974
2683;52;46;35;114;35;20;"52ø46'35.0""";"114ø35'20.0""";;Granite alkaline;Tr;Kucheger massif;N.G.Ivanova;;K.F.Khatskevich,1964
2684;60;32;;150;1;;"60ø32'0.0""";"150ø1'0.0""";;Granite;K;Seymkan massif;P.I.Levin;Oth:C02-0.02;A.S.Krasil'nikov,1951
2685;46;18;45;135;34;25;"46ø18'45.0""";"135ø34'25.0""";;Bt granite;K;Upper-Sibichin massif;;;V.M.Kochkin,1966
2686;52;8;40;114;10;30;"52ø8'40.0""";"114ø10'30.0""";;Granite porphyraceous;Tr;;;;V.I.Sorochenko,1961
2687;53;34;40;118;59;;"53ø34'40.0""";"118ø59'0.0""";;Granite porphyraceous;Tr;Amudzhikan massif;N.A.Lebedeva;;S.P.Smelovsky,1968
2688;58;10;;138;16;;"58ø10'0.0""";"138ø16'0.0""";;Granosyenite-porphyry;K;;;;N.N.Remizov,1967
2689;64;16;40;164;4;;"64ø16'40.0""";"164ø4'0.0""";;Quartz monzonite;K;;;;S.S.Lobunetz,1968
2690;62;37;;140;46;;"62ø37'0.0""";"140ø46'0.0""";;Granodiorite-porphyry;K;Khoron massif;L.I.Solov'eva;Oth:S-0.26;G.G.Naumov,1978
2691;47;12;5;137;27;;"47ø12'5.0""";"137ø27'0.0""";;Granosyenite;K;;E.N.Egorova;;E.P.Izokh,1955
2692;61;31;;153;32;;"61ø31'0.0""";"153ø32'0.0""";;Granodiorite;K;Mirny massif;NI.Morozova;Det:H2o+-0.15;Yu.G.Kobylyansky,1961
2693;43;38;30;135;13;20;"43ø38'30.0""";"135ø13'20.0""";;Bt-Hb granite;Pg;Saken massif;;;I.I.Antushevich,1966
2694;72;6;;141;6;;"72ø6'0.0""";"141ø6'0.0""";;Granite fine-grained;K;Khaarstan massif;;;G.M.Shapiro,1970
2695;69;24;;145;28;;"69ø24'0.0""";"145ø28'0.0""";;Bt granite porphyraceous;K;East-Polousny massif;;;V.K.Dorofeev,1973
2696;67;39;12;177;23;;"67ø39'12.0""";"177ø23'0.0""";;Hb granite;K;Vulvyveem massif;;;V.G.Zheltovsky,1975
2697;68;40;;150;25;;"68ø40'0.0""";"150ø25'0.0""";;Granite fine-grained;K;Ulakhan-Sis massif;;Oth.:so3-o.os;A.V.Artemov,1970
2698;69;35;;150;15;;"69ø35'0.0""";"150ø15'0.0""";;Granodiorite;J;Ulakhan-Sis massif;;;A.V.Artemov,1970
2699;50;13;27;143;1;15;"50ø13'27.0""";"143ø1'15.0""";;Melanogranite;Pg;Valzin intrusive;E.N.Grigoryan;;V.I.Naryzhny's coll.,1963
2700;47;13;45;137;51;20;"47ø13'45.0""";"137ø51'20.0""";;Granosyenite-porphyry;K;Lesnoy massif;;Det.:H2o+-0.86;A.N.Shapotin,1975
2701;53;35;;119;11;;"53ø35'0.0""";"119ø11'0.0""";;Granite;Mz;;V.IZhigalova;;V.N.Ivanov,1968
2702;67;53;48;176;5;12;"67ø53'48.0""";"176ø5'12.0""";;Granite-porphyry;K;;A.PBurmistrova;;V.G.Zheltovsky,1975
2703;73;38;;142;12;;"73ø38'0.0""";"142ø12'0.0""";;Granite-porphyry;K;Ulus-Khaya massif;N.M.Bogdanova;;A.I.Samusin,1974
2704;61;45;;150;9;;"61ø45'0.0""";"150ø9'0.0""";;Quartz monzonite;K;Oba massif;;;A.S.Simakov,1940
2705;52;24;;134;19;;"52ø24'0.0""";"134ø19'0.0""";;Granite-porphyry;K;;;;E.P.Khokhlov,1965
2706;51;36;;112;55;;"51ø36'0.0""";"112ø55'0.0""";;Granite;Tr;;;;L.A.Kozubova,1966
2707;50;42;;136;14;;"50ø42'0.0""";"136ø14'0.0""";;Granodiorite;K;;;;P.N.Koshman,1962
2708;52;49;30;114;29;;"52ø49'30.0""";"114ø29'0.0""";;Granodiorite-porphyry;Tr-J;;L.E.Fedoseeva;;S.P.Smelovsky,1968
2709;50;18;;108;34;;"50ø18'0.0""";"108ø34'0.0""";;Granite(granodiorite);Tr;Gremyachin massif;G.L.Znamenskaya;;A.V.Vnukov,1960
2710;54;0;20;119;10;50;"54ø0'20.0""";"119ø10'50.0""";;Granite;Tr;;A.I.Fedorova;;E.A.Ivanov,1969
2711;58;55;;151;54;;"58ø55'0.0""";"151ø54'0.0""";;Plagiogranite;K;South-Eastern massif;;Oth.:Co2-0.02;A.M.Demin,1950
2712;69;55;;170;50;;"69ø55'0.0""";"170ø50'0.0""";;Hb-Bt granite;K;Yanranay massif;A.S.Ulitina;;D.S.Golota,1953
2713;68;12;;178;22;;"68ø12'0.0""";"178ø22'0.0""WW";W;Granite;K;Metechyn massif;G.A.Finogentova;Det:H2o+-0.67;K.S.Sukhov,1963
2714;53;36;;119;11;;"53ø36'0.0""";"119ø11'0.0""";;Granite;Mz;;V.I.Zhigalova;;V.N.Ivanov,1968
2715;50;57;;110;53;;"50ø57'0.0""";"110ø53'0.0""";;Bt granite porphyraceous;J;Arey massif;N.A.Lebedeva;;M.D.Berdnikov,1965
2716;52;36;30;115;16;50;"52ø36'30.0""";"115ø16'50.0""";;Granite;J;Dolutur massif;L.S.Voronova;;R.V.Tsoy,1961
2717;49;30;;111;4;;"49ø30'0.0""";"111ø4'0.0""";;Granite(granodiorite);J;Nivakat massif;A.P.Tikhonova;;V.V.Starchenko,1961
2718;53;0;40;115;12;50;"53ø0'40.0""";"115ø12'50.0""";;Bt granite;Tr;Baytsekan-Akimin massif;L.S.Voronova;;M.I.Nikul'shin,1960
2719;62;7;;173;49;;"62ø7'0.0""";"173ø49'0.0""";;Plagiogranite porphyraceous;K;;N.I.Bulymenko;;O.N.Ivanov,1977
2720;54;35;;136;48;;"54ø35'0.0""";"136ø48'0.0""";;Amf-Bt granite;K;Dugandzhin massif;;;S.I.Gorokhov,1963
2721;67;40;;138;50;;"67ø40'0.0""";"138ø50'0.0""";;Hb-Bt granite;K;Upper-Tiryakhtyakh massif;;;L.K.Dubovikov,1963
2722;65;24;;179;51;;"65ø24'0.0""";"179ø51'0.0""WW";W;Granosyenite;Pg;;;;E.K.Boborykin,1956
2723;49;14;;109;52;;"49ø14'0.0""";"109ø52'0.0""";;Bt granite coarse-grained;J;;;;V.V.Zalutsky,1952
2724;60;35;;143;8;;"60ø35'0.0""";"143ø8'0.0""";;Granite;K;Gadekchan massif;;Det.:H2o+-0.50;E.G.Peskov,1960
2725;51;58;;111;51;;"51ø58'0.0""";"111ø51'0.0""";;Granite-porphyry subalkaline;Tr-J;;L.S.Voronova;;V.V.Starchenko,1967
2726;63;19;;151;16;;"63ø19'0.0""";"151ø16'0.0""";;Granite-porphyry;J;Big Kan'on massif;;Oth:C02-0.0l;V.S.Fridland,1949
2727;66;8;;129;23;;"66ø8'0.0""";"129ø23'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Oth:S03-0.02;R.O.Galabala,1976
2728;54;25;;123;16;;"54ø25'0.0""";"123ø16'0.0""";;Hb granodiorite porphyraceous;K;Sergachin massif;;;G.G.Pezhemsky,1962
2729;54;0;10;119;12;30;"54ø0'10.0""";"119ø12'30.0""";;Granite;Tr;;AI.Fedorova;;E.A.Ivanov,1969
2730;66;12;;129;28;;"66ø12'0.0""";"129ø28'0.0""";;Granodiorite medium-grained uneven-grained;K;Khoboyotuu-Echiy massif;;Det.:so3-0.029 co2-0.53;R.O.Galabala,1976
2731;64;51;;161;46;;"64ø51'0.0""";"161ø46'0.0""";;Granodiorite;K;Molandzhin massif;S.M.Shadskaya;;Yu.P.Misans,1956
2732;44;18;20;135;27;40;"44ø18'20.0""";"135ø27'40.0""";;Granite;K;Tavayzin massif;;Det.:co2-0.08.Oth.:Sn-0.01;I.I.Bersenev,1951
2733;64;56;;141;30;;"64ø56'0.0""";"141ø30'0.0""";;Bt granite porphyraceous;K;Arangas massif;Zemerova;;G.G.Kukhtinsky,1968
2734;50;21;;108;13;;"50ø21'0.0""";"108ø13'0.0""";;Granite porphyraceous subalkaline;Tr;Gremyachin massif;N.PMel'nikova;;V.V.Starchenko,1968
2735;45;7;50;136;7;50;"45ø7'50.0""";"136ø7'50.0""";;Bt granite;Pg;Zakharovs massif;;;V.V.Vetrennikov,1965
2736;60;17;;144;31;;"60ø17'0.0""";"144ø31'0.0""";;Granodiorite;K;Ul'bey massif;Nyut;;R.B.Umitbaev,1962
2737;45;13;;134;56;25;"45ø13'0.0""";"134ø56'25.0""";;Granite;K;;;;Yu.I.Maksimenko,1960
2738;53;59;50;118;38;;"53ø59'50.0""";"118ø38'0.0""";;Bt-Amf granite porphyroblastic;J;;NI.Serebryakova;;V.I.Nedorya,1963
2739;56;20;30;118;17;;"56ø20'30.0""";"118ø17'0.0""";;Granite;Mz;;L.S.Voronova;;V.T.Sviridenko,1966
2740;52;50;;117;20;30;"52ø50'0.0""";"117ø20'30.0""";;Granite leucocratic;Tr;;;;A.V.Ivanov,1956
2741;50;1;;112;14;;"50ø1'0.0""";"112ø14'0.0""";;Granite;J;Upper-Maryktin massif;;;A.A.Malyavkin,1933
2742;54;44;40;118;1;5;"54ø44'40.0""";"118ø1'5.0""";;Bt granite;Tr;;V.I.Zhigalova;;Yu.P.Tryanin,1969
2743;69;37;;110;22;;"69ø37'0.0""";"110ø22'0.0""";;Granite;K;Pevek massif;;;A.V.Andrianov,1939
2744;50;18;;108;33;;"50ø18'0.0""";"108ø33'0.0""";;Bt granite(granosyenite) porphyraceous;Tr;Gremyachin massif;L.S.Voronova;;V.l.Sizykh,1967
2745;53;39;20;117;54;30;"53ø39'20.0""";"117ø54'30.0""";;Granite;J;Amutkan massif;E.G.lvanova;;Yu.V.Kazitsyn,1958
2746;52;36;50;118;31;20;"52ø36'50.0""";"118ø31'20.0""";;Hb-Bt granite porphyraceous;Tr;Chalbuchin stock;A.SSivkova;;Yu.F.Misnik,1964
2747;51;39;;113;42;;"51ø39'0.0""";"113ø42'0.0""";;Granite;J;;M.I.Merkul'eva;;L.L.Feoktistov,1968
2748;51;56;;113;0;;"51ø56'0.0""";"113ø0'0.0""";;Granite(granosyenite) porphyraceous;Tr-J;Molokovsky massif;L.S.Voronova;;A.V.Argutin,1968
2749;66;11;;173;14;;"66ø11'0.0""";"173ø14'0.0""WW";W;Granite;K;Teniany massif;;;I.A.Nikitin,1957
2750;54;54;30;119;42;35;"54ø54'30.0""";"119ø42'35.0""";;Bt-Hb granite;Tr;;;;A.F.Ozersky,1966
2751;44;27;50;135;11;;"44ø27'50.0""";"135ø11'0.0""";;Bt granite-porphyry;Pg;;;;l.I.Antushevich,1966
2752;53;34;;118;58;40;"53ø34'0.0""";"118ø58'40.0""";;Granite porphyraceous;Tr;Amudzhikan massif;N.A.Lebedeva;;S.P.Smelovsky,1968
2753;67;28;12;177;38;48;"67ø28'12.0""";"177ø38'48.0""";;Hb granite;K;;A.P.Burmistrova;;V.G.Zheltovsky,1975
2754;69;25;;164;30;;"69ø25'0.0""";"164ø30'0.0""";;Granodiorite;K;Kanelyveem massif;Left;;V.I.Teplykh,1963
2755;53;33;;119;0;20;"53ø33'0.0""";"119ø0'20.0""";;Granite porphyraceous;J;;D.M.Shuster;;V.S.Alkin,1963
2756;51;19;;109;21;;"51ø19'0.0""";"109ø21'0.0""";;Bt granite porphyraceous;J;Bom-Gorkhon massif;T.A.Popova;;V.I.Sizykh,1968
2757;50;2;30;143;5;;"50ø2'30.0""";"143ø5'0.0""";;Granite porphyraceous;Pg;Langery intrusive;L.K.Markova;;O.K.Kalishevich's coll.
2758;66;12;;129;23;;"66ø12'0.0""";"129ø23'0.0""";;Granodiorite medium-grained uneven-grained;K;Khoboyotuu-Echiy massif;;Oth:S03-0.02.Det.:co2-0.33;R.O.Galabala,1976
2759;60;13;;144;53;;"60ø13'0.0""";"144ø53'0.0""";;Granosyenite;K;;;;R.B.Umitbaev,1962
2760;52;27;10;109;33;40;"52ø27'10.0""";"109ø33'40.0""";;Granite;Tr;;R.TVyatkina;;E.M.Bagadaev,1969
2761;63;20;;144;45;;"63ø20'0.0""";"144ø45'0.0""";;Bt granite;K;Odonkan massif;;Det.:H2o+-0.87;P.P.Shestakov,1964
2762;65;10;;142;7;;"65ø10'0.0""";"142ø7'0.0""";;Bt granite medium-grained;K;Silyan massif;E.G.Baranova;;V.M.Kalinin,1960
2763;66;23;;174;45;;"66ø23'0.0""";"174ø45'0.0""WW";W;Granite-porphyry;K;Kenga massif;L.A.Finogentova;Det:H2o+-O.ll;E.A.Makarov,1975
2764;52;43;30;110;59;20;"52ø43'30.0""";"110ø59'20.0""";;Granite leucocratic;Tr;;;;V.F.Rukavetz,1964
2765;49;56;;108;40;;"49ø56'0.0""";"108ø40'0.0""";;Granite leucogranitic;J;;N.A.Lebedeva;;N.P.Kostyakov,1965
2766;51;19;;109;21;;"51ø19'0.0""";"109ø21'0.0""";;Bt granite coarse-grained;J;Bom-Gorkhon massif;VIZhigalova;;N.A.Ageev,1967
2767;64;24;;143;31;;"64ø24'0.0""";"143ø31'0.0""";;Quartz monzonite;K;Nel'kan massif;;;K.N.Rudich,1948
2768;61;30;;150;1;;"61ø30'0.0""";"150ø1'0.0""";;Bt granite;K;Siverdyk massif;;;P.N.Spiridonov,1939
2769;51;8;;112;57;;"51ø8'0.0""";"112ø57'0.0""";;Granite coarse-grained;J;;N.A.Lebedeva;;E.T.Bubnov,1964
2770;51;30;40;110;13;;"51ø30'40.0""";"110ø13'0.0""";;Granite medium-grained;Tr;;MIKodachigova;;V.A.Novikov,1966
2771;51;23;;113;16;;"51ø23'0.0""";"113ø16'0.0""";;Granite-porphyry subalkaline;J;;N.A.Lebedeva;;L.I.Sergeev,1967
2772;43;6;55;134;20;10;"43ø6'55.0""";"134ø20'10.0""";;Amf-Bt granite;K;Valentinovsky massif;;;V.I.Musin,1970
2773;47;29;12;138;12;6;"47ø29'12.0""";"138ø12'6.0""";;Granodiorite-porphyry;Pg;Khulimin Sakhotin massif;;Det.:H2o+-0.24;N.I.Shlepkin,1975
2774;65;2;;141;46;;"65ø2'0.0""";"141ø46'0.0""";;Bt granite fine-grained;K;Shelug massif;G.GBraginetz;;V.M.Kalinin,1960
2775;63;35;;143;34;;"63ø35'0.0""";"143ø34'0.0""";;Bt quartz monzonite;K;Bulugunyakh massif;;Det:H2o+-0.19;K.N.Rudich,1959
2776;55;3;;130;45;;"55ø3'0.0""";"130ø45'0.0""";;Bt granite;K;;;;D.G.Rudenko,1966
2777;61;18;;149;25;;"61ø18'0.0""";"149ø25'0.0""";;Bt granite;J;Butugychag massif;;;B.L.Flerov,1936
2778;51;8;;110;37;;"51ø8'0.0""";"110ø37'0.0""";;Granite porphyraceous;J;;;;L.A.Kozubova,1964
2779;53;28;40;118;52;30;"53ø28'40.0""";"118ø52'30.0""";;Bt-Hb granite porphyraceous;J;;MI.Merkul'eva;;B.Ya.Semenov,1966
2780;60;14;;144;31;;"60ø14'0.0""";"144ø31'0.0""";;Quartz monzonite;K;;;Nyut-Ul'bey mass i f;R.B.Umitbaev,1962
2781;44;37;50;134;23;30;"44ø37'50.0""";"134ø23'30.0""";;Granodiorite;K;;;;V.K.Putintsev,1955
