;Lat_deg;Lat_min;Lat_sec;Long_deg;Long_min;Long_sec;Latitude;Longitude;past_mer;type_granite;time;massif;sampler;others;sampler+year
1393;49;54;;112;55;;"49ø54'0.0""";"112ø55'0.0""";;Two mica granite medium-grained;J;Khalzan massif;M.M.Stukalova;;V.Ya.Kiselev,1958
1394;45;15;;133;50;;"45ø15'0.0""";"133ø50'0.0""";;Granite coarse-grained pegmatoid;K;Kabarga stock;;;l.K.Nikiforova,1973
1395;51;24;;109;27;;"51ø24'0.0""";"109ø27'0.0""";;Granite porphyraceous;J;Bom-Gorkhon massif;L.S.Voronova;;V.I.Sizykh,1967
1396;55;51;;118;58;;"55ø51'0.0""";"118ø58'0.0""";;Granite;Tr;Ust'-Nerchugan massifmassif;N.Aolebedeva;;K.F.Khatskevich,1967
1397;53;29;50;116;32;15;"53ø29'50.0""";"116ø32'15.0""";;Granite;Tr;Ust'-Nerchugan massif;N.G.Ivanova;;Yu.D.Penyagin,1966
1398;51;27;;108;20;;"51ø27'0.0""";"108ø20'0.0""";;Leucogranite;Tr-J;;K.I.Tomshina;;A.K.Izvekov,1968
1399;51;30;;113;17;;"51ø30'0.0""";"113ø17'0.0""";;Granite leucocratic fine-grained;J;;B.INikitina;;L.L.Feoktistov,1968
1400;51;20;;109;30;;"51ø20'0.0""";"109ø30'0.0""";;Granite;J;Bom-Gorkhon massif;;Oth:so3-0.19;B.A.Ivanov,1933
1401;49;49;;110;51;;"49ø49'0.0""";"110ø51'0.0""";;Granite-porphyry;J;;L.S.Voronova;;V.P.Krasnov,1962
1402;50;56;;113;18;;"50ø56'0.0""";"113ø18'0.0""";;Granite leucocratic coarse-grained;J;;v.Petrikovetz;;A.I.Shevtsov,1967
1403;53;36;50;114;29;;"53ø36'50.0""";"114ø29'0.0""";;Granite leucocratic;Tr;;D.M.Shuster;;I.D.Pobedash,1960
1404;49;27;;108;51;;"49ø27'0.0""";"108ø51'0.0""";;Granite porphyraceous;Tr;;N.A.Ogneva;;N.P.Kostyakov,1963
1405;53;56;15;116;15;40;"53ø56'15.0""";"116ø15'40.0""";;Granite;Tr;;V.I.Nikitina;;Yu.D.Penyagin,1966
1406;48;5;;107;42;;"48ø5'0.0""";"107ø42'0.0""";;Bt-Hb granite porphyraceous;Tr;;;;V.I.Dolzhenko,1959
1407;52;2;;114;23;30;"52ø2'0.0""";"114ø23'30.0""";;Granite-porphyry;J;Volokatuy stock;D.M.Shuster;;Yu.D.Penyagin,1964
1408;50;17;10;107;21;40;"50ø17'10.0""";"107ø21'40.0""";;Bt granite;Tr;Tamir massif;S.B.Egorova;;V.A.Novikov,1973
1409;63;17;;175;24;;"63ø17'0.0""";"175ø24'0.0""";;Plagiogranite;K;;M.l.Osinina;;O.N.Ivanov,1974
1410;67;40;;177;54;12;"67ø40'0.0""";"177ø54'12.0""";;Bt granite;K;Telekay massif;A.P.Burmistrova;;V.G.Zheltovsky,1975
1411;46;50;;105;55;;"46ø50'0.0""";"105ø55'0.0""";;Granite;J;Ikhe-Khayrkhan massif;;;E.V.Mikhaylov,1973
1412;43;38;30;135;15;;"43ø38'30.0""";"135ø15'0.0""";;Aplite;Pg;Ol'gin massif;G.A.Dyatlova;Det:H2o+-0.34;G.A.Valuy,1975
1413;53;43;30;115;12;40;"53ø43'30.0""";"115ø12'40.0""";;Granite leucocratic;Tr-J;Zimov'e massif;A.I.Fedorova;;V.A.Popeko,1968
1414;51;22;;109;30;;"51ø22'0.0""";"109ø30'0.0""";;Granite coarse-grained;J;Bom-Gorkhon massif;V.A.Lebedeva;;L.E.Eydel'man,1967
1415;44;11;;135;21;;"44ø11'0.0""";"135ø21'0.0""";;Granite;K;;M.F.Vasilenko;Det:H2o+-O.IO;V.F.Marinin,1966
1416;52;5;;134;52;;"52ø5'0.0""";"134ø52'0.0""";;Granite porphyraceous medium-grained;K;;K.G.Slovetskaya;;E.P.Khokhlov,1954
1417;50;56;;113;19;;"50ø56'0.0""";"113ø19'0.0""";;Granite;J;;T.Zenkova;;A.I.Shevtsov,1967
1418;50;10;;112;25;;"50ø10'0.0""";"112ø25'0.0""";;Bt granite;J;;A.S.Akel'eva;;N.I.Tikhomirov,1956
1419;51;16;;113;39;;"51ø16'0.0""";"113ø39'0.0""";;Granite fine-grained;J;;N.A.Lebedeva;;P.I.Kovalev,1968
1420;46;50;;105;59;;"46ø50'0.0""";"105ø59'0.0""";;Granite;J;;;;U.A.Korchagin,1967
1421;52;38;;115;45;20;"52ø38'0.0""";"115ø45'20.0""";;Granite leucocratic;Tr;;N.A.Ogneva;;A.M.Strelov,1959
1422;53;14;48;116;22;50;"53ø14'48.0""";"116ø22'50.0""";;Granite leucocratic;Tr;;T.I.Linnik;;O.V.Sosnitsky,1969
1423;65;42;;170;55;;"65ø42'0.0""";"170ø55'0.0""WW";W;Granite leucocratic medium-grained;K;Nunyam massif;;Oth:.C02-0.53;I.M.Sargina,1960
1424;63;25;;148;59;;"63ø25'0.0""";"148ø59'0.0""";;Granite;K;Khiluchan massif;;;V.M.Merzlyakov,1962
1425;59;54;;144;1;;"59ø54'0.0""";"144ø1'0.0""";;Bt granite fine-grained;K;Lower-Ul'bey massif;Plotnikova;;I.M.Speranskaya,1957
1426;49;35;;139;5;;"49ø35'0.0""";"139ø5'0.0""";;Granite;Pg;Khuta massif;;;G.M.Levitan,1963
1427;52;9;;112;39;;"52ø9'0.0""";"112ø39'0.0""";;Granite;J;Arachin massif;N.ISerebryakova;;M.P.Bezverkhny,1963
1428;51;42;;111;12;;"51ø42'0.0""";"111ø12'0.0""";;Granite leucocratic;Tr;Barun-Khuntey massif;E.V.Saranina;;V.V.Starchenko,1968
1429;68;1;;136;30;;"68ø1'0.0""";"136ø30'0.0""";;Granite medium-grained;K;Khatynnakh massif;;;G.I.Mikheev,1971
1430;63;16;30;174;42;;"63ø16'30.0""";"174ø42'0.0""";;Plagiogranite;K;;ZI.Karpicheva;Det:H2o+-1.22;E.B.Nevretdinov,1972
1431;60;27;;150;32;;"60ø27'0.0""";"150ø32'0.0""";;Granite-porphyry;Pg;;;;S.D.Voznesensky,1964
1432;45;54;50;135;32;5;"45ø54'50.0""";"135ø32'5.0""";;Bt granite;K;Sinanchin massif;;;Yu.N.Razmakhnin,1963
1433;69;22;;148;12;;"69ø22'0.0""";"148ø12'0.0""";;Granite-porphyry;K;Ulakhan-Sis massif;A.GDmitrieva;;G.S.Sonin,1976
1434;50;13;37;143;1;37;"50ø13'37.0""";"143ø1'37.0""";;Granite;Pg;Valzin intrusive;M.N.Zorin;;V.I.Naryzhny's coll.,1963
1435;50;13;;112;51;;"50ø13'0.0""";"112ø51'0.0""";;Granite leucocratic;J;Ankaiktin massif;E.V.Saranina;;N.K.Dmitrochenko,1968
1436;51;0;;112;32;;"51ø0'0.0""";"112ø32'0.0""";;Granite even-grained;J;;U.MAder;;V.D.Yakovlev,1968
1437;53;43;30;115;10;;"53ø43'30.0""";"115ø10'0.0""";;Granite leucocratic;Tr-J;Zimov'e massif;L.S.Voronova;;V.A.Popeko,1968
1438;69;37;;171;20;;"69ø37'0.0""";"171ø20'0.0""";;Bt granite;K;Pyrkanay massif;E.I.Tolkacheva;Oth:Cl-0.03;N.I.Tikhomirov,1940
1439;55;55;20;118;42;30;"55ø55'20.0""";"118ø42'30.0""";;Granite porphyraceous;Tr;Luchin massif;N.A.Lebedeva;;K.F.Khatskevich,1967
1440;50;12;;107;27;;"50ø12'0.0""";"107ø27'0.0""";;Granite leucocratic;Tr;Khamnigaday massif;S.B.Egorova;;V.A.Novikov,1973
1441;69;7;;178;28;;"69ø7'0.0""";"178ø28'0.0""";;Two mica granite gneissose;K;Emnunkenigtun massif;MErmol aeva;;M.I.Rabkin,1941
1442;62;16;30;174;6;;"62ø16'30.0""";"174ø6'0.0""";;Plagiogranite;K;;N.I.Bulymenko;;O.N.Ivanov,1977
1443;49;56;;111;16;;"49ø56'0.0""";"111ø16'0.0""";;Granite;J;;;;A.A.Malyavkin,1933
1444;61;27;;155;20;;"61ø27'0.0""";"155ø20'0.0""";;Granite-porphyry;K;Tuman massif;Z.I.Karpicheva;Det:H2o+-0.05;A.D.Silinsky,1963
1445;43;16;40;133;4;10;"43ø16'40.0""";"133ø4'10.0""";;Granite alkaline;K;Sitsin massif;A.P.Tsareva;Det:H2o+-0.20;M.G.Rub,1962
1446;50;16;20;103;28;20;"50ø16'20.0""";"103ø28'20.0""";;Granite-porphyry;Tr-J;Dolon-Modon massif;;Oth.:so3-0.58;Yu.T.Telega,1956
1447;44;50;50;135;4;10;"44ø50'50.0""";"135ø4'10.0""";;Granite;K;Sanchaz Karavan massif;M.F.Vasilenko;Det:H2o+-0.46;N.K.Tsesarsky,1978
1448;65;29;48;178;52;;"65ø29'48.0""";"178ø52'0.0""";;Granite-porphyry;K;;;;E.G.Bordyugov,1978
1449;45;5;10;136;44;;"45ø5'10.0""";"136ø44'0.0""";;Bt granite;Pg;Bykova;;Det.:co2-0.17.Oth.:Ba0-0.05;M.A.Favorskaya,1961
1450;66;7;;139;33;;"66ø7'0.0""";"139ø33'0.0""";;Granite-porphyry;K;Onnekh massif;A.V.Skripina;Oth:Li20-0.10;A.N.Vishnevsky,1973
1451;47;38;;138;11;;"47ø38'0.0""";"138ø11'0.0""";;Granite coarse-grained;K;;F.T.Rynkova;Det:H2o+-0.28;V.S.Ivanov,1971
1452;43;38;;135;13;25;"43ø38'0.0""";"135ø13'25.0""";;Hb granite-porphyry;Pg;Saken massif;;;I.I.Antushevich,1966
1453;68;3;;136;33;;"68ø3'0.0""";"136ø33'0.0""";;Granite coarse-grained;K;Khatynnakh massif;;;A.F.Zausaev,1969
1454;49;30;;113;13;;"49ø30'0.0""";"113ø13'0.0""";;Granite;J;Ulin massif;BaY,adun;.Oth. :so3-0.06;Tochtokh,1974
1455;53;32;;125;35;;"53ø32'0.0""";"125ø35'0.0""";;Bt granite;K;;E.Shipkova;;M.S.Nagibina,1955
1456;51;5;;134;24;;"51ø5'0.0""";"134ø24'0.0""";;Granite;K;Dusse-Alin massif;;;K.F.Klyzhko,1966
1457;53;29;50;116;32;15;"53ø29'50.0""";"116ø32'15.0""";;Granite;Tr;Ust'-Nerchugan massif;D.M.Shuster;;Yu.D.Penyagin,1966
1458;68;1;;137;18;;"68ø1'0.0""";"137ø18'0.0""";;Granite leucocratic;K;Kursin massif;;;A.F.Zausaev,1969
1459;60;59;;150;3;;"60ø59'0.0""";"150ø3'0.0""";;Bt granite medium-grained;K;Tenkely massif;PI.Levin;;V.D.Volodin,1947
1460;69;56;;170;50;;"69ø56'0.0""";"170ø50'0.0""";;Granite subalkaline;K;Yanranay massif;A.S.Ulibina;;M.N.Bogdanov,1967
1461;59;7;;152;55;;"59ø7'0.0""";"152ø55'0.0""";;Granite;K;Sredninsky massif;;Det.:H2o+-0.38;V.F.Karpichev,1960
1462;52;59;20;116;58;;"52ø59'20.0""";"116ø58'0.0""";;Granite leucocratic;Tr;;T.I.Linnik;;O.V.Sosnitsky,1969
1463;53;56;10;115;36;40;"53ø56'10.0""";"115ø36'40.0""";;Granite;Tr-J;;;;V.A.Popeko,1966
1464;52;16;15;117;44;20;"52ø16'15.0""";"117ø44'20.0""";;Granite;J;;E.V.Saranina;;K.V.Varaksin,1968
1465;62;12;;154;45;;"62ø12'0.0""";"154ø45'0.0""";;Granite;K;Okey massif;N.I.Morozova;Det:H2o+-0.64;Yu.N.Simonov,1964
1466;51;38;;113;55;;"51ø38'0.0""";"113ø55'0.0""";;Granite porphyraceous;J;;L.S.Vor9nova;;I.N.Fomin,1961
1467;49;42;;109;46;;"49ø42'0.0""";"109ø46'0.0""";;Granite-porphyry;Tr;;D.M.Shuster;;E.A.Zaykov,1963
1468;50;44;;113;36;;"50ø44'0.0""";"113ø36'0.0""";;Bt granite porphyraceous medium-fine-grained;J;;O.SBeloborod'ko;;N.N.Chaban,1966
1469;54;30;25;116;53;;"54ø30'25.0""";"116ø53'0.0""";;Granite leucocratic;Tr;Sirotinkin massif;L.S.Voronova;;V.A.Popeko,1965
1470;50;34;;139;50;;"50ø34'0.0""";"139ø50'0.0""";;Granite;Pg;Keta massif;N.I.Fedulov;;Yu.M.Vdovin,1958
1471;45;37;;134;49;;"45ø37'0.0""";"134ø49'0.0""";;Bt granite;K;Dintsukhin massif;;;V.N.Safronov,1966
1472;66;25;;138;33;;"66ø25'0.0""";"138ø33'0.0""";;Granite-porphyry;K;Khangas massif;A.V.Skripina;;A.N.Vishnevsky,1973
1473;53;39;;119;9;;"53ø39'0.0""";"119ø9'0.0""";;Granite leucocratic;Tr;;D.MShuster;;V.S.Alkin,1963
1474;67;56;;178;6;;"67ø56'0.0""";"178ø6'0.0""";;Granite fine-grained;K;Telekay massif;;;V.N.Voevodin,1967
1475;68;2;;137;10;;"68ø2'0.0""";"137ø10'0.0""";;Bt granite fine-grained;K;Kurein massif;;;A.F.Zausaev,1969
1476;50;55;;112;54;;"50ø55'0.0""";"112ø54'0.0""";;Granite leucocratic porphyraceous coarse-grained;J;Olenguy massif;O.M.Shirokova;;E.V.Barabashev,1959
1477;53;42;20;115;5;;"53ø42'20.0""";"115ø5'0.0""";;Granite;Tr-J;Zimov'e massif;L.E.Fedoseeva;;V.A.Popeko,1967
1478;50;24;;112;38;;"50ø24'0.0""";"112ø38'0.0""";;Bt granite medium-grained;Tr;;E.V.Saranina;;V.V.Gol'bert,1968
1479;53;34;10;113;20;;"53ø34'10.0""";"113ø20'0.0""";;Bt granite;Tr;;Ingur intrusion;;L.P.Alaev,1962
1480;45;12;40;134;24;;"45ø12'40.0""";"134ø24'0.0""";;Quartz monzonite;J;Tudovaka massif;A.S.Akel'eva;;V.K.Putintsev,1955
1481;43;47;5;135;26;5;"43ø47'5.0""";"135ø26'5.0""";;Aplite;Pg;Vladimirsky massif;G.I.Makarova;Det:H2o+-O.16;G.A.Valuy,1975
1482;68;57;;136;34;;"68ø57'0.0""";"136ø34'0.0""";;Granite porphyritic;K;Khatynnakh massif;L.Ya.Samokhin;;A.N.Vishnevsky,1960
1483;45;59;15;135;53;30;"45ø59'15.0""";"135ø53'30.0""";;Granite coarse-grained;K;;;;A.A.Strizhkova,1975
1484;51;19;;109;21;;"51ø19'0.0""";"109ø21'0.0""";;Granite porphyraceous;J;Bom-Gorkhon massif;N.A.Lebedeva;;V.I.Sizykh,1968
1485;66;31;;179;1;;"66ø31'0.0""";"179ø1'0.0""WW";W;Granite-porphyry;K;Iskaten massif;;;A.M.Timofeev,1956
1486;69;22;;176;58;;"69ø22'0.0""";"176ø58'0.0""";;Two mica granite;K;Velitkenay massif;o M.Ermolaeva;;V.G.Ditmar,1938
1487;51;23;;109;27;;"51ø23'0.0""";"109ø27'0.0""";;Bt granite porphyraceous;J;Bom-Gorkhon massif;L.S.Voronova;;Yu.P.Skryuchenkov,1963
1488;67;59;12;177;23;;"67ø59'12.0""";"177ø23'0.0""";;Bt granite coarse-grained;K;Katum massif;M.I.Osininao ;Det:H2o+-0.75;V.G.Zheltovsky,1974
1489;51;9;;112;55;;"51ø9'0.0""";"112ø55'0.0""";;Bt granite medium-grained;J;;M.I.Merkul'eva;;E.T.Bubnov,1964
1490;51;27;;108;20;;"51ø27'0.0""";"108ø20'0.0""";;Leucogranite;Tr-J;;K.I.Tomshina;;A.K.Izvekov,1968
1491;47;20;;104;40;;"47ø20'0.0""";"104ø40'0.0""";;Granite porphyraceous;J;Ara-Bulag massif;;;Bold,1971
1492;53;44;20;115;10;30;"53ø44'20.0""";"115ø10'30.0""";;Granite leucocratic;Tr-J;Zimov'e massif;A.I.Fedorova;;V.A.Popeko,1968
1493;64;10;;156;35;;"64ø10'0.0""";"156ø35'0.0""";;Granodiorite;K;Pobeda massif;;Det.:H2o+-0.28;A.I.Lobanov,1967
1494;60;41;;149;46;;"60ø41'0.0""";"149ø46'0.0""";;Bt granite leucocratic;K;Seymkan massif;E.A.Lagovskaya;Det:H2o+-0.74.Oth.:B2o3-0.12,Sno2-0.02;V.A.Serebryakov,1954
1495;69;10;;164;20;;"69ø10'0.0""";"164ø20'0.0""";;Granite;K;Konevaam massif;N.I.Morozova;Det:H2o+-0.28;M.L.Gel'man,1963
1496;69;42;;164;2;;"69ø42'0.0""";"164ø2'0.0""";;Bt granite;K;Big Baranov massif;V.A.Egorov;;M.I.Rabkin,1941
1497;70;48;;160;40;;"70ø48'0.0""";"160ø40'0.0""";;Two mica granite leucocratic medium-grained;K;Krestovsky Island massif;M.A.Kempi;;N.Vorob'ev's coll.,1977
1498;48;5;;107;42;;"48ø5'0.0""";"107ø42'0.0""";;Granite;Tr;Dzunbain massif;;;V.I.Dolzhenko,1959
1499;54;12;10;119;25;;"54ø12'10.0""";"119ø25'0.0""";;Granite leucocratic;Tr;;V.I.Zhigalova;;E.A.Ivanov,1969
1500;47;14;;138;45;;"47ø14'0.0""";"138ø45'0.0""";;Granite;Pg;;F.T.Rynkova;Det:H2o+-0.20;I.Z.Bur'yanova,1971
1501;43;48;35;135;27;35;"43ø48'35.0""";"135ø27'35.0""";;Granite;Pg;Vladimirsky massif;Kovalchuk;;G.A.Valuy,1975
1502;52;19;;112;58;;"52ø19'0.0""";"112ø58'0.0""";;Granite;Tr-J;;L.S.Voronova;;V.A.Popeko,1968
1503;53;47;20;115;26;30;"53ø47'20.0""";"115ø26'30.0""";;Granite leucocratic;Tr-J;;V.I.Zhigalova;;V.A.Popeko,1967
1504;56;21;30;118;17;10;"56ø21'30.0""";"118ø17'10.0""";;Granite porphyraceous;Mz;;L.S.Voronova;;V.T.Sviridenko,1966
1505;51;30;;113;23;;"51ø30'0.0""";"113ø23'0.0""";;Bt granite uneven-grained;J;;E.V.Saranina;;L.L.Feoktistov,1968
1506;45;55;30;135;54;30;"45ø55'30.0""";"135ø54'30.0""";;Bt granite;K;;;;V.K.Matushkin,1970
1507;63;55;;150;2;;"63ø55'0.0""";"150ø2'0.0""";;Bt granite-porphyry;J;Supkan'ya massif;;;V.I.Krasnokutsky,1938
1508;62;5;;149;13;;"62ø5'0.0""";"149ø13'0.0""";;Two mica granite coarse-grained;J;Big Annachag massif;N.IMorozova;Det:H2o+-0.45.Oth.:F-0.07,Cl-0.01;V.N.Lipatov,1960
1509;65;48;;177;48;;"65ø48'0.0""";"177ø48'0.0""WW";W;Granodiorite;Pg;Linliney massif;;Oth.:B2o3-0.10,Sno2-0.0l;V.M.Ol'khovik,1959
1510;63;24;;153;33;;"63ø24'0.0""";"153ø33'0.0""";;Bt granite;K;Suksukan massif;;;V.T.Matveenko,1938
1511;69;22;;149;30;;"69ø22'0.0""";"149ø30'0.0""";;Granite;K;Ulakhan-Sis massif;A.I.Kaleschuk;;G.S.Sonin,1976
1512;52;9;20;116;15;;"52ø9'20.0""";"116ø15'0.0""";;Granite;J;Zangan massif;T.A.Alfer'eva;;V.A.Gulin,1960
1513;45;53;35;135;21;;"45ø53'35.0""";"135ø21'0.0""";;Granite;K;Sinanchin massif;;;N.I.Kuznetsov,1966
1514;44;29;20;133;14;10;"44ø29'20.0""";"133ø14'10.0""";;Granite leucocratic;K;;;;Yu.N.Oleynik,1959
1515;51;29;30;110;10;;"51ø29'30.0""";"110ø10'0.0""";;Granite fine-grained;Tr;;M.I.Kodachigova;;V.A.Novikov,1966
1516;47;20;;106;55;;"47ø20'0.0""";"106ø55'0.0""";;Bt granite porphyraceous;Tr-J;;Abdaryn m~ssif;;V.I.Ushakov,1964
1517;47;9;20;134;44;15;"47ø9'20.0""";"134ø44'15.0""";;Granite-porphyry;K;;;Det.:H2o-0.26;A.G.Kandaurov,1974
1518;61;49;;146;40;;"61ø49'0.0""";"146ø40'0.0""";;Granite-porphyry;K;Khenikandzhin massif;V.INoskov;Oth:co2-0.16;R.P.Petrov,1945
1519;43;37;15;135;11;22;"43ø37'15.0""";"135ø11'22.0""";;Granite;K;;;Det.: H2o-0,28;O.G.Starov,1977
1520;44;29;5;136;7;20;"44ø29'5.0""";"136ø7'20.0""";;Granite;Pg;Mutukhin Oprichnin massif;G.A.Dyatlova;;S.A.Korenbaum,1973
1521;52;31;;134;9;;"52ø31'0.0""";"134ø9'0.0""";;Granite porphyraceous medium-grained;K;;;;E.P.Khokhlov,1964
1522;45;58;30;114;20;;"45ø58'30.0""";"114ø20'0.0""";;Granite;Tr-J;;;;I.A.Kuryaev
1523;68;10;;178;20;;"68ø10'0.0""";"178ø20'0.0""WW";W;Granite;K;Metechyn massif;I.S.Ryabova;Det:H2o+-0.32;K.S.Sukhov,1963
1524;67;51;;178;52;;"67ø51'0.0""";"178ø52'0.0""WW";W;Bt granite;K;Iul'tin massif;P.A.Volkov;;Yu.A.Odinetz,1937
1525;69;54;;133;44;;"69ø54'0.0""";"133ø44'0.0""";;Bt granite;K;Tarbaganakh massif;;;V.M.Oleshko,1965
1526;49;37;;112;22;;"49ø37'0.0""";"112ø22'0.0""";;Granite porphyraceous;J;Khamaro-Tyrin massif;;;V.M.Sergeevsky,1965
1527;50;24;;112;34;;"50ø24'0.0""";"112ø34'0.0""";;Granite subalkaline;Tr;;E.VSaranina;;V.V.Gol'bert,1968
1528;53;29;30;118;52;10;"53ø29'30.0""";"118ø52'10.0""";;Granite-porphyry leucocratic;J;;;;S.P.Smelovsky,1971
1529;55;32;;119;8;;"55ø32'0.0""";"119ø8'0.0""";;Morion-granite;Mz;;N.A.Ogneva;;S.P.Smelovsky,1957
1530;47;38;;138;11;;"47ø38'0.0""";"138ø11'0.0""";;Granite coarse-grained;K;;F.T.Rynkova;Det:H2o+-0.22;V.S.Ivanov,1971
1531;53;6;30;119;12;20;"53ø6'30.0""";"119ø12'20.0""";;Granite porphyraceous;J;;N.P.Mel'nikova;;S.A.Kozlov,1968
1532;56;4;30;118;46;30;"56ø4'30.0""";"118ø46'30.0""";;Bt granite;Mz;Ust' -Sakukan massif;L.S.Voronova;;l.A.Tombasov,1971
1533;65;39;;176;26;;"65ø39'0.0""";"176ø26'0.0""WW";W;Granite subalkaline miarolic;Pg;Veta massif;;;I.M.Sargina,1958
1534;53;11;;114;31;50;"53ø11'0.0""";"114ø31'50.0""";;Amf-Bt granite;Tr-J;;N.I.Serebryakova;;M.I.Nikul'shin,1961
1535;66;19;;137;57;;"66ø19'0.0""";"137ø57'0.0""";;Granite;K;Kyragas massif;V.AEgorov;;G.L.Padalka,1940
1536;50;24;;110;44;;"50ø24'0.0""";"110ø44'0.0""";;Bt granite porphyraceous;Tr-J;;E.G.Ivanova;;L.A.Kozubova,1957
1537;68;25;;179;49;;"68ø25'0.0""";"179ø49'0.0""WW";W;Granite;K;Taureran massif;;;V.I.Tutubalin,1967
1538;52;21;;134;13;;"52ø21'0.0""";"134ø13'0.0""";;Granite;K;;;;G.T.Tatarinov,1958
1539;46;49;45;136;59;25;"46ø49'45.0""";"136ø59'25.0""";;Bt granite coarse-grained;K;Semicircle massif;E.N.Egorova;;E.P.Izokh,1957
1540;67;20;30;177;41;36;"67ø20'30.0""";"177ø41'36.0""";;Bt granite;K;Southern massif;AP.Burmistrova;;V.G.Zheltovsky,1975
1541;66;18;;177;59;;"66ø18'0.0""";"177ø59'0.0""";;Granite-porphyry;Pg;;O.M.Sidorova;Det:H2o+-0.59;V.G.Silkin,1967
1542;55;23;20;118;46;40;"55ø23'20.0""";"118ø46'40.0""";;Granite;Tr;;O.S.Beloborod'ko;;K.F.Khatskevich,1968
1543;53;15;40;111;57;;"53ø15'40.0""";"111ø57'0.0""";;Granite-porphyry;Tr;;E.A.Kotlyarova;;E.E.Zelensky,1974
1544;50;36;;113;54;;"50ø36'0.0""";"113ø54'0.0""";;Mu granite;J;Zun-Undur massif;;;I.F.Grigor'ev,1957
1545;63;0;50;163;57;30;"63ø0'50.0""";"163ø57'30.0""";;Granite;K;;V.G.Kotova;;L.M.Karpasov,1965
1546;61;39;;154;36;;"61ø39'0.0""";"154ø36'0.0""";;Granite;K;Dagor massif;;Det.:H2o+-o.so;K.F.Gur'yanov,1965
1547;46;17;40;135;54;25;"46ø17'40.0""";"135ø54'25.0""";;Bt granite;K;Baylaz massif;;;I.A.Gaev,1960
1548;63;15;;152;12;;"63ø15'0.0""";"152ø12'0.0""";;Granite medium-grained;J;Deras-Yuryugin massif;;Oth.:Zro2-0.04;E.F.Sukhanov,1951
1549;66;25;;178;55;;"66ø25'0.0""";"178ø55'0.0""WW";W;Granite micropegmatitic;K;Bezymyanny massif;;;V.I.Plyasunov,1976
1550;68;3;;130;5;;"68ø3'0.0""";"130ø5'0.0""";;Granite fine-medium-grained;K;Khatynnakh massif;;;A.V.Artemov,1970
1551;66;53;;176;48;;"66ø53'0.0""";"176ø48'0.0""";;Bt-Hb granite;K;Upper-Tanyurer massif;G.S.Gormashova;Det:H2o+-0.24;G.A.Kibanov,1958
1552;66;19;;172;25;;"66ø19'0.0""";"172ø25'0.0""WW";W;Bt granite;K;Teniany massif;V.V.Langvagen;;I.D.Gatiev,1938
1553;66;39;;178;37;;"66ø39'0.0""";"178ø37'0.0""WW";W;Bt granite porphyraceous;K;;;Oth.:Sn02-0.01;A.M.Timofeev,1956
1554;51;29;30;110;13;30;"51ø29'30.0""";"110ø13'30.0""";;Granite fine-medium-grained;Tr;;M.I.Kodachigova;;V.A.Novikov,1966
1555;45;43;30;135;5;;"45ø43'30.0""";"135ø5'0.0""";;Granite-porphyry;K;;;;Yu.N.Razmakhnin,1964
1556;65;46;;179;58;;"65ø46'0.0""";"179ø58'0.0""WW";W;Hb granite coarse-grained;Pg;Perkeveyvyn massif;;;E.K.Boborykin,1965
1557;53;43;;115;10;;"53ø43'0.0""";"115ø10'0.0""";;Granite leucocratic;Tr-J;Zimov'e massif;N.P.Mel'nikova;;V.A.Popeko,1968
1558;43;7;30;134;20;10;"43ø7'30.0""";"134ø20'10.0""";;Granite alkaline;Pg;;P.A.Filippova;;L.B.Zalischak,1965
1559;64;51;;175;6;;"64ø51'0.0""";"175ø6'0.0""WW";W;Bt granite medium-grained;K;Nunligran massif;;Oth.:co2-0.23;V.N.Stavitsky,1959
1560;48;57;;105;40;40;"48ø57'0.0""";"105ø40'40.0""";;Granite alkaline(leucogranite);Tr-J;;;Oth.:so3-0.09;A.A.Kulesh,1967
1561;69;52;;134;16;;"69ø52'0.0""";"134ø16'0.0""";;Bt granite;K;Kerekh massif;;Oth:S03-0.04;G.S.Yaskelyainen,1967
1562;44;27;50;136;4;30;"44ø27'50.0""";"136ø4'30.0""";;Granite(granophyre);Pg;Mutukhin Oprichnin massif;L.V.Nedashkovskaya;;S.A.Korenbaum,1973
1563;62;25;;149;14;;"62ø25'0.0""";"149ø14'0.0""";;Bt granite coarse-grained;K;Big-Annachag massif;G.S.Gormashova;Det:H2o+-0.30,co2-0.09,As-0.03;V.N.Lipatov,1959
1564;69;28;;145;25;;"69ø28'0.0""";"145ø25'0.0""";;Granite leucocratic;K;East-Polousny massif;;;V.K.Dorofeev,1973
1565;51;9;;112;57;;"51ø9'0.0""";"112ø57'0.0""";;Granite coarse-grained;J;;N.V.Lebedeva;;E.T.Bubnov,1964
1566;52;24;10;109;34;;"52ø24'10.0""";"109ø34'0.0""";;Granite;Tr;;E.A.Kotlyarova;;E.M.Badaev,1969
1567;64;15;;143;30;;"64ø15'0.0""";"143ø30'0.0""";;Granite leucocratic;K;Nel'kan massif;V.P.Koval'skaya;;K.N.Rudich,1952
1568;50;19;;112;7;;"50ø19'0.0""";"112ø7'0.0""";;Granite-porphyry;J;;G.L.Znamenskaya;;E.A.Belyakov,1959
1569;66;53;;175;28;;"66ø53'0.0""";"175ø28'0.0""";;Granite;K;Ilgyveem massif;G.S.Gormashova;Oth:C02-0.07;V.A.Kitaev,1958
