 SAMPLE	ROCK SUITE	V/P	SIO2 	TIO2 	AL2O3	FE2O3	FEO  	MNO  	MGO  	CAO  	NA2O 	K2O  	P2O5 	CO2  	F    	S    	BAO  	ANA.TOT.	OXD.RAT.	MG RATIO	AGP.COEF.	AB/AB+AN	DIFFER.INDEX	ALKALINITY	      	NORM TOTAL	MG/FE+MG	  QZ	  OR	  AB	  AN	  NP	  LC	  AC	 COR	  DI	  HY	  OL	  WO	  MG	  HM	  IL	  AP	  FL	  HA	  CC	  PY	  ZR	  CR	  SP	  PV	  RT	 THN	NACR	NAMT	KMTA	CAOR	  KP	
 PERIDOTI	COXETAL-APPENDIX2   	P	 42.2599983 	 0.629999995 	 4.23000002 	 3.60999990 	 6.57999992 	 0.409999996 	 31.2399998 	 5.05000019 	 0.490000010 	 0.340000004 	 0.100000001 	 0.300000012 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 95.2399979 	 0.00000000E+00 	 19.0837555 	 0.277492940 	 33.2098579 	 6.15505123 	METALUMINOUS	   	 95.2356491 	 7.94484690E-02 	 0.00000000E+00 	 2.00910425 	 4.14594746 	 8.33813858 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 11.1528616 	 15.8541393 	 46.3858757 	 0.00000000E+00 	 5.23393488 	 0.00000000E+00 	 1.19652700 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.682276785 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 DUNITE  	COXETAL-APPENDIX2   	P	 38.2900009 	 9.00000036E-02 	 1.82000005 	 3.58999991 	 9.38000011 	 0.709999979 	 37.9399986 	 1.00999999 	 0.200000003 	 7.99999982E-02 	 0.200000003 	 0.430000007 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 93.7399979 	 0.00000000E+00 	 21.9364700 	 0.228295863 	 63.1922760 	 2.16495371 	METALUMINOUS	   	 93.7437592 	 0.110548683 	 0.00000000E+00 	 0.472730398 	 1.69222331 	 0.985672414 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 1.04315269 	 0.00000000E+00 	 15.9362583 	 66.7862244 	 0.00000000E+00 	 5.20493793 	 0.00000000E+00 	 0.170932412 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.977930009 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HARZB   	BARKER-TAB-4-4-&-4-6	P	 39.9300003 	 0.259999990 	 2.34999990 	 5.48000002 	 6.46999979 	 0.150000006 	 33.1800003 	 2.90000010 	 0.310000002 	 0.140000001 	 4.00000000 	 0.239999995 	 0.129999995 	 9.00000036E-02 	 0.00000000E+00 	 95.6299896 	 0.00000000E+00 	 17.3464985 	 0.281419754 	 -36.3371773 	 3.45022416 	METALUMINOUS	   	 95.8150940 	 6.07132837E-02 	 0.00000000E+00 	 0.827278197 	 2.62294602 	 -9.84130001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 5.29532862 	 0.00000000E+00 	 52.8456383 	 25.9838428 	 0.00000000E+00 	 7.94514227 	 0.00000000E+00 	 0.493804723 	 9.47404003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.168374598 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 BOSTONT 	BROWNLOW-TAB-8-5    	V	 61.1500015 	 0.209999993 	 22.0699997 	 1.04999995 	 1.01999998 	 0.00000000E+00 	 0.400000006 	 0.750000000 	 5.86000013 	 7.01000023 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.5200043 	 0.00000000E+00 	 44.8316536 	 0.780391097 	 92.4569931 	 89.1822662 	PERALUMINOUS	   	 99.5096664 	 0.334800065 	 0.00000000E+00 	 41.4230003 	 45.6043129 	 3.72057772 	 2.15495396 	 0.00000000E+00 	 0.00000000E+00 	 3.47896838 	 0.00000000E+00 	 0.00000000E+00 	 1.20666659 	 0.00000000E+00 	 1.52233553 	 0.00000000E+00 	 0.398842275 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 PLAGIOG 	WINTER-TABLE-18-2   	P	 68.0000000 	 0.699999988 	 14.1000004 	 0.00000000E+00 	 6.59999990 	 0.100000001 	 1.60000002 	 4.69999981 	 3.50000000 	 0.300000012 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6999893 	 0.668600023 	 83.1101227 	 0.431269646 	 57.5137215 	 63.4483528 	METALUMINOUS	   	 99.7007217 	 0.504287899 	 32.0617104 	 1.77273905 	 29.6139069 	 21.8762512 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.656834841 	 8.98178864 	 0.00000000E+00 	 0.00000000E+00 	 3.17115521 	 0.00000000E+00 	 1.32947421 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ASCEN   	WINTER-TABLE-18-2   	P	 71.5999985 	 0.200000003 	 11.6999998 	 0.00000000E+00 	 4.00000000 	 0.100000001 	 0.200000003 	 0.100000001 	 5.50000000 	 4.69999981 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.0999832 	 0.490040004 	 94.0105057 	 1.20781910 	 100.000000 	 86.2965088 	PERALKALINE 	   	 98.0937653 	 0.840750635 	 24.5112705 	 27.7729092 	 34.0123291 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 5.90097475 	 0.00000000E+00 	 0.433429509 	 3.72711897 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.379849821 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 1.35587990 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 NIGERIA 	WINTER-TABLE-18-2   	P	 75.5999985 	 0.100000001 	 13.0000000 	 1.29999995 	 0.00000000E+00 	 0.100000001 	 0.500000000 	 3.90000010 	 4.69999981 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.1999969 	 0.632139981 	 0.00000000E+00 	 0.594603598 	 73.4500961 	 79.4814377 	METALUMINOUS	   	 99.1951904 	 0.409538358 	 39.7141953 	 0.00000000E+00 	 39.7672462 	 14.3746128 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 4.10136271 	 0.354496658 	 0.00000000E+00 	 0.00000000E+00 	 0.693341255 	 0.00000000E+00 	 0.189924911 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MTYPE   	WINTER-TABLE-18-2   	P	 67.1999969 	 0.500000000 	 15.1999998 	 0.00000000E+00 	 4.09999990 	 0.100000001 	 1.70000005 	 4.30000019 	 4.00000000 	 1.29999995 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.4999924 	 0.629379988 	 74.2905273 	 0.525351107 	 63.2316971 	 67.9368210 	METALUMINOUS	   	 98.4995499 	 0.338251263 	 26.4104881 	 7.68186855 	 33.8444672 	 19.6800613 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.815091848 	 6.67799520 	 0.00000000E+00 	 0.00000000E+00 	 2.20309806 	 0.00000000E+00 	 0.949624538 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ITYPE   	WINTER-TABLE-18-2   	P	 69.5000000 	 0.400000006 	 14.1999998 	 0.00000000E+00 	 3.09999990 	 0.100000001 	 1.39999998 	 3.09999990 	 3.20000005 	 3.50000000 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.5999908 	 0.587899983 	 72.3273773 	 0.637342274 	 65.8441238 	 76.1190491 	METALUMINOUS	   	 98.5994263 	 0.283950537 	 28.3615227 	 20.6819553 	 27.0755730 	 14.0451393 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.551178813 	 5.03532791 	 0.00000000E+00 	 0.00000000E+00 	 1.85218954 	 0.00000000E+00 	 0.759699643 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 STYPE   	WINTER-TABLE-18-2   	P	 70.9000015 	 0.400000006 	 14.0000000 	 0.00000000E+00 	 3.00000000 	 0.100000001 	 1.20000005 	 1.89999998 	 2.50000000 	 4.09999990 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.2999954 	 0.588360012 	 74.4257431 	 0.610590875 	 72.2636108 	 79.9542465 	PERALUMINOUS	   	 98.3054504 	 0.307842046 	 34.5740204 	 24.2274323 	 21.1527901 	 8.11891365 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 2.47406054 	 0.00000000E+00 	 4.73439550 	 0.00000000E+00 	 0.00000000E+00 	 1.79044068 	 0.00000000E+00 	 0.759699643 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ATYPE   	WINTER-TABLE-18-2   	P	 73.8000031 	 0.300000012 	 12.3999996 	 0.00000000E+00 	 2.70000005 	 0.100000001 	 0.200000003 	 0.800000012 	 4.09999990 	 4.69999981 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.0999985 	 0.524320006 	 91.3753891 	 0.953949630 	 95.7225952 	 92.3750229 	METALUMINOUS	   	 99.0939255 	 0.652544856 	 29.9115391 	 27.7729092 	 34.6905746 	 1.55016124 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 2.06143546 	 0.675444663 	 0.00000000E+00 	 0.00000000E+00 	 1.86208606 	 0.00000000E+00 	 0.569774747 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ARCHEAN 	WINTER-TABLE-18-2   	P	 69.8000031 	 0.300000012 	 15.6000004 	 0.00000000E+00 	 2.79999995 	 0.100000001 	 1.20000005 	 3.20000005 	 4.90000010 	 1.79999995 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.8000031 	 0.587419987 	 73.0905762 	 0.641447127 	 73.1457062 	 77.3393326 	METALUMINOUS	   	 99.7989502 	 0.309066892 	 25.2434273 	 10.6364336 	 41.4594688 	 15.2211905 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 1.24421110E-02 	 0.00000000E+00 	 4.74445295 	 0.00000000E+00 	 0.00000000E+00 	 1.67489398 	 0.00000000E+00 	 0.569774747 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MODERN  	WINTER-TABLE-18-2   	P	 68.0999985 	 0.500000000 	 15.1000004 	 0.00000000E+00 	 3.90000010 	 0.100000001 	 1.60000002 	 3.09999990 	 3.70000005 	 3.40000010 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6999893 	 0.579339981 	 74.4094315 	 0.646647215 	 68.9897156 	 75.5165863 	METALUMINOUS	   	 99.7041168 	 0.291483670 	 24.1194096 	 20.0910435 	 31.3061314 	 14.0718374 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.175928414 	 0.00000000E+00 	 6.13786650 	 0.00000000E+00 	 0.00000000E+00 	 2.37857580 	 0.00000000E+00 	 0.949624538 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 AV.CRUST	WINTER-TABLE-18-2   	P	 57.2999992 	 0.899999976 	 15.8999996 	 0.00000000E+00 	 9.10000038 	 0.600000024 	 5.30000019 	 7.40000010 	 3.09999990 	 1.10000002 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.699997 	 0.674920022 	 65.8907394 	 0.395517677 	 50.0086555 	 42.4403877 	METALUMINOUS	   	 100.699326 	 0.327969968 	 9.71088600 	 6.50004292 	 26.2294579 	 26.2203751 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 8.55487633 	 17.4853821 	 0.00000000E+00 	 0.00000000E+00 	 4.28896761 	 0.00000000E+00 	 1.70932400 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 U.CRUST 	WINTER-TABLE-18-2   	P	 66.0000000 	 0.500000000 	 15.1999998 	 0.00000000E+00 	 4.50000000 	 0.300000012 	 2.20000005 	 4.19999981 	 3.90000010 	 3.40000010 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.199997 	 0.577300012 	 69.1651993 	 0.664033115 	 70.3209457 	 71.2675934 	METALUMINOUS	   	 100.195518 	 0.289356589 	 18.1781979 	 20.0910435 	 32.9983559 	 13.9270048 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 5.60396767 	 5.68951130 	 0.00000000E+00 	 0.00000000E+00 	 2.75781965 	 0.00000000E+00 	 0.949624538 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 L.CRUST 	WINTER-TABLE-18-2   	P	 54.4000015 	 1.00000000 	 16.1000004 	 0.00000000E+00 	 10.6000004 	 0.800000012 	 6.30000019 	 8.50000000 	 2.79999995 	 0.300000012 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.800011 	 0.709259987 	 65.0864105 	 0.306189328 	 43.7376747 	 32.2949524 	METALUMINOUS	   	 100.801979 	 0.349908054 	 6.83108950 	 1.77273905 	 23.6911240 	 30.4752769 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 9.56423759 	 22.1000710 	 0.00000000E+00 	 0.00000000E+00 	 4.46819210 	 0.00000000E+00 	 1.89924908 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVALK1	WINTER-TABLE-19-2   	V	 45.5999985 	 2.40000010 	 15.6000004 	 0.00000000E+00 	 11.3000002 	 0.200000003 	 6.90000010 	 10.3999996 	 3.20000005 	 1.29999995 	 0.600000024 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 97.5000000 	 0.639479995 	 67.0471344 	 0.427539587 	 46.6500664 	 32.1120224 	METALUMINOUS	   	 97.5239792 	 0.218492672 	 0.00000000E+00 	 7.68186855 	 21.3028107 	 24.3623104 	 3.12734437 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 18.7218781 	 0.00000000E+00 	 10.4419899 	 0.00000000E+00 	 5.90648222 	 0.00000000E+00 	 4.55819798 	 1.42110598 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVALK2	WINTER-TABLE-19-2   	V	 51.7000008 	 0.899999976 	 19.2999992 	 0.00000000E+00 	 5.90000010 	 0.200000003 	 1.11000001 	 4.09999990 	 8.89999962 	 4.59999990 	 0.300000012 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 97.0100021 	 0.415860027 	 84.7620621 	 1.01632524 	 100.000000 	 78.4260635 	PERALKALINE 	   	 96.8245316 	 0.130261153 	 0.00000000E+00 	 27.1819954 	 24.7459545 	 0.00000000E+00 	 26.4981098 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 6.98448038 	 0.00000000E+00 	 0.00000000E+00 	 3.99732876 	 4.99677801 	 0.00000000E+00 	 1.70932400 	 0.710552990 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVUAL3	WINTER-TABLE-19-2   	V	 46.2000008 	 1.60000002 	 18.6000004 	 0.00000000E+00 	 8.89999962 	 0.200000003 	 2.29999995 	 7.30000019 	 9.30000019 	 4.19999981 	 0.500000000 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.1000061 	 0.438960016 	 81.7704697 	 1.06667161 	 100.000000 	 66.6385269 	PERALKALINE 	   	 98.3630524 	 9.37547386E-02 	 0.00000000E+00 	 24.8183441 	 5.80516434 	 0.00000000E+00 	 36.0150223 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 13.8168802 	 0.00000000E+00 	 0.00000000E+00 	 6.44514084 	 7.23943901 	 0.00000000E+00 	 3.03879857 	 1.18425500 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVUAL4	WINTER-TABLE-19-2   	V	 33.0999985 	 2.59999990 	 11.3000002 	 0.00000000E+00 	 12.3999996 	 0.300000012 	 7.30000019 	 17.2000008 	 3.20000005 	 3.59999990 	 1.89999998 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 92.8999939 	 0.641380012 	 67.5239182 	 0.810484111 	 0.00000000E+00 	 31.3487225 	METALUMINOUS	   	 106.448669 	 0.231481075 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 5.83709860 	 14.6679583 	 16.6807652 	 0.00000000E+00 	 0.00000000E+00 	 52.7359390 	 0.00000000E+00 	 0.00000000E+00 	 0.641405880 	 6.44729090 	 0.00000000E+00 	 4.93804741 	 4.50016928 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVUAL5	WINTER-TABLE-19-2   	V	 44.0999985 	 2.79999995 	 17.0000000 	 0.00000000E+00 	 10.0000000 	 0.200000003 	 3.70000005 	 8.39999962 	 4.30000019 	 7.19999981 	 1.20000005 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.8999863 	 0.491780013 	 76.5078583 	 0.874304712 	 0.00000000E+00 	 56.1188469 	METALUMINOUS	   	 98.9559402 	 4.57288101E-02 	 0.00000000E+00 	 14.1163425 	 0.00000000E+00 	 5.82042122 	 19.7100697 	 22.2924347 	 0.00000000E+00 	 0.00000000E+00 	 20.9628582 	 0.00000000E+00 	 0.00000000E+00 	 0.525314867 	 7.36839437 	 0.00000000E+00 	 5.31789684 	 2.84221196 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVUAL6	WINTER-TABLE-19-2   	V	 55.4000015 	 0.500000000 	 20.7999992 	 0.00000000E+00 	 4.59999990 	 0.200000003 	 0.500000000 	 2.90000010 	 9.19999981 	 5.50000000 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6999893 	 0.373920023 	 88.6782913 	 1.01357555 	 100.000000 	 86.8569794 	PERALKALINE 	   	 99.5234299 	 0.165932417 	 0.00000000E+00 	 32.5002136 	 28.3409920 	 0.00000000E+00 	 26.0157757 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 3.29744458 	 0.00000000E+00 	 0.00000000E+00 	 4.00702810 	 4.17550230 	 0.00000000E+00 	 0.949624538 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVTRN7	WINTER-TABLE-19-2   	V	 47.5999985 	 2.00000000 	 14.8000002 	 0.00000000E+00 	 11.3999996 	 0.200000003 	 6.40000010 	 11.5000000 	 2.70000005 	 0.800000012 	 0.300000012 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 97.6999969 	 0.653080046 	 68.8164520 	 0.358529627 	 46.8659706 	 27.5723190 	METALUMINOUS	   	 97.7086029 	 0.263001829 	 0.00000000E+00 	 4.72730398 	 22.8450146 	 25.9004078 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 23.5906525 	 6.20595217 	 4.19624710 	 0.00000000E+00 	 5.73396778 	 0.00000000E+00 	 3.79849815 	 0.710552990 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVTBR8	WINTER-TABLE-19-2   	V	 61.7999992 	 1.00000000 	 14.1999998 	 0.00000000E+00 	 6.40000010 	 0.300000012 	 0.500000000 	 1.79999995 	 6.19999981 	 5.19999981 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 97.5999985 	 0.419640034 	 90.3070908 	 1.11435151 	 100.000000 	 78.8636780 	PERALKALINE 	   	 97.6042862 	 0.637392342 	 4.04894352 	 30.7274742 	 44.0872612 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 7.37504721 	 0.00000000E+00 	 6.48443413 	 0.819245458 	 0.00000000E+00 	 0.00000000E+00 	 1.68893528 	 0.00000000E+00 	 1.89924908 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
