 SAMPLE	ROCK SUITE	V/P	SIO2 	TIO2 	AL2O3	FE2O3	FEO  	MNO  	MGO  	CAO  	NA2O 	K2O  	P2O5 	CO2  	F    	S    	BAO  	ANA.TOT.	OXD.RAT.	MG RATIO	AGP.COEF.	AB/AB+AN	DIFFER.INDEX	ALKALINITY	      	NORM TOTAL	MG/FE+MG	  QZ	  OR	  AB	  AN	  NP	  LC	  AC	 COR	  DI	  HY	  OL	  WO	  MG	  HM	  IL	  AP	  FL	  HA	  CC	  PY	  ZR	  CR	  SP	  PV	  RT	 THN	NACR	NAMT	KMTA	CAOR	  KP	
 EARVTRN9	WINTER-TABLE-19-2   	V	 70.3000031 	 0.300000012 	 7.59999990 	 0.00000000E+00 	 8.39999962 	 0.300000012 	 0.00000000E+00 	 0.400000006 	 7.30000019 	 4.30000019 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.9000168 	 0.379539996 	 96.5637207 	 2.19197464 	 100.000000 	 69.6383209 	PERALKALINE 	   	 98.8974228 	 1.00000000 	 29.0777969 	 25.4092598 	 15.1512661 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 15.0771999 	 0.00000000E+00 	 1.76954353 	 4.97631884 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.569774747 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 6.86625576 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVTR10	WINTER-TABLE-19-2   	V	 72.5000000 	 0.200000003 	 10.3000002 	 0.00000000E+00 	 4.00000000 	 0.100000001 	 0.00000000E+00 	 0.200000003 	 5.90000010 	 4.40000010 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 97.5999985 	 0.398900002 	 97.5695496 	 1.40434074 	 100.000000 	 83.9064484 	PERALKALINE 	   	 97.5943146 	 1.00000000 	 29.4245701 	 26.0001717 	 28.4817085 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 6.95559597 	 0.00000000E+00 	 0.884771764 	 2.31540012 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.379849821 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 3.15224767 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EARVSER4	WINTER-TABLE-19-2   	V	 50.7999992 	 1.39999998 	 14.8999996 	 0.00000000E+00 	 10.1000004 	 0.200000003 	 6.90000010 	 9.80000019 	 2.59999990 	 0.400000006 	 0.400000006 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 97.5000000 	 0.650640011 	 64.5210190 	 0.316035539 	 44.1724281 	 28.9975605 	METALUMINOUS	   	 97.5143814 	 0.242094040 	 4.63500690 	 2.36365199 	 21.9989014 	 27.8034306 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 14.6655607 	 17.3256493 	 0.00000000E+00 	 0.00000000E+00 	 5.11582470 	 0.00000000E+00 	 2.65894842 	 0.947403967 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 LOWKBSLT	WINTER-TABLE-16-2   	V	 50.7000008 	 0.800000012 	 17.7000008 	 3.09999990 	 7.40000010 	 0.00000000E+00 	 6.40000010 	 11.3000002 	 2.00000000 	 0.300000012 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.8000107 	 0.00000000E+00 	 48.8260384 	 0.204176813 	 30.5709419 	 22.3858624 	METALUMINOUS	   	 99.7966537 	 0.316697717 	 3.69089031 	 1.77273905 	 16.9222336 	 38.4317474 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 13.8200674 	 18.9082031 	 0.00000000E+00 	 0.00000000E+00 	 4.49451447 	 0.00000000E+00 	 1.51939929 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 LOWKANDS	WINTER-TABLE-16-2   	V	 58.7999992 	 0.699999988 	 17.0000000 	 3.00000000 	 5.19999981 	 0.00000000E+00 	 3.59999990 	 8.10000038 	 2.90000010 	 0.600000024 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.099991 	 0.00000000E+00 	 48.6298790 	 0.318749785 	 43.7124100 	 44.4364433 	METALUMINOUS	   	 100.102905 	 0.334247798 	 16.3537292 	 3.54547811 	 24.5372372 	 31.5961056 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 5.94226122 	 11.9753838 	 0.00000000E+00 	 0.00000000E+00 	 4.34953070 	 0.00000000E+00 	 1.32947421 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 LOWKDACT	WINTER-TABLE-16-2   	V	 67.0999985 	 0.600000024 	 15.0000000 	 2.00000000 	 3.50000000 	 0.00000000E+00 	 1.50000000 	 5.00000000 	 3.79999995 	 0.899999976 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.5999985 	 0.00000000E+00 	 54.1494598 	 0.481570840 	 60.2489738 	 65.4048920 	METALUMINOUS	   	 99.6038055 	 0.435318887 	 27.9344330 	 5.31821680 	 32.1522408 	 21.2133808 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 1.89051342 	 6.58208275 	 0.00000000E+00 	 0.00000000E+00 	 2.89968681 	 0.00000000E+00 	 1.13954949 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 LOWKRHYO	WINTER-TABLE-16-2   	V	 74.5000000 	 0.400000006 	 12.8999996 	 1.39999998 	 1.70000005 	 0.00000000E+00 	 0.600000024 	 2.79999995 	 4.00000000 	 1.10000002 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.5000000 	 0.00000000E+00 	 49.6306076 	 0.602241457 	 71.8850861 	 80.1596680 	PERALUMINOUS	   	 99.4993591 	 0.399202406 	 39.8151550 	 6.50004292 	 33.8444672 	 13.2368822 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.277893931 	 0.00000000E+00 	 2.79858232 	 0.00000000E+00 	 0.00000000E+00 	 2.02978086 	 0.00000000E+00 	 0.759699643 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MDKBASLT	WINTER-TABLE-16-2   	V	 50.0999985 	 1.00000000 	 17.1000004 	 3.40000010 	 7.00000000 	 0.00000000E+00 	 7.09999990 	 10.6000004 	 2.50000000 	 0.800000012 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.7999954 	 0.00000000E+00 	 44.9611549 	 0.291070700 	 39.0082130 	 25.8800945 	METALUMINOUS	   	 99.8009109 	 0.265401483 	 0.00000000E+00 	 4.72730398 	 21.1527901 	 33.0737152 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 14.7175941 	 18.4910412 	 0.336049855 	 0.00000000E+00 	 4.92946815 	 0.00000000E+00 	 1.89924908 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MDKAANDS	WINTER-TABLE-16-2   	V	 59.2000008 	 0.699999988 	 17.1000004 	 2.90000010 	 4.19999981 	 0.00000000E+00 	 3.70000005 	 7.09999990 	 3.20000005 	 1.29999995 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.5999908 	 0.00000000E+00 	 43.3855667 	 0.390036106 	 48.7578773 	 49.4865112 	METALUMINOUS	   	 99.6023636 	 0.255757183 	 14.7290697 	 7.68186855 	 27.0755730 	 28.4550915 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 4.40822268 	 11.2448139 	 0.00000000E+00 	 0.00000000E+00 	 4.20454597 	 0.00000000E+00 	 1.32947421 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MDKDACTE	WINTER-TABLE-16-2   	V	 67.1999969 	 0.500000000 	 16.2000008 	 2.00000000 	 1.79999995 	 0.00000000E+00 	 1.50000000 	 3.79999995 	 4.30000019 	 2.09999990 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.5999985 	 0.00000000E+00 	 37.7866096 	 0.576815963 	 67.4665451 	 72.7498627 	METALUMINOUS	   	 99.6027451 	 0.144246981 	 23.9578915 	 12.4091721 	 36.3828011 	 17.5443764 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.423312068 	 0.00000000E+00 	 4.56219053 	 0.00000000E+00 	 0.00000000E+00 	 2.89968681 	 0.00000000E+00 	 0.949624538 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MDKRHYOL	WINTER-TABLE-16-2   	V	 75.1999969 	 0.200000003 	 13.5000000 	 1.00000000 	 1.10000002 	 0.00000000E+00 	 0.500000000 	 1.60000002 	 4.19999981 	 2.70000005 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.099983 	 0.00000000E+00 	 46.0676842 	 0.728090346 	 82.9896088 	 87.6407852 	PERALUMINOUS	   	 100.098618 	 0.345452517 	 36.1494484 	 15.9546518 	 35.5366859 	 7.28395748 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.998820961 	 0.00000000E+00 	 2.10850239 	 0.00000000E+00 	 0.00000000E+00 	 1.44984341 	 0.00000000E+00 	 0.379849821 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HIKBASLT	WINTER-TABLE-16-2   	V	 49.7999992 	 1.60000002 	 16.5000000 	 3.90000010 	 6.40000010 	 0.00000000E+00 	 6.80000019 	 9.39999962 	 3.29999995 	 1.60000002 	 0.500000000 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.8000107 	 0.00000000E+00 	 42.1438599 	 0.433861554 	 52.2830811 	 37.3762932 	METALUMINOUS	   	 99.8157654 	 0.209249601 	 0.00000000E+00 	 9.45460796 	 27.9216843 	 25.4831371 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 14.3432875 	 4.52231789 	 8.21329784 	 0.00000000E+00 	 5.65438986 	 0.00000000E+00 	 3.03879857 	 1.18425500 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HIKAANDS	WINTER-TABLE-16-2   	V	 59.4000015 	 0.899999976 	 16.7999992 	 3.59999990 	 3.00000000 	 0.00000000E+00 	 3.20000005 	 6.00000000 	 3.59999990 	 2.79999995 	 0.400000006 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6999969 	 0.00000000E+00 	 34.3939056 	 0.532776356 	 58.7224083 	 59.0116234 	METALUMINOUS	   	 99.7118683 	 9.10215452E-02 	 12.0060415 	 16.5455627 	 30.4600182 	 21.4111805 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 4.52749872 	 6.88540125 	 0.00000000E+00 	 0.00000000E+00 	 5.21943617 	 0.00000000E+00 	 1.70932400 	 0.947403967 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HIKDACIT	WINTER-TABLE-16-2   	V	 67.5000000 	 0.600000024 	 16.0000000 	 2.00000000 	 1.50000000 	 0.00000000E+00 	 1.10000002 	 3.00000000 	 4.00000000 	 3.90000010 	 0.200000003 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.7999954 	 0.00000000E+00 	 36.1168671 	 0.674926400 	 71.3713684 	 78.6404190 	METALUMINOUS	   	 99.8023300 	 3.00066452E-02 	 21.7503452 	 23.0456066 	 33.8444672 	 13.5757599 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.223038048 	 0.00000000E+00 	 2.85017467 	 0.00000000E+00 	 0.00000000E+00 	 2.89968681 	 0.00000000E+00 	 1.13954949 	 0.473701984 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HIKRHYOL	WINTER-TABLE-16-2   	V	 75.5999985 	 0.200000003 	 13.3000002 	 0.899999976 	 0.500000000 	 0.00000000E+00 	 0.300000012 	 0.899999976 	 3.59999990 	 4.50000000 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9000015 	 0.00000000E+00 	 32.4126205 	 0.811295390 	 88.8787308 	 92.3929214 	PERALUMINOUS	   	 99.8983383 	 0.00000000E+00 	 35.3418159 	 26.5910835 	 30.4600182 	 3.81141782 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 1.11025143 	 0.00000000E+00 	 0.746949434 	 0.00000000E+00 	 0.00000000E+00 	 1.03169894 	 0.188394815 	 0.379849821 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 AMBAR   	WINTER-TABLE-15-3   	V	 51.0999985 	 2.24000001 	 15.1000004 	 0.00000000E+00 	 13.0000000 	 0.219999999 	 5.07000017 	 9.31000042 	 2.57999992 	 0.910000026 	 0.419999987 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9499969 	 0.638600051 	 75.7857208 	 0.346219391 	 44.7674370 	 33.3827667 	METALUMINOUS	   	 99.9663086 	 0.327337444 	 6.17577791 	 5.37730837 	 21.8296795 	 26.9327259 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 13.4626389 	 14.1274357 	 0.00000000E+00 	 0.00000000E+00 	 6.81165314 	 0.00000000E+00 	 4.25431776 	 0.994774163 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ROCCR   	WINTER-TABLE-15-3   	V	 49.5000000 	 2.41000009 	 16.2999992 	 0.00000000E+00 	 12.3999996 	 0.200000003 	 6.05999994 	 9.14999962 	 2.57999992 	 0.930000007 	 0.409999996 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9400101 	 0.644879997 	 71.6681900 	 0.322058588 	 41.9982758 	 30.1010685 	METALUMINOUS	   	 99.9550552 	 0.272783637 	 2.77589869 	 5.49549055 	 21.8296795 	 30.1478825 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 10.1689281 	 17.6045265 	 0.00000000E+00 	 0.00000000E+00 	 6.38436747 	 0.00000000E+00 	 4.57719040 	 0.971089065 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HIMG    	WINTER-TABLE-15-3   	V	 53.7999992 	 1.77999997 	 14.5000000 	 0.00000000E+00 	 11.3999996 	 0.189999998 	 5.25000000 	 9.06999969 	 2.82999992 	 1.04999995 	 0.280000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.150009 	 0.618680000 	 72.7810440 	 0.399349660 	 50.1938362 	 38.1036606 	METALUMINOUS	   	 100.158325 	 0.282799840 	 7.95411587 	 6.20458603 	 23.9449577 	 23.7600174 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 15.7269411 	 12.2213182 	 0.00000000E+00 	 0.00000000E+00 	 6.30253887 	 0.00000000E+00 	 3.38066316 	 0.663182795 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 LOWMG   	WINTER-TABLE-15-3   	V	 55.9000015 	 2.26999998 	 14.0000000 	 0.00000000E+00 	 11.8000002 	 0.189999998 	 3.35999990 	 6.88000011 	 3.14000010 	 1.99000001 	 0.430000007 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9599991 	 0.582360029 	 80.8399582 	 0.522685349 	 59.3084984 	 50.2886009 	METALUMINOUS	   	 99.9766693 	 0.319082767 	 11.9615278 	 11.7591686 	 26.5679054 	 18.2282143 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 10.6650257 	 8.32001877 	 0.00000000E+00 	 0.00000000E+00 	 7.14504862 	 0.00000000E+00 	 4.31129551 	 1.01845932 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 PRINC   	WINTER-TABLE-15-3   	V	 51.5999985 	 2.71000004 	 13.8999996 	 0.00000000E+00 	 12.3000002 	 0.239999995 	 4.44000006 	 8.11999989 	 3.35999990 	 2.01999998 	 1.38999999 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.080002 	 0.594920039 	 76.9487610 	 0.554811537 	 62.7459908 	 45.2767715 	METALUMINOUS	   	 100.146187 	 0.266997546 	 4.91098070 	 11.9364424 	 28.4293499 	 16.8792820 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 11.5814409 	 10.7456713 	 0.00000000E+00 	 0.00000000E+00 	 7.22382069 	 0.00000000E+00 	 5.14696503 	 3.29222894 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 BMN     	WINTER-TABLE-15-3   	V	 50.0000000 	 1.00000000 	 17.1000004 	 0.00000000E+00 	 10.0000000 	 0.140000001 	 7.84000015 	 11.0000000 	 2.44000006 	 0.270000011 	 0.189999998 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9800034 	 0.660380006 	 61.6390190 	 0.251760900 	 37.1626663 	 22.6593933 	METALUMINOUS	   	 99.9820938 	 0.236116037 	 0.418805122 	 1.59546518 	 20.6451244 	 34.9082756 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 14.8303280 	 20.3108692 	 0.00000000E+00 	 0.00000000E+00 	 4.92395830 	 0.00000000E+00 	 1.89924908 	 0.450016886 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 FRSPR   	WINTER-TABLE-15-3   	V	 52.2999992 	 3.17000008 	 13.1999998 	 0.00000000E+00 	 14.3999996 	 0.219999999 	 4.03999996 	 7.90000010 	 2.67000008 	 1.40999997 	 0.709999979 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.020004 	 0.620580018 	 81.1069870 	 0.448256552 	 53.2069168 	 41.2993774 	METALUMINOUS	   	 100.051857 	 0.348464847 	 10.3763247 	 8.33187294 	 22.5911808 	 19.8679237 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 12.0100107 	 11.2508478 	 0.00000000E+00 	 0.00000000E+00 	 7.92143440 	 0.00000000E+00 	 6.02061987 	 1.68164206 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ROZA    	WINTER-TABLE-15-3   	V	 51.2000008 	 3.13000011 	 14.1000004 	 0.00000000E+00 	 13.8999996 	 0.230000004 	 4.38999987 	 8.47999954 	 2.72000003 	 1.22000003 	 0.670000017 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.040009 	 0.628279984 	 79.2659760 	 0.410894871 	 50.3874626 	 38.1531677 	METALUMINOUS	   	 100.069633 	 0.328485847 	 7.92979383 	 7.20913839 	 23.0142365 	 22.6602898 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 12.2591162 	 11.9743013 	 0.00000000E+00 	 0.00000000E+00 	 7.49120808 	 0.00000000E+00 	 5.94464970 	 1.58690178 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 UMATI   	WINTER-TABLE-15-3   	V	 54.7000008 	 2.79999995 	 14.1000004 	 0.00000000E+00 	 12.6000004 	 0.170000002 	 2.71000004 	 6.13999987 	 3.20000005 	 2.68000007 	 0.879999995 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9799957 	 0.570900023 	 84.7206879 	 0.578931153 	 62.5741844 	 53.8463402 	METALUMINOUS	   	 100.019791 	 0.333382368 	 10.9342995 	 15.8364677 	 27.0755730 	 16.1939831 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 6.95096254 	 7.78750420 	 0.00000000E+00 	 0.00000000E+00 	 7.83881044 	 0.00000000E+00 	 5.31789684 	 2.08428884 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
